task_id,발주번호,project,산출물,산출물_옵션,고객주문수량,발주지시수량,대시보드,과업지시서,수주처,과업지시일자,입하예정일 (from movement_산출물),입하여부,지출결의,발주서 생성 요청 일시 _ test_수현,발주담당자,과업지시월,과업지시주
PNA52735_애드온 뱃지_A1,PO074653,PNA52735-삼성전자,애드온뱃지+인쇄,애드온뱃지(자유형40x40이내5-7색),750,755,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recZgAbnCq8L1Hk0k&Aq5EA=recBAXKpOZQFd23IT,"""Order_,PNA52735_AddonBadge_Badge.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/9PvAnFjPD9GGmpDPgZXT4w/mifOgLX6X9z3jpqv0Jzx8n98hfvN_1TlbHiOhQaTMYw0ftmBSISUFI4kp-4Bk3oJqnch4a0H2R3_Phv1lceRbkTXXXWUMuEf7vHqVn3mrjdoh3o6Hvi8SdsTnO5eKlsa48GOsTkUeC_772x7qrMw9qhNjx8-uekWJs6zMgskjhs3OJtSYO2nIisutil6nKew/8gloaE4W0ksOHXsXy5-U7nUvX31sfP3XgF2KHIX4MSQ)""",(주)홍기씨앤디,2026.7.15,2026.8.7,,26.7.27-7.31_(주)홍기씨앤디,,김민지,07월,
PNA52361_프레젠트 골프공 3구_B1,PO074671,PNA52361-이노스페이스,볼마커(사각/원형.25x25이내.1-4색),,100,101,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=rec70i4UrHAmeQgjk&Aq5EA=rec9QiiaIow8O2fWC,Order_PNA52361_(A1123)_Golfball_Ballmarker.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/3DPXPgctS-bamIsLjBDFlQ/_HLSzS-2kTfPoKipA43nvq9kdqWQ6OalQ_ny6xxsya4CsaAQZcjznFZ3z9nT34xECvBmAFIMoyIdsOqaCKinczgS3_UW3xVmn9bduixY53Lh6E_340wSXr0Y1azUyoujQJsRMvv300f0E1eCxHOUIZ0L_Tmri6HcPtIsjw_fTQrdNq18d9zHcfK9ptdwrSof5v4K7NAMVTnL4kTV6v-aew/o2MOzlK2v6plFkwWFcf6Un7WdmTMMoHYdc8_DxPOtAo),(주)홍기씨앤디,2026.7.16,2026.7.29,,26.7.27-7.31_(주)홍기씨앤디,,김민지,07월,
PNA52558_어드벤스 3단 자동우산 [1]_A1,PO074444,PNA52558-한화자산운용,어드벤스3단자동우산,"실크, 3단자동우산, 실크, 실크",50,51,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recpB8IJbrJIjLDMw&Aq5EA=reck7ewXPx6qe71XA,Order_PNA52558_PO074444.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/f57XhV8-29ARLbTajaTe3Q/YBgO_tM_EL5gTbg7_e7PNTljsUfJM-ybMbwgfLMSE2UwU4nhY8-p10omlQTW_eDS-qtwcRiWXHxqMPUxr9yu29cXUxQA-J2qBZ-u4DINrb8TGlpjyULu_mAhDKGaJFuIuhBP01Dyp3b1GfhLpuV3JzLM2zhHlYx1Q1DxZSeDUnlQe30NJ-d-Ccazi9-_9vRN/b2L2GQQu7Ep3PrhiTAALh98u0BSLId6DUGAAns6gh14),개미기획,2026.7.6,2026.7.21,미입하,,,김민지,07월,
런치백 샘플제작,PO074540,,,,,2,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recVvHbjDeyq7ZpOZ&Aq5EA=,,개미기획,2026.7.9,,,26.7.13-7.17_개미기획,,김민지,월,
PNA52893_굿스타트 슈즈백_A1,PO074559,PNA52893-일로와,굿스타트슈즈백,"케어라벨(유광수입공단), 굿스타트슈즈백_원단(재단), 실크, 완제품공임(굿스타트슈즈백)",200,201,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=rec5V249yZkZWp8J8&Aq5EA=rec3g4dyVbF1Wpt5J,"""Order_,PNA52893_GoodStartShoeBag.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/MYU5levYvTaAdfJZK9W0vw/GDmLaG3NWJD7RkZMc5XZIEDoqjG677xSktGn8CJQ-Ft-Ew9K-ufQ05fP7h555FoxraBCfe-zzBRpettiwGaXqGozjntKIQZQBTUCDdxuAsFp18E6FPVY8V0GGaW3kLr7Aq3z2bcsdRlKE1upHdP-wp-2EiSao2nBzSaI2GyGlrRHK1H_Jwnfty_dpNS0W-sX/03HbYhy-WWV2966YXf0rpN2W1L7SjH5NMYEXA-MrdCo)""",개미기획,2026.7.10,2026.7.28,,,,김민지,07월,
PNA52953_모바일 오피스 파우치 2.0_A2,PO074666,PNA52953-한국지역아동센터연합회,모바일오피스파우치2.0,실크,90,92,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=rec8CT0HZNp6VhqWf&Aq5EA=recuzii7IB1UMgIhv,"""Order_,PNA52953_MobileOfficePouch_V2.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/nySpzPQ8BpvlmfLA2PKXRQ/mnFfICa8X-4kN2M7shpeBhIeBll0Jv2aWQikxfMck4gA_3bvQsBk2EyB9VGs-lEXBK3M7iIevTxOEGlEjxsEhm0gLYIIZYf0Z3DTsnx0WAPk23oIuSILLduBj1OET70KNazVGjuRynf5kK2ddYo7H-HLc2Rf60e39nY2TqvDUlalS69OCwnB-sQRnJmVxY3pt18AjUdp9YlNydPRPtJPSA/dTUuyjBhh5xlIWmd1yoffLSA8ahwITfimn8UvDSw5eE)""",개미기획,2026.7.16,2026.7.30,,,,김민지,07월,
PNA52321_올웨이즈 양우산_A1,PO074710,PNA52321-소만사,실크(올웨이즈 양우산),"올웨이즈양우산(세트_본품및케이스), 실크",100,104,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=rec5upTXXbtgo4QfF&Aq5EA=recJpcpAMS6WxQ2eC,"""Order_,PNA52321_AlwaysUmbrella_Tiewrap.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/sW-iyUuq1PO5uh3icPvI1w/AsedAYVxR61naEqV9qX7uaOJ3G0WoO_Ly85KCjSDBDrIGuKilZKKynuuphJPSAbJUxsvCtXwjgEfT1wzAo2LCXs4ZzbzOki-NTTueLGMNxc5b2UNumkbM8BSu14aH23oyRKx0UD09hB8mQFweskf1yqX4cTb9p37bgfiy38fRV1_VOkA1ASfQYuIkgd83LFYTuI2Mo-9Vq7cboFi7XpduQ/HlF-ZVeUxrXXZPfllzjIpa0UY-mNoAEQua307FGwRaQ)""",개미기획,2026.7.16,2026.7.31,,,,김민지,07월,
PNA52442_리멤버 타투스티커 [1]_A1,PO074681,PNA52442-안산문화재단,리멤버 타투스티커,,150,150,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recejl1hJUqFxi5hN&Aq5EA=rec7mgVCe60rMOf6K,Order_PNA52442_RememberTattooSticker_130x180.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/4jr1DSg0HOrGo7uXF20jdA/d5s-c3eARmDFo6jl9DJhzywihq90_kb4aFLQyCfJI3aJMba1XyQS2t8nKc3hQ_6EMDpmElgv89pxeZW8ppEFwHblzodCXZlWj_PkvBPw4kelluRfmYj1CQUL2CaFz6KF_3uuRXZR40Jp59KqyS6u__ETunzIHuxstOda1qjipWrDzSdkHlS20elmNR7hMEFBMagZsWcgPHJDrpVjkwNPwg/77oaRViHf4o4QwoACrPn9azfSBiaXIfjflsN2XQLE7k),마르멜로,2026.7.16,2026.7.27,,,,김민지,07월,
신제품 개발 샘플,PO074389,,,,,13,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recoaLSamCmT9dWvp&Aq5EA=,,마이 패스포트(Mai Passport),2026.7.3,,,26.7.6-7.10(2)_마이 패스포트(Mai Passport),,김민지,월,
PNA52885_더블업 트래블 파우치_A1,PO074564,PNA52885-한국공항공사,더블업트래블파우치+인쇄,"더블업트래블파우치(S), 실크",100,101,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recPErJMQiWOeYycM&Aq5EA=recWKvTcNJlTbd1XN,"""Order_,PNA52885_DoubleupTravelPouch_S.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/E1CloUQ3kUXZQdaonNk4Vw/8K0KD8sxC9aI7cBhisfDqLZ5iK3X0bqUPDNQX1dZndjtaR0DSVIhT6UVCdKqxU0xj_N_F-GyhXV22EYoU2SYwWjt5m5xbGoJ-zx-n6pzuLXwdolzQESgFzafIuwF4Fw4htq_-N2PurUeu69n_QEVp319GBHu9PmSOT_5Pz0r8op4zdua0hVGE3q0dIba3xxtXD375sPtXUkKme950PaZ4Q/vRCENRxqNc3tuXivqyncI0QhJm0DxmWZ2s1Ptn5tU_k)""",마이 패스포트(Mai Passport),2026.7.10,2026.7.28,,26.7.20-7.24_마이 패스포트(Mai Passport),,김민지,07월,
PNA52735_Carry me 와인잔_A1,PO074648,PNA52735-삼성전자,실크(Carry me 와인잔),"캐리미와인잔(컵부분), 캐리미와인잔(받침대), 캐리미와인잔(2개입케이스)",750,750,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recMw5rsADUWyOrm2&Aq5EA=recBAXKpOZQFd23IT,,신명인쇄,2026.7.15,,,,,김민지,월,
PNA52361_셀렉티브 전동오프너&와인잔 세트_C1,PO074669,PNA52361-이노스페이스,실크(Carry me 와인잔),"캐리미와인잔(컵부분), 실크, 캐리미와인잔(받침대)",100,101,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recT6wLp0ol77U34i&Aq5EA=rec9QiiaIow8O2fWC,"""Order_,PNA52361_Selective_WineSet_CarrymeWineglass.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/GLIT_SXqSa_zTZP-Be98Nw/T3EgGkaB92OZrjMLa2d_8QMbAaJ89_ViiKdigNDJNmxR54rYPoRMHJLUrdOXgFI_f5vvwt85u8Tm4LyNdTI3rp6JYtXa2MXZJZ-0JTS3FfoYxlMM0t7eybw1MNpKBHCJiDbHBJbxBEI6c08mS_dDDDNakrJrBf1ftEZipYrOgGt-Kfe-rd4FIGQUm1Jytv2IRFiCeLTWz399l0Zpning_A/NQ00s3euf5WohVx2SUFpzF5X10HslWgiPNMN0Wge80Q)""",신명인쇄,2026.7.16,2026.7.28,,,,김민지,07월,
PNA52321_스탠드-업 칫솔_A1,PO074712,PNA52321-소만사,실크(스탠드-업 칫솔_바디),"스탠드업칫솔, 실크",100,104,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recTQKoREMxrkdshO&Aq5EA=recJpcpAMS6WxQ2eC,"""Order_,PNA52321_Toothbrush_Standup.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/8BjhG2bd7B1pGATsxOSmmA/5cErtkIgjObMw1yeYsxNMz-1KlKnQJx2CvjJi31BWnLd0nErDm1uRatXrgB5x8aCXZCilPqI8EkuAGtfZMcUTg1rDDtdKGSHYNUlrRkDpQgZPzBFkefeReT3XVOvMc09zsehLRd87JZVF8Jh1T7gRLj-1oO3EVPBYSLHcU7M1qhzvbwu9yNdc_8adbrEXURT/uxYBn2fUBPLsK-FFRZtqHsClLtnuWzvfvlz-jWm90qs)""",신명인쇄,2026.7.16,2026.7.28,,,,김민지,07월,
PNA52321_스탠드-업 칫솔_F1,PO074713,PNA52321-소만사,실크(스탠드-업 칫솔_칫솔케이스),"칫솔케이스, 실크",100,106,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recYyCwGLfH8ReX9V&Aq5EA=recJpcpAMS6WxQ2eC,"""Order_,PNA52321_Toothbrush_PP_Case.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/PdurYUNzWblKJvKrWLuOGg/GZVrxtpP49ccumr0fkCnUZisrcXdOy9EzXAArbbSPGiDdcdqZ0G2Q6o_-fSpmVvtFyjUEnmwJX6-viWYw5dd_SQv_ojJa-SmPQMSaFYoj8hRaGxwaS_6R2TxaQFUE-0ObfjbrTjynDriKTf49fJPRfZBdkcA4mRdNNDXQ_057HP_Euh4k2C7HrXM4Mk-P9zc/7tiOni4nSEgmN6PsbP5EPXSFy_gOY4bC3F6i6YY1aKs)""",신명인쇄,2026.7.16,2026.7.28,,,,김민지,07월,
PNA52321_미르(MiiR) 텀블러_A3,PO074704,PNA52321-소만사,실크(MiiR 텀블러),"미르텀블러(12oz), 실크",100,104,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recZEbnK14SEtuRoN&Aq5EA=recJpcpAMS6WxQ2eC,"""Order_,PNA52321_MiirTumbler_WH_Silk.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/ZIJPUPBoFq6BoAt4VY-DdA/0UiJ8dGFCAkHis0WeJVkg66lrCrXcYPIZQkbxxlYIbMl0QStKMtHVJAPx9EtSlFqECX9cL9uz0TffgiL0NOBPm7ZYgF8WSCrzTt9rKs-9rmZJgSm54IdblkZELBKGbu0yh3CCFJQv6rT5IJlIOPzADvGtP7TDrYsoZIiJSmDdek9ZodfcGHVYXp9sCeBMUBU/0BBDsn2D9GYFdJHT8IxKJ0VjD4lnKH3CFvwtqQ2eqWY)""",신명인쇄,2026.7.16,2026.7.28,,,,김민지,07월,
PNA52791_포켓 마켓백_A1,PO074503,PNA52791-유네스코한국위원회,포켓마켓백,"완제품공임(포켓마켓백), 포켓마켓백, 실크",1000,1003,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recq1kkwfQQi4W9dM&Aq5EA=recXtLOiB5ZIFe5r4,"""Order_,PNA52791_PocketMarketBag.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/rbuiFB4K2NpdJCgXJcwbqg/k3Tqc4ORrC1Ze-vsH5pT8M2pcny1qg3ktd5fyL8zmllK_Y5ujRPVdTWrcNFhmp6qLSKutkr29aqP3gQ-aa90sfYLri7TnkGaq0rBIqyp_VPyqmzHcuzWfiqUdcbtwhatKK9cpLiddjN76ki9h-fa5rjZZTKV_KkhbHDLaGs_B7b6mMog5NLvRWWYKPPNTZVh/ZPVlu28wPG-vkSbpXHnp3iyqrbEgxs4WuSPzl-E1X9U)""",유어백,2026.7.8,2026.8.12,,26.7.13-7.17_유어백,,김민지,07월,
PNA52927_포켓 마켓백_A1,PO074690,PNA52927-한국수력원자력새울원자력본부,포켓마켓백,"실크, 포켓마켓백, 완제품공임(포켓마켓백)",250,252,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recJd4ArbCfYR8K7I&Aq5EA=reca6os8uh1vgcwyh,"""Order_PNA52927_PocketMarketBag,.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/atdjbziqC7RrqkJeI-2TtQ/EngYeWabzo6Mqpa61oljTHcRmR5qdlMHAoDMucnh5C3vaA8eCZYsFtyp5PukEy1pB5pxu6_QT9z76L6qrS0K3Dj1yd1_DKqdgb8jX6YrX40ff_fkf0NLJjiG4P6MJA9sazvFtdDIaYMPqhJbXGtyf0-glMzgTojU6MYj25Flsg4fBO5g0Ysje2UQhi_LYETN/vV6fudOf79I_cZK-R5_Lps8xPvYdyPlFFFuaQAOvoTM)""",유어백,2026.7.16,2026.7.31,,,,김민지,07월,
PNA52735_레더라벨 캠핑체어_A1,PO074650,PNA52735-삼성전자,불박(레더라벨 캠핑체어),"레더라벨캠핑체어(세트_본품및파우치), 주의사항표기서, 레더라벨(체어시트), 공박(음각)",750,752,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=rec1LDzGhwhiX5R7C&Aq5EA=recBAXKpOZQFd23IT,"""Order_,PNA52735_LeatherLabelCampingChair.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/cUMOErMLeLDsHYw617gJ2Q/YZEvEBnlI7F28PBnOrgD8b_wlDLyIBbTnVIiPKJzZzY9lVdB5AN3v5cslKD7tStE5yn26eXaILJSQyWmBfXlsdoU6HDyww-0Lb_Jnhzh2exxpNAh845rdo6Ff7LMkq7UbSprue_6HrZzTNnxmKAOjq1NR7wX2xm1afwYTgNeVGHLJ-OO3odlVtqljW-y5oKi3A9HxLA3DR5KSeUt9THVQg/hDd5v0wp8j6C1DK3mHaepxXFY5G8d464KXOtWP-f4wQ)""",유엘상사,2026.7.15,2026.8.10,,,,김민지,07월,
PNA52459_에브리 폴더블 멀티충전기_A1,PO074625,PNA52459-나이스홀딩스,에브리폴더블멀티충전기,"UV, 에브리폴더블멀티충전기",170,175,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recPAWWKmbJHqRabl&Aq5EA=recjzhT9FSaUwUg3y,"""Order_PNA52459_Every_MultiCharger,.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/cw5TNC9niMo2BlATB3BM1Q/npnjZw6rPSx4A7AW7gK2P-VtZ_V12FsDXhbrQ2Y7gMoMCoSCG20FZi7lAyOjBIFpu1iecyjeurrRnLLl-7YWPaxo3PD8YYcgb6vh99lTbsRmeTyYrTxfYiCpZXrr6_94Zl_4fD_oNoLhUu-P0owteD_CTPOwvOQEGt45cuyFdhzg0q5zu8dI5A9QZXoSOtY4/RtFxwUlnPN_UMDbXKfZfiKUXbm2NgE036-ApGSLAAng)""",주식회사 알리오코리아,2026.7.14,2026.7.23,,,,김민지,07월,
PNA52706_에브리 폴더블 멀티충전기_A1,PO074700,PNA52706-드림센터경주,에브리폴더블멀티충전기,"UV, 에브리폴더블멀티충전기",100,102,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recvTwl53uWOyWoO8&Aq5EA=recVVcA0on2dLhLqD,"""Order_PNA52706_Every_MultiCharger,.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/0i-YkmXyjvHYJPk_09EOSQ/0q8-boojThZVebEHnyk0iJYAO_0vEVywS57jOuns4-92WflO1qSenm832j6Jyyf5vyK9xb7KtoAWPHtHiJtAAhKszea2ffgw2pCrMfvDGYjWaMcjAPzkFrupg64xMOHXvtQXFB0Dv7pepmj_Yq4lpcEg9ZavA5oVwr15cXikPY-NEebN3nW4NAQxr6z5DEsC/EJvUXzNaMWD8cOJzKKRIizjJZaIivC3qDiC688I5OZw)""",주식회사 알리오코리아,2026.7.16,2026.7.23,,,,김민지,07월,
PNA52868_데코 스티커_A1,PO074521,PNA52868-뷰티셀렉션,데코 스티커,"OPP, 데코스티커",100,100,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recDmWwYXPHnA2vKz&Aq5EA=recmoZuuacGqACQlB,"""Order_,PNA52868_DecoSticker_Removable_130x190.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/CpvFpwh0tSDpjk_KQkeohg/Be6Y-f1b7JB-bfVTVvOoi5t3qTb2MR6NAoPGQYakm8Iv7fpOC3N-O5dVYreVrJwo9Z0e_t2F7pDdTrvVQyYlvJzd__K4XDdpUdc8JydovOehEZ6DCJYqrhsda6Cnu2kIUIRncwp9jaBti5PjSwBkTl0BD-RnPzwvHWk1jfrjm_zIZ0sbGQ6Lq04PjIfKyOiH--drGJuQpN2lDCChPxDNeg/Bihwjuk0-y3VU77zPGik-f8UmxK27Mnj6jxxcci81rU)""",주식회사 케이원랩(KWON LAB),2026.7.8,2026.7.22,,,,김민지,07월,
PNA52735_데코 스티커_A1,PO074651,PNA52735-삼성전자,데코 스티커,"OPP, 데코스티커",750,750,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recPtRHcXmsFrAsHo&Aq5EA=recBAXKpOZQFd23IT,"""Order_,PNA52735_DecoSticker_Removable_130x190.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/RcHVT9KyudpoEM8zrMDTlg/Lu3O2Sq3Q7zdbD6LPh0idqDFAdmoXu7v6ykX1BoiX7hWbx0CTJ2dE1599R1QHuya86YCiljkJpxRgUTIhsob3RTKlDPhqcnDi7dOgtxz4hFoy_0QgRf1OXPvE0Ze21fJsMcUpgdY0ubeBTZT_XY_nX0UzFOGYroINm4mPiEn-T5BGC4ywswwDKbYApIcX2cHfQYabnwrcYOUbCSKifKp3Q/nbvgkBgNVqCJksJvYuBkkIAUeSl1zjJy6wxlVQ4_hig)""",주식회사 케이원랩(KWON LAB),2026.7.16,2026.8.10,,,,김민지,07월,
PNA52675_프리미엄 스트링 후드집업_A1,PO074541,PNA52675-플러그링크,오디너리후드집업+인쇄,"자수, 나염, 오디너리후드집업(SS)",50,52,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recIEZoblKSIaRXBV&Aq5EA=recXwOzz4EvjmOyjc,Order_PNA52675_PO074541.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/Z96qWa7bY5e0lldWQk3yzg/gRhZ4crBJCzz2dZdecBVFAqWlIMCMJLTIBNAOx9GaL4gkVow3hk6qvvySU12AMOGH2NKBCdrLINEQlPbtbTuQkq-Z2d5ad07ANoAfPQ8fYnANsIsdErWaL-GE-e5UcygXTWBfnqzuWcNJda8O1mc7uhlimSFKzKfQc5TIkWUy1AeeYQ0VWnI5x5tgQzmRYhp/E7B83OqD2iKzUxDfLGn4Ig3-L2O4EQaCuACTH8xbppY),크루티,2026.7.9,2026.7.29,,26.7.20-7.24_크루티,,김민지,07월,
PNA52896_브랜디드 노트북백_A1,PO074578,PNA52896-MAL,브랜디드노트북백,"레이저각인, 브랜디드노트북백",50,51,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=recxAQzdjTKyqRFGn&UvxrW=recyFpdbRKVd8G0rS&Aq5EA=recS8CYx5gPs0zcJ9,"""Order_PNA52896_BrandedLaptopbag_Laser,.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/r4yshG2NM81r_HBv4zTFZA/8Q58asHiY5Q1b5yG6MOVE1UkBuGIhCHJs6Ss7GLwhTb0T1wy4nFUAaswkweuceOxeGU2E8-WyAEGA0VErmJnwcnedm6v0E7FfEyamk7MTEODzGKv-P0BWRPlJLcDdqIUnTPGfPm91FpgmtiEMORqbVE9XgOekeczdRuDchJTDEiE_yBga1GAQD-RpLEU8l1sAjuIMfOmC5gMl8Ri_D6LCQ/zPpNlcvfvt0Ko2iJIwO0-vZBR0jvqTdgdaZsw0tm6Vo)""",타우하이텍,2026.7.10,2026.7.22,,,,김민지,07월,
PNA38461_0716_5501,PO074702,PNA38461-26년7월_재고생산,라이트샤오미펜(화이트),,,1000,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=reclxArUqrG8RX4sO&UvxrW=recUdpHHj8cZHAGel&Aq5EA=recdLBecYeOxUwCQb,Order_PNA38461_PO074702.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/SZzdTvFiZPSqG7cy68cm7w/ND0ABfPttnpkgCLL-Bn-eaEcf2TsiKAalz4ytjqaO159nYlxpH6Pll6L7HWDkwfyP8jxXob1T1ziZdDIaV9g7KEhm5Tyl9xyu2Q5xZDN4cNFTqUX5ZLs46s8InchEjPoJ-4_V8YCtvvfaLhBBeU-NmKm10OyS2pn53lwd8SYUjQEd6dmguRYUU2zoQ1KfAEM/EnC0UQwKb9vFmG9fnO41nls9eSYDlw2pyCBbWblG04c),(주)영인기프트,2026.7.16,2026.7.21,,26.7.27-7.31_(주)영인기프트,2026.7.16 11:53오전,김하은,07월,
PNA52009_브랜드 스트랩 단우산_A1,PO074563,PNA52009-NanoH2O,브랜드스트랩단우산(블랙),"우산스트랩(기본), OPP",300,301,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=reclxArUqrG8RX4sO&UvxrW=rec9wOhwvCrzk6Ijq&Aq5EA=recKk02OTAV8pFfxH,Order_PNA52009_PO074563.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/jocTEYohFILO-LcTZLcCbA/Mg1m68eYI_WfRazpx5yQXc95gZKukzgz_lUSgh_enrf6wbVr0jX32qcqPh4CNndXX8Lp_vmGlFzJ_0XVPF0rCYm_Bm5FbEFQh9QbioE9SrORnDmdoeRzvradIqCpFCrO4U3KuaEBn1dWnpq4vZGy89VMCYF7gyMpJQl2HdZLm2sU1u5XrQtCsz9uhIBN-CoV/FcZ4L9N_coilH_gHD5g1xgRGgyI4C6lZY35jJ6Od_1g),(주)유닉스글로벌,2026.7.10,2026.7.14,,26.7.20-7.24_(주)유닉스글로벌,2026.7.10 12:01오후,김하은,07월,
PNA52321_스탠드-업 칫솔_B1,PO074706,PNA52321-소만사,휴대용치약(블랙/언파차차20g),,100,104,https://airtable.com/appkRWtF2j99XgBTq/pag4McZ2Tc7xALrrs?5hZOH=reclxArUqrG8RX4sO&UvxrW=recohruUjhO1H4122&Aq5EA=recJpcpAMS6WxQ2eC,Order_PNA52321_PO074706.pdf (https://v5.airtableusercontent.com/v3/u/55/55/1784520000000/vENO9N7K_lWop-5RDR7gSQ/qqLfVY49337HjAbWhEMvL9SRyPBMQ5-jmW1dDpQ3taRUjGHqT1FgoUN2feUkEhSDhesQuK-5vX66C52BP26KrVxv0BJkYuDgDr87eR0AZrlzgfzPkoSFdn8DaUKcFwElCLIDdvzXlC4ojHzM68AaHXHSRdGWo7UrFm4_9sDnt8_ZiVP0TmBh6ukmlowM8EZo/nj_ChvCHFjje9E90xRdRf72RGawwizcX4d9kzj15kc0),주식회사 라이클,2026.7.16,2026.7.24,,,2026.7.16 3:11오후,김하은,07월,
