파츠명 (Long ver),굿즈 연결 현황 (from item),발주서명칭,1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,파츠 총 제작 리드타임_100개,파츠 총 제작 리드타임_300개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,제작협력사,파츠 유형,파츠졸업 Status
PT0061-실크_1색_스탠딩포터블선풍기_브로스앤컴퍼니,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT0103-실크_2색_스탠딩포터블선풍기_브로스앤컴퍼니,,실크_2색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT0107-실크_1색_피크닉포터블스피커_브로스앤컴퍼니,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT1904-색박(음각)_50x50_청산인쇄,에디트 캘린더,색박(음각),90000,1800,900,350,200,100,100,80,50,30,0,0,,0,0,,Printing Parts,
PT2617-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2621-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,
PT2623-샘플(본제작과동일옵션),슬로건 다이어리,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,
PT2633-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2628-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2632-샘플(본제작과동일옵션),MiiR 텀블러,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,
PT2630-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2650-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2654-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,4,4,4,4,4,,Printing Parts,졸업 완료
PT2657-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2658-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,5,5,5,5,5,,Printing Parts,졸업 완료
PT2645-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료
PT2667-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,
PT3473-리드타임조정(-8일),"웜업 스트링 후드집업, 슬로건 맨투맨",리드타임조정_1,,,,,,,,,,,-8,-8,-8,-8,-8,,Printing Parts,
PT3474-리드타임조정(-5일),"웜업 스트링 후드집업, 슬로건 맨투맨",리드타임조정_2,,,,,,,,,,,-5,-5,-5,-5,-5,,Printing Parts,
PT4611-비스포크_산출물(수익),비스포크,커스텀제작 요청사항,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,
PT5061-도안작업,"프레젠트 골프공 3구, 에디션 골프공 & 볼마커 6구 세트",,,,,,,,,,,,0,0,,0,0,,Printing Parts,
PT5277-UV_주식회사위즈프로(구.호언),,UV,32400,3000,2700,2617,2470,2435,2412,2410,2405,2402,7,7,9,14,1008,,Printing Parts,
PT5278-샘플(UV)_주식회사위즈프로(구.호언),어텐션 스포츠 보틀,샘플(UV),32400,,,,,,,,,,6,6,6,6,6,,Printing Parts,
PT5129-레이저각인_개별시안_(주)항소,"파카 조터 XL 볼펜, 파카 IM 만년필",레이저각인,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3,4,4,6,8,(주) 모나미,Printing Parts,
PT5130-레이저각인_동일시안_(주)항소,"파카 조터 XL 볼펜, 파카 IM 만년필",레이저각인,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,(주) 모나미,Printing Parts,
PT5132-샘플(레이저)_(주)항소,파카 조터 XL 볼펜,샘플(레이저),52000,52000,49500,47000,44500,42000,42000,42000,42000,42000,3,4,4,6,8,(주) 모나미,Printing Parts,
PT5133-샘플(레이저)_(주)항소,파카 IM 만년필,샘플(레이저),62000,62000,59000,56000,53000,50000,50000,50000,50000,50000,3,4,4,6,8,(주) 모나미,Printing Parts,
PT0964-실크_50x50_바캉스드라이백_한국코사,,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주) 한국코사,Printing Parts,졸업 완료
PT0966-실크_130x200_바캉스드라이백_한국코사,,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주) 한국코사,Printing Parts,졸업 완료
PT3930-실크_1색_손잡이_(주)루메나,스탠딩 휴대용 선풍기,실크_1색_손잡이,1455,1455,1455,1455,1455,1255,1255,1255,1255,1255,0,0,,0,0,(주)루메나,Printing Parts,
PT3931-실크_1색_손잡이+거치대_(주)루메나,스탠딩 휴대용 선풍기,실크_1색_손잡이+거치대,2910,2910,2910,2910,2910,2510,2510,2510,2510,2510,0,0,,0,0,(주)루메나,Printing Parts,
PT3935-샘플(실크)_1색_손잡이_(주)루메나,스탠딩 휴대용 선풍기,샘플(실크)_1색_손잡이,18240,,,,,,,,,,5,5,5,5,5,(주)루메나,Printing Parts,
PT3936-샘플(실크)_1색_손잡이+거치대_(주)루메나,스탠딩 휴대용 선풍기,샘플(실크)_1색_손잡이+거치대,19510,,,,,,,,,,5,5,5,5,5,(주)루메나,Printing Parts,
PT4305-샘플(스탠다드)_1색_전면_(주)명성,그래픽배너 대용량 보조배터리,샘플(그래픽배너 보조배터리_UV),29545,,,,,,,,,,1,1,1,1,1,(주)명성,Printing Parts,
PT4309-UV(스탠다드)_1색_전면_(주)명성,그래픽배너 대용량 보조배터리,UV(그래픽배너 보조배터리),20000,0,0,0,0,0,0,0,0,0,2,2,3,4,4,(주)명성,Printing Parts,
PT4659-실크_화이트1색_(주)명성,베이직 무선충전 마우스패드,실크_화이트1색,20000,0,0,0,0,0,0,0,0,0,2,2,2,5,10,(주)명성,Printing Parts,
PT4666-샘플(실크)_화이트1색_(주)명성,베이직 무선충전 마우스패드,샘플(실크)_화이트1색,20000,,,,,,,,,,3,3,3,3,3,(주)명성,Printing Parts,
PT1804-UV_4도_플레인USB_이삭반도체,,UV_4도,30000,600,0,0,0,0,0,0,0,0,0,0,,0,0,(주)뮤스트,Printing Parts,졸업 완료
PT1812-샘플(본제작과동일옵션),재고생산,샘플(본제작과동일옵션),33300,960,330,313,310,310,310,310,310,310,5,5,5,5,5,(주)뮤스트,Printing Parts,졸업 완료
PT1811-UV_1색_플레인USB_이삭반도체,,UV_1색,10000,200,0,0,0,0,0,0,0,0,0,0,,0,0,(주)뮤스트,Printing Parts,졸업 완료
PT2971-샘플(UV인쇄)_(주)이삭반도체,메시지 캐리어 파우치,샘플(UV인쇄),26673,,,,,,,,,,4,4,4,4,4,(주)뮤스트,Printing Parts,
PT2972-UV_(주)이삭반도체,메시지 캐리어 파우치,UV(메시지 캐리어 파우치),21273,2073,1673,1406,1353,1333,1333,1333,1333,1333,5,5,5,13,104,(주)뮤스트,Printing Parts,
PT0117-실크_그라운드쿠션체어_반디야,,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)반디야,Printing Parts,졸업 완료
PT0672-실크_화이트1색_전면_그라운드쿠션체어_반디야,,실크_화이트1색_전면,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)반디야,Printing Parts,졸업 완료
PT0674-실크_화이트1색_후면_그라운드쿠션체어_반디야,,실크_화이트1색_후면,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)반디야,Printing Parts,졸업 완료
PT2644-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,6,6,6,6,6,(주)반디야,Printing Parts,졸업 완료
PT1165-UV_4도_스트레치사원증홀더_상일씨앤씨,스트레치 사원증 홀더,UV(스트레치사원증홀더)_4도,800,800,800,800,800,800,800,800,800,800,0,0,,0,0,(주)상일씨앤씨,Printing Parts,
PT1169-샘플_4도_스트레치사원증홀더_상일씨앤씨,스트레치 사원증 홀더,샘플(샘플)_4도,9300,9300,9300,9100,8900,8400,8300,8200,7800,7800,5,5,5,5,5,(주)상일씨앤씨,Printing Parts,
PT4231-샘플(레이저)_전면_(주)쉔코리아,,샘플(베이직도킹형보조배터리_레이저),16180,4454,4090,4090,4090,3909,3909,3909,3909,3909,0,0,,0,0,(주)쉔코리아,Printing Parts,졸업 완료
PT4234-레이저각인_전면_(주)쉔코리아,,레이저(베이직도킹형보조배터리_전면),9090,364,0,0,0,0,0,0,0,0,-2,0,,0,0,(주)쉔코리아,Printing Parts,졸업 완료
PT4821-레이저각인_(주)쉔코리아,칠링패드 냉각선풍기,레이저각인,300,300,300,300,300,300,300,300,300,300,4,4,4,7,11,(주)쉔코리아,Printing Parts,
PT4825-샘플(레이저)_(주)쉔코리아,칠링패드 냉각선풍기,샘플(레이저),272,,,,,,,,,,4,4,4,4,4,(주)쉔코리아,Printing Parts,
PT5373-샘플(본제작과동일옵션)_(주)쉔코리아,스탠바이 빅팬선풍기,샘플(본제작과동일옵션),15060,,,,,,,,,,2,2,2,2,2,(주)쉔코리아,Printing Parts,
PT5374-UV_풀컬러_팬중앙_(주)쉔코리아,스탠바이 빅팬선풍기,UV_풀컬러_팬중앙,600,600,600,600,600,600,600,600,600,600,0,0,,0,0,(주)쉔코리아,Printing Parts,
PT5375-UV_풀컬러_손잡이_(주)쉔코리아,스탠바이 빅팬선풍기,UV_풀컬러_손잡이,600,600,600,600,600,600,600,600,600,600,0,0,,0,0,(주)쉔코리아,Printing Parts,
PT5376-UV_풀컬러_2곳(팬중앙+손잡이)_(주)쉔코리아,스탠바이 빅팬선풍기,UV_풀컬러_2곳(팬중앙+손잡이),1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,2,2,2,2,2,(주)쉔코리아,Printing Parts,
PT5389-샘플(레이저)_(주)쉔코리아,슬림 터보 선풍기,샘플(레이저),272,,,,,,,,,,3,3,3,3,3,(주)쉔코리아,Printing Parts,
PT5391-레이저각인_(주)쉔코리아,슬림 터보 선풍기,레이저각인,272,272,272,272,272,272,272,272,272,272,5,5,5,8,12,(주)쉔코리아,Printing Parts,
PT2466-실크_실버1색_전면_(주)스타양행,드레스업 손거울,실크_실버1색,40000,800,400,100,0,0,0,0,0,0,0,0,,0,0,(주)스타양행,Printing Parts,
PT2467-실크_유광블랙1색_전면_(주)스타양행,드레스업 손거울,실크_유광블랙1색,40000,800,400,100,0,0,0,0,0,0,0,0,,0,0,(주)스타양행,Printing Parts,
PT2470-샘플(실크)_(주)스타양행,드레스업 손거울,샘플,58000,3460,1730,1430,1330,1330,1330,1330,1330,1330,7,7,7,7,7,(주)스타양행,Printing Parts,
PT0659-전사_74x105_굿이너프다이어리_승화파트너스,,전사,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,졸업 완료
PT1047-샘플(양면인쇄),굿이너프 비치타월,전사(샘플),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1542-패브릭디지털_일러스트손수건_승화파트너스,,패브릭디지털,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,졸업 완료
PT0679-패브릭디지털_150x150이내_그래픽에코백_승화파트너스,그래픽 에코백,패브릭디지털,,0,1200,1200,1200,1100,1000,1000,1000,1000,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0681-패브릭디지털_150x150초과_그래픽에코백_승화파트너스,그래픽 에코백,패브릭디지털,,0,1500,1500,1500,1400,1300,1300,1300,1300,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0849-전사_1색_로고스트랩파우치_승화파트너스,로고스트랩 파우치,전사_1색,20000,1800,900,900,900,900,900,900,900,900,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1052-전사_진한풀컬러_비치타월_승화파트너스,굿이너프 비치타월,전사_진한풀컬러,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0686-전사_150x150이내_그래픽에코백_승화파트너스,그래픽 에코백,전사,,0,2500,2500,2500,2300,2300,2200,2200,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1053-전사_표준풀컬러_비치타월_승화파트너스,굿이너프 비치타월,전사_표준풀컬러,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1419-실리콘_오디너리후드집업_승화파트너스,"프리미엄 스트링 후드집업, 웜업 스트링 후드집업",실리콘,0,3600,1800,1000,920,780,687,668,658,649,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1151-전사_1색_스테인리스빨대_승화파트너스,스테인리스 빨대 세트,전사_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0662-전사_148x210_굿이너프다이어리_승화파트너스,,전사,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,졸업 완료
PT0850-전사_4도_로고스트랩파우치_승화파트너스,로고스트랩 파우치,전사_4도,20000,1800,900,900,900,900,900,900,900,900,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0688-전사_200x200이내_그래픽에코백_승화파트너스,그래픽 에코백,전사,,0,4000,4000,3800,3800,3500,3300,3300,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0663-전사_105x148_굿이너프다이어리_승화파트너스,,전사,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,졸업 완료
PT1054-샘플(단면인쇄),굿이너프 비치타월,샘플(샘플),,0,0,0,0,0,0,0,0,0,3,3,3,3,3,(주)승화파트너스,Printing Parts,
PT0690-실크_밝은원단_그래픽에코백_승화파트너스,그래픽 에코백,실크_밝은원단,,0,800,700,650,600,600,600,600,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0694-실크_어두운원단_그래픽에코백_승화파트너스,그래픽 에코백,실크_어두운원단,,0,1200,1100,1000,900,900,800,800,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0852-실리콘_1색_로고스트랩파우치_승화파트너스,로고스트랩 파우치,실리콘_1색,20000,4600,2300,1200,900,650,500,480,480,480,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1798-전사_프리미엄린넨샤쉐_승화파트너스,프리미엄 린넨샤쉐,전사,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT0828-전사_코튼스트링파우치_라운드밤부칫솔_승화파트너스,라운드 밤부 칫솔,전사_코튼스트링파우치,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT1152-샘플_1색_코튼스트링파우치_스테인리스빨대_승화파트너스,스테인리스 빨대 세트,샘플(샘플)_1색_코튼스트링파우치,,0,0,0,0,0,0,0,0,0,5,5,5,5,5,(주)승화파트너스,Printing Parts,
PT2643-샘플(본제작과동일옵션),그래픽 에코백,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,7,7,7,7,7,(주)승화파트너스,Printing Parts,
PT2640-샘플(본제작과동일옵션),프리미엄 린넨샤쉐,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,4,4,4,4,4,(주)승화파트너스,Printing Parts,
PT2728-샘플(패키지),라운드 밤부 칫솔,샘플,,0,0,0,0,0,0,0,0,0,5,5,5,5,5,(주)승화파트너스,Printing Parts,
PT2790-전사_90x90이내_(주)승화파트너스,그래픽 에코백,전사,,,1500,1500,1500,1400,1400,1300,1300,,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT2791-전사_250x250이내_(주)승화파트너스,그래픽 에코백,전사,,,4500,4500,4500,4300,4000,3800,3800,,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT2914-패브릭디지털_양면_(주)승화파트너스,하이킹 폴딩방석,패브릭디지털_양면,50000,10200,5100,5100,5100,5000,4800,4800,4800,4800,2,2,2,2,2,(주)승화파트너스,Printing Parts,
PT2915-패브릭디지털_단면_(주)승화파트너스,하이킹 폴딩방석,패브릭디지털_단면,50000,8800,4400,4400,4400,4300,4100,4100,4100,4100,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT3311-승화전사_(주)승화파트너스,트래블 2in1 목베개,승화전사,,,,,,,,,,,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT3312-샘플(승화전사)_원단_(주)승화파트너스,,샘플(승화전사)_원단,42600,25000,12500,12500,12300,12000,11700,11400,11400,11400,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT3454-샘플(승화전사)_(주)승화파트너스,트래블 2in1 목베개,샘플(승화전사),82600,25000,12500,12500,12300,12000,11700,11400,11400,11400,7,7,7,7,7,(주)승화파트너스,Printing Parts,
PT4026-샘플(본제작과동일옵션)_(주)승화파트너스,데일리 짐색,샘플(본제작과동일옵션),50000,,,,,,,,,,4,4,4,4,4,(주)승화파트너스,Printing Parts,
PT4031-패브릭디지털_(주)승화파트너스,데일리 짐색,패브릭디지털,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT4746-승화전사_단면_(주)승화파트너스,임팩트 슬로건타월,승화인쇄(임팩트슬로건타월_단면),10000,6800,3400,3400,3400,3300,3200,3100,3100,2900,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT4747-승화전사_양면_(주)승화파트너스,임팩트 슬로건타월,승화인쇄(임팩트슬로건타월_양면),20000,8600,4300,4300,4200,4100,4000,3900,3900,3800,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT4777-승화전사_5면_(주)승화파트너스,해피웨이 런치백,승화전사_5면,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT5547-전사_1-4도_넓은면적인쇄_(주)승화파트너스,로고스트랩 파우치,전사_1-4도,25000,4000,2500,2500,2500,2500,2500,2500,2500,2500,0,0,,0,0,(주)승화파트너스,Printing Parts,
PT3280-전사_4도_타월단면_(주)아이아트텍스,액티브 스포츠타월,전사_4도_타월단면,0,6800,3400,3200,3000,2800,2600,2400,2200,2200,0,0,,0,0,(주)아이아트텍스,Printing Parts,
PT3281-전사_4도_스트랩양면_(주)아이아트텍스,액티브 스포츠타월,전사_4도_스트랩양면,75000,1500,750,750,750,750,750,750,750,750,0,0,,0,0,(주)아이아트텍스,Printing Parts,
PT3284-샘플(전사)_4도_타월단면_(주)아이아트텍스,액티브 스포츠타월,샘플(전사)_4도_타월단면,8250,9050,5650,5450,5250,5050,4850,4650,4450,4450,4,4,4,4,4,(주)아이아트텍스,Printing Parts,
PT3807-샘플(전사)_4도_타월스트랩_(주)아이아트텍스,액티브 스포츠타월,샘플(전사)_4도_스트랩양면,,,,,,,,,,,0,0,,0,0,(주)아이아트텍스,Printing Parts,
PT3811-전사_4도_2인용_(주)아이아트텍스,인마이백 피크닉매트,전사_4도,6900,6900,6900,6700,6700,6600,6500,6400,6000,6000,0,0,,0,0,(주)아이아트텍스,Printing Parts,
PT3813-샘플(전사)_(주)아이아트텍스,인마이백 피크닉매트,샘플(전사),41900,0,0,0,0,0,0,0,0,0,6,6,6,6,6,(주)아이아트텍스,Printing Parts,
PT3847-전사_4도_4인용_(주)아이아트텍스,인마이백 피크닉매트,전사_4도,7900,7900,7900,7600,7200,6900,6800,6700,6500,6500,0,0,,0,0,(주)아이아트텍스,Printing Parts,
PT0397-실크_500x200_청산인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0398-공박(양각)_250x500_청산인쇄,Basket 패키지,공박(양각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0480-색박(음각)_100x100_청산인쇄,ECO 페이퍼박스,색박(음각),102000,2040,1020,340,204,162,74,68,64,31,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0413-색박(음각)_250x350_청산인쇄,Basket 패키지,색박(음각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0638-스코딕스_250x250_청산인쇄,Start 틴케이스,스코딕스,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(주)청산인쇄,Printing Parts,
PT0483-공박(양각)_150x200_청산인쇄,ECO 페이퍼박스,공박(양각),132000,2640,1320,440,264,192,84,74,67,32,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0415-실크_250x250_청산인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0423-공박(양각)_50x50_청산인쇄,Basket 패키지,공박(양각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0411-공박(양각)_250x350_청산인쇄,Basket 패키지,공박(양각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0417-공박(양각)_50x100_청산인쇄,,공박(양각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0412-색박(음각)_250x500_청산인쇄,Basket 패키지,색박(음각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0414-색박(음각)_250x250_청산인쇄,Basket 패키지,색박(음각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0636-스코딕스_130x200_청산인쇄,Start 틴케이스,스코딕스,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(주)청산인쇄,Printing Parts,
PT0481-색박(음각)_150x200_청산인쇄,ECO 페이퍼박스,색박(음각),142000,2840,1420,473,284,212,94,84,77,37,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0422-색박(음각)_50x50_청산인쇄,Basket 패키지,색박(음각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0482-공박(양각)_100x100_청산인쇄,ECO 페이퍼박스,공박(양각),102000,2040,1020,340,204,162,74,68,64,31,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0416-색박(음각)_50x100_청산인쇄,Basket 패키지,색박(음각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0634-스코딕스_30x30_청산인쇄,Start 틴케이스,스코딕스,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(주)청산인쇄,Printing Parts,
PT0418-실크_130x200_청산인쇄,,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0419-실크_80x180_청산인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0409-실크_250x600_청산인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0421-실크_30x30_청산인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0635-스코딕스_50x50_청산인쇄,Start 틴케이스,스코딕스,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(주)청산인쇄,Printing Parts,
PT0420-실크_50x50_청산인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 완료
PT0637-스코딕스_250x600_청산인쇄,Start 틴케이스,스코딕스,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(주)청산인쇄,Printing Parts,
PT0639-스코딕스_80x180_청산인쇄,Start 틴케이스,스코딕스,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,(주)청산인쇄,Printing Parts,
PT1568-공박(양각)_250x250_청산인쇄,컬러풀 노트패드,공박(양각),,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0722-공박(음각)_50x50_청산인쇄,"내추럴 노트, 리유저블 캘린더, 밸류보드 다이어리",공박(음각),95000,3500,1450,490,310,195,135,115,103,93,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0724-공박(음각)_100x100_청산인쇄,"내추럴 노트, 밸류보드 다이어리",공박(음각),120000,4200,2000,900,630,460,320,288,259,223,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0725-공박(음각)_150x200_청산인쇄,"내추럴 노트, 밸류보드 다이어리",공박(음각),160000,5600,2500,933,660,490,383,346,323,304,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1326-링제본_썸네일캘린더_디자인온,썸네일 캘린더,링제본,300000,6000,3500,1167,1000,1000,800,750,750,750,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1334-색박(음각)_100x100_썸네일캘린더_디자인온,썸네일 캘린더,색박(음각),100000,2000,1000,500,300,150,150,120,100,80,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1337-공박(양각)_100x100_썸네일캘린더_디자인온,썸네일 캘린더,공박(양각),100000,2000,1000,500,300,150,150,120,100,80,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1341-샘플_본제작과동일옵션_디자인온,썸네일 캘린더,샘플(샘플),200000,,,,,,,,,,5,5,5,5,5,(주)청산인쇄,Printing Parts,
PT1343-색박(음각)_250x250_썸네일캘린더_커버_디자인온,썸네일 캘린더,색박(음각),150000,3000,1500,800,700,600,500,400,300,250,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1344-공박(양각)_250x250_썸네일캘린더_커버_디자인온,썸네일 캘린더,공박(양각),150000,3000,1500,800,700,600,500,400,300,250,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1250-교정시트_내지_슬로건다이어리,슬로건 다이어리,교정시트_내지(샘플),100000,0,0,0,0,0,0,0,0,0,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT1769-교정시트_내지_프레시캘린더_청산인쇄,,교정시트_내지,,,,,,,,,,,7,7,7,7,7,(주)청산인쇄,Printing Parts,졸업 확정
PT1770-교정시트_커버_프레시캘린더_청산인쇄,,교정시트_커버,,,,,,,,,,,0,0,,0,0,(주)청산인쇄,Printing Parts,졸업 확정
PT1406-교정시트_내지_에디트캘린더_청산인쇄,에디트 캘린더,교정시트_내지,230000,,,,,,,,,,7,7,7,7,7,(주)청산인쇄,Printing Parts,
PT1407-교정시트_커버_에디트캘린더_청산인쇄,에디트 캘린더,교정시트_커버,110000,,,,,,,,,,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0861-교정시트_커버_리유저블캘린더_청산인쇄,리유저블 캘린더,교정시트_커버,80000,,,,,,,,,,0,0,,0,0,(주)청산인쇄,Printing Parts,
PT0862-교정시트_내지_리유저블캘린더_청산인쇄,리유저블 캘린더,교정시트_내지,170000,,,,,,,,,,7,7,7,7,7,(주)청산인쇄,Printing Parts,
PT1857-공박(양각)_50x50_청산인쇄,페이퍼 샤쉐,공박(양각),70000,1400,1000,333,200,130,10,6,3,1,0,0,,0,0,(주)청산인쇄,Printing Parts,
