파츠명 (Long ver),굿즈 연결 현황 (from item),발주서명칭,1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,파츠 총 제작 리드타임_100개,파츠 총 제작 리드타임_300개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,제작협력사,파츠 유형,파츠졸업 Status,여유생산량 퍼센트_500~999개,Goods Name 견적서 검토용 (from itemdb (new)),"제품군_판매가(300개,표준인쇄포함) (from 굿즈명) (from itemdb (new))",Created By,(민서_임시) FSC 견적서 삽입 내용,굿즈 연결 히스토리 (from item),결제조건 (from 제작협력사),총공정단위&공정순서 (from itemdb (new)),재고 파츠로 전환 / 재고 편입 신청,수량별표준원가 업데이트일,파츠 싱크 관리,인증/시험성적서 (from 1. goods),flag_ERP 품목 여부 (from item),파츠 상세,Seller_Phone_cp,상세 정보,SERPA 싱크하러 이동,매입 상품 여부 (from itemdb (new)),제작협력사 Table_Id,표준원가 수정일,Autonumber,견적서 연결 여부,ERP 품목 여부 (from item),제품군_일상/계절 (from 굿즈명) (from itemdb (new)),"자동 완성 (최종 결과물, DI 검토 전)",생산유형 (from item),1. goods,재고담당자,제작협력사 사업자등록번호,검토 전 수정/ 삭제,임가공 지시서 품목명,견적서 미등록 파츠 수정,굿즈 Status,Seller_Phone_Responsibility,제작협력사별 발주담당자,중분류 (from itemdb (new)),5개_표준원가,파츠 개선,(기능) 파츠명-자동완성파츠명 불일치 여부 확인,파츠 생성일,표준원가_수량평균(100~1000),여유생산량 퍼센트_1000개 이상,GoodsName (from itemdb (new)),개선:정보수정용,Seller_email_Responsibility,최종 수정 일시,Count (제작협력사),적용 굿즈 갯수,표준원가메모,지급일정 (from 제작협력사),파츠 카테고리명(링크),Seller_president,수량 별표준원가 업데이트일,Seller_Responsibility,굿즈 카테고리,Record id (파츠),Seller_Address,파츠명(Longver) 자동 완성(보영제안)_20220423_v8,파츠 정렬용 중분류,최종수정자(모든 필드),협력사 실무자 이메일 (from 제작협력사),Business Number,파츠 생성연월,RECORD ID (아이템),아이템 연결 개수,goods_for_mrp,굿즈코드 연결 현황 (from item),굿즈 연결 현황 (from item)_카테고리,itemdb (new),파츠 코드 (PK),파츠 추가 일시,발주서 샘플 생성,출시일 (from 1. goods),발주서명칭 포뮬라로 변경 준비,하도급유형 (from 제작협력사),파츠명 (Short ver),오늘 문의한 신청자,발주자용 파츠 카테고리명,공정진행협력사,발주서명칭_제안,ERP_파츠 코드,여유생산량 퍼센트_50~299개,최근 3일간 문의 수량,Created,여유생산량 퍼센트_300~499개,2022.2Q.발주담당자 (공정진행 협력사 기준) ,파츠명,파츠별피킹필요여유수량(%),발주서명칭_직접입력,판매상태,색상,발주 세부사항(임가공 포함),산출물_대분류_임시,색상/사이즈명/옵션명,500개_재고생산(매입시)표준원가,썸네일 이미지,파츠명 (구간 규격명 변경 전),10000개_재고생산(매입시)표준원가,(신) 구간규격명,보영 패키지 유형,산출물명_임시,파츠: 가로x세로x높이(장폭고),취합 담당자,3000개_재고생산(매입시)표준원가,지출기안계정,파츠: 신시어리 품목명,재고표준원가.기준수량__사용하지 않음,고객템플릿,보영사이즈명/옵션명,파츠: 지류/소재,[삭제예정] 파츠: 기본 가공 (인쇄 제외),sync_parts,판매 MOQ,재고위치별 수량 (안전재고 제외),제품재배치,보영색상,구매/생산 담당자(ver효과성),30000개_재고생산(매입시)표준원가,조립공정_투입산출_분류 (from itemdb (new)),..,COO,사용가능 재고량 (from 📖 재고관리 대시보드),입하부피 by QC,입하무게 by QC,5000개_재고생산(매입시)표준원가,300개_재고생산(매입시)표준원가,production(stock),재고여부_2025,견적서 연동명칭_SCM_참고자료,[삭제예정] 파츠: 기본인쇄옵션,공급 MOQ,초기재고위치 (출시 시점),[삭제예정] 파츠: 구간 규격명,재고보관유형,Last Modified,보영파츠카테고리명(링크),3. item copy,재고실사방식,협력사 이메일 (etc) (from 제작협력사),목형관리,FSC_종이/목재 구분,Cost,재고_리드타임,제조국,생산구분,재고발주시안_히스토리,재고여부,1000개_재고생산(매입시)표준원가,구매/생산 담당자(ver효율성),(구) 구간규격명 _210827 변경 전,재고발주시안,재고표준원가_사용하지 않음,임가공정의서 2,지칭명,자산_김보영테스트,패키지 유형,라벨링담당자,재고위치,단위,입하포장 by QC,ERP 계정 구분,재고수급안정성,100개_재고생산(매입시)표준원가,히스토리 (from 재고발주시안_히스토리),발주서명칭 : 자동 완성(보영제안)_20220423_v8,재고소유구분,파츠: 협력사 품목명,파츠코드_생성일 (from 재고발주시안_히스토리),소싱구분,사이즈명/옵션명,지류 일반 인쇄,파츠 제작 리드타임_수량별 조정_1000개,파츠 제작 리드타임_수량별 조정_3000개,파츠 제작 이동 리드타임,파츠 제작 리드타임_기본_500개,검사요청서 (from 품질검사확인서),임가공정의서,품질검사확인서,인증카테고리 (from 인증/시험성적서),Table 30,인증/시험성적서,인증/시험성적서 자료,샘플(OS) 여부,파츠 제작 리드타임_수량별 조정_100개,파츠 제작 리드타임_수량별 조정_300개,적용굿즈 (printing parts),특이사항,파츠졸업 Status 수정자,인쇄 색상,보영의견1.10,프린팅 파츠: 색상,적용 파츠 카테고리명 (from itemdb (new)) copy,인쇄 면적,item_MD,프린팅파츠 : 면적/위치,price 공통 항목 - 삭제 예정,파츠 업데이트 관련 의견,Goods(stock) (from itemdb (new)),인쇄 위치,인쇄 시안,기본 사용 수량 (from itemdb),공급계약서,여유생산량 등급,중복 제거 (210906),샘플 공급가/비고 (from itemdb (new)),템플릿 링크,파츠 검토 진행 상황,신규 파츠명 (검토전),발주서 관련 메모(비고),더미(5000),더미(10000),단가 1회 비용,더미(30000),비고 (from 인증/시험성적서),Price_후가공인쇄,협력사 분산대상,조민정님,임시_Status,샘플 옵션,아이템 검토 신청 진행 상황,아이템 검토 진행 등록,>PRICE(PPP),PO_Last_Modified_Date (from 발주서생성),고객템플릿_발주서대지 (from 발주서_인수인계),발주서_인수인계,보영의견 1.10 ERP 등록필요,PO_Last_Modifier_By (from 발주서생성),Delivery_Address,Delivery_Phone_cp,Delivery_Responsibility,Delivery_Phone_Responsibility,Delivery,프리팀명칭,Purchase_Link(MD),[삭제예정] 파츠: 템플릿 규격,더미(3000),더미(1000),발주서 샘플,>sub-parts,(승윤) OPP 검토 필요,(수현) 파츠 수정 필요,장폭고 검토 요청,소모품 여부,구간규격명 수정 여부,FSC_Claim,인수인계용 발주서,(민서_임시) FSC공용코드,FSC_Products,목형사용일,FSC 진행상황_제거필요,FSC 제품군,제작발주서 링크,[PO]재고관리 시트 명칭 (from SERPA),3. item,Product Guide (from 굿즈명),8월 1주 변경된 파츠,베스트원 코드,베스트원 품목명,EOQ(재고만작성),공급단가_2024기초,변경필요,자재_특이사항,재고발주시안_editable,서울디지털/베러웨이,Price_패키지 copy,3. item 2,Use,공급단가_메모,판매유효기한_검사방식(for입고검수팀),(기능) 파츠명업데이트_예약,판매유효기한_법령,B2C 링크,ERP 품목 등록 완료 여부,판매유효기한_검사대상,판매유효기한_검사참고,금일 파악된 수량,재고 파악 일시,예상 입고일,Components,Procurement Negotiation Log,템플릿 관련 메모,재고관리 대시보드 연결 필요 여부,Battery1,Battery2,Battery3,(기능)RFQ생성,고객템플릿_리소스,파츠명_정보_선택_테스트_수현,스와치,타사 링크
PT0061-실크_1색_스탠딩포터블선풍기_브로스앤컴퍼니,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료,-99.0,스탠딩 포터블 선풍기,"""15,000 미만""",관리자 (DI), ,스탠딩 포터블 선풍기,,,https://app.miniextensions.com/form/gBv1hAC45iQScb6wqCek/?prefill_sync_parts=PT0061-%EC%8B%A4%ED%81%AC_1%EC%83%89_%EC%8A%A4%ED%83%A0%EB%94%A9%ED%8F%AC%ED%84%B0%EB%B8%94%EC%84%A0%ED%92%8D%EA%B8%B0_%EB%B8%8C%EB%A1%9C%EC%8A%A4%EC%95%A4%EC%BB%B4%ED%8D%BC%EB%8B%88,관리자 (DI),"검토 완료, 싱크중",,0,1색_스탠딩포터블선풍기,,1색_스탠딩포터블선풍기,https://airtable.com/appkRWtF2j99XgBTq/tbl78Sk7ziaD5wczw/viwMm8wkht2IYUSwv?blocks=hide,,tbl5BjEkhn3CUMIlI,2021.8.24 2:10오후,61,📌견적서 연결됨,,계절적제품: 여름,실크_1색_스탠딩포터블선풍기,,,,,,실크,,졸업,,,1. 스탠딩포터블선풍기,,https://web.miniextensions.com/MYnuMSBegrhOsjcVVNhB/recyONlMmbSIyohGb?copy=1&prefill_itemdb%20(new)=%20&prefill_%EC%8B%A0%EA%B7%9C%20%ED%8C%8C%EC%B8%A0%EB%AA%85%20(%EA%B2%80%ED%86%A0%EC%A0%84)=true,파츠명과 세부 정보값이 일치하지 않습니다,2021.5.26 6:46오후,0,-99.0,,https://app.miniextensions.com/form/OpWthNv7fj9LJbp0aY5I/recyONlMmbSIyohGb,,2025.1.10 3:11오후,0,0,,,실크,,2021.8.24 2:10오후,,Tech,recyONlMmbSIyohGb,,실크_1색,1. 스탠딩포터블선풍기,Boyoung Kim,,,2021년 05월,recJmTBrvIgN0GLzh,0,,SDPF,,SDPF_PT0061-실크_1색_스탠딩포터블선풍기_브로스앤컴퍼니[스탠딩포터블선풍기],PT0061,,https://app.documint.me/integrations/airtable?template_id=62cce4b8b7caa4000438a49d&base_id=appAbBz1Y48qhpHwz&table_id=tblAc5iHZaIylVahw&attachment_field_name=%EB%B0%9C%EC%A3%BC%EC%84%9C%20%EC%83%98%ED%94%8C&expand=1&record_id=recyONlMmbSIyohGb,,,,실크_1색,,실크,,실크_1색,EPT0061,-99.0,0,2021.5.26 6:46오후,-99.0,,실크_1색_스탠딩포터블선풍기_브로스앤컴퍼니,,실크_1색,,,,실크_1색,,,,실크_1색_스탠딩포터블선풍기_브로스앤컴퍼니,,,,실크_1색,,,,,,,,,,,,,,,,,,,2023.12.6 11:25오전,,,,,,,,,"


",,,,,,,실크,Unnamed record,,,,,,,,,,,,,,,,,,,,,,,,,,,,실크_1색,,,,,,,,,,,,,,,,,,,,,스탠딩포터블선풍기,졸업,Boyoung Kim,1색,24년 매입기록 없음/ 별도처리하지 않음,1색,스탠딩포터블선풍기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT0103-실크_2색_스탠딩포터블선풍기_브로스앤컴퍼니,,실크_2색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료,-99.0,스탠딩 포터블 선풍기,"""15,000 미만""",관리자 (DI), ,스탠딩 포터블 선풍기,,,https://app.miniextensions.com/form/gBv1hAC45iQScb6wqCek/?prefill_sync_parts=PT0103-%EC%8B%A4%ED%81%AC_2%EC%83%89_%EC%8A%A4%ED%83%A0%EB%94%A9%ED%8F%AC%ED%84%B0%EB%B8%94%EC%84%A0%ED%92%8D%EA%B8%B0_%EB%B8%8C%EB%A1%9C%EC%8A%A4%EC%95%A4%EC%BB%B4%ED%8D%BC%EB%8B%88,관리자 (DI),"검토 완료, 싱크중",,0,2색_스탠딩포터블선풍기,,2색_스탠딩포터블선풍기,https://airtable.com/appkRWtF2j99XgBTq/tbl78Sk7ziaD5wczw/viwMm8wkht2IYUSwv?blocks=hide,,tbl5BjEkhn3CUMIlI,2021.8.24 2:10오후,103,📌견적서 연결됨,,계절적제품: 여름,실크_2색_스탠딩포터블선풍기,,,,,,실크,,졸업,,,1. 스탠딩포터블선풍기,,https://web.miniextensions.com/MYnuMSBegrhOsjcVVNhB/recZuN27K8cKYl5GP?copy=1&prefill_itemdb%20(new)=%20&prefill_%EC%8B%A0%EA%B7%9C%20%ED%8C%8C%EC%B8%A0%EB%AA%85%20(%EA%B2%80%ED%86%A0%EC%A0%84)=true,파츠명과 세부 정보값이 일치하지 않습니다,2021.5.26 6:46오후,0,-99.0,,https://app.miniextensions.com/form/OpWthNv7fj9LJbp0aY5I/recZuN27K8cKYl5GP,,2025.1.10 3:11오후,0,0,,,실크,,2021.8.24 2:10오후,,Tech,recZuN27K8cKYl5GP,,실크_2색,1. 스탠딩포터블선풍기,Boyoung Kim,,,2021년 05월,recNgIh6OnSJnCEEl,0,,SDPF,,SDPF_PT0103-실크_2색_스탠딩포터블선풍기_브로스앤컴퍼니[스탠딩포터블선풍기],PT0103,,https://app.documint.me/integrations/airtable?template_id=62cce4b8b7caa4000438a49d&base_id=appAbBz1Y48qhpHwz&table_id=tblAc5iHZaIylVahw&attachment_field_name=%EB%B0%9C%EC%A3%BC%EC%84%9C%20%EC%83%98%ED%94%8C&expand=1&record_id=recZuN27K8cKYl5GP,,,,실크_2색,,실크,,실크_2색,EPT0103,-99.0,0,2021.5.26 6:46오후,-99.0,,실크_2색_스탠딩포터블선풍기_브로스앤컴퍼니,,실크_2색,,,,실크_2색,,,,실크_2색_스탠딩포터블선풍기_브로스앤컴퍼니,,,,실크_2색,,,,,,,,,,,,,,,,,,,2023.12.6 11:25오전,,,,,,,,,"


",,,,,,,실크,Unnamed record,,,,,,,,,,,,,,,,,,,,,,,,,,,,실크_2색,,,,,,,,,,,,,,,,,,,,,스탠딩포터블선풍기,졸업,Boyoung Kim,2색,24년 매입기록 없음/ 별도처리하지 않음,2색,스탠딩포터블선풍기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT0107-실크_1색_피크닉포터블스피커_브로스앤컴퍼니,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료,-99.0,피크닉 포터블 스피커,"""20,000 미만""",관리자 (DI), ,피크닉 포터블 스피커,,,https://app.miniextensions.com/form/gBv1hAC45iQScb6wqCek/?prefill_sync_parts=PT0107-%EC%8B%A4%ED%81%AC_1%EC%83%89_%ED%94%BC%ED%81%AC%EB%8B%89%ED%8F%AC%ED%84%B0%EB%B8%94%EC%8A%A4%ED%94%BC%EC%BB%A4_%EB%B8%8C%EB%A1%9C%EC%8A%A4%EC%95%A4%EC%BB%B4%ED%8D%BC%EB%8B%88,관리자 (DI),"검토 완료, 싱크중",,0,1색_피크닉포터블스피커,,1색_피크닉포터블스피커,https://airtable.com/appkRWtF2j99XgBTq/tbl78Sk7ziaD5wczw/viwMm8wkht2IYUSwv?blocks=hide,,tbl5BjEkhn3CUMIlI,2021.8.24 2:10오후,107,📌견적서 연결됨,,일상적제품,실크_1색_피크닉포터블스피커,,,,,,실크,,졸업,,,1. 피크닉포터블스피커,,https://web.miniextensions.com/MYnuMSBegrhOsjcVVNhB/rec11fFlEC5lHbibU?copy=1&prefill_itemdb%20(new)=%20&prefill_%EC%8B%A0%EA%B7%9C%20%ED%8C%8C%EC%B8%A0%EB%AA%85%20(%EA%B2%80%ED%86%A0%EC%A0%84)=true,파츠명과 세부 정보값이 일치하지 않습니다,2021.5.26 6:46오후,0,-99.0,,https://app.miniextensions.com/form/OpWthNv7fj9LJbp0aY5I/rec11fFlEC5lHbibU,,2025.1.10 4:13오후,0,0,,,실크,,2021.8.24 2:10오후,,Lifestyle,rec11fFlEC5lHbibU,,실크_1색,1. 피크닉포터블스피커,Boyoung Kim,,,2021년 05월,recFnUrw8dTsKWTDF,0,,PICP,,PICP_PT0107-실크_1색_피크닉포터블스피커_브로스앤컴퍼니[피크닉포터블스피커],PT0107,,https://app.documint.me/integrations/airtable?template_id=62cce4b8b7caa4000438a49d&base_id=appAbBz1Y48qhpHwz&table_id=tblAc5iHZaIylVahw&attachment_field_name=%EB%B0%9C%EC%A3%BC%EC%84%9C%20%EC%83%98%ED%94%8C&expand=1&record_id=rec11fFlEC5lHbibU,,,,실크_1색,,실크,,실크_1색,EPT0107,-99.0,0,2021.5.26 6:46오후,-99.0,,실크_1색_피크닉포터블스피커_브로스앤컴퍼니,,실크_1색,,,,실크_1색,,,,실크_1색_피크닉포터블스피커_브로스앤컴퍼니,,,,실크_1색,,,,,,,,,,,,,,,,권혁인,,,2023.12.6 11:25오전,,,,,,,,,"


",,,,,,,실크,Unnamed record,,,,,,,,,,,,권혁인,,,,,,,,,,,,,,,,실크_1색,,,,,,,,,,,,,,,,,,,,,피크닉포터블스피커,,Boyoung Kim,1색,24년 매입기록 없음 / 별도처리 없음,1색,피크닉포터블스피커,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1904-색박(음각)_50x50_청산인쇄,에디트 캘린더,색박(음각),90000,1800,900,350,200,100,100,80,50,30,0,0,,0,0,,Printing Parts,,-99.0,에디트 캘린더,"""10,000 미만""",관리자 (DI), ,에디트 캘린더,,A1,https://app.miniextensions.com/form/gBv1hAC45iQScb6wqCek/?prefill_sync_parts=PT1904-%EC%83%89%EB%B0%95%28%EC%9D%8C%EA%B0%81%29_50x50_%EC%B2%AD%EC%82%B0%EC%9D%B8%EC%87%84,Boyoung Kim,"검토 완료, 싱크중",,0,50x50,,50x50,https://airtable.com/appkRWtF2j99XgBTq/tbl78Sk7ziaD5wczw/viwMm8wkht2IYUSwv?blocks=hide,,tbl5BjEkhn3CUMIlI,2026.6.18 1:52오후,1904,,,계절적제품: 겨울,색박(음각)_50x50,옵션,에디트 캘린더,이난영,,,색박(음각),https://app.miniextensions.com/form/dLydaypwXtZZEK7fBd4m/recHxTMj2tk2ES7oQ,판매중,,,1. 에디트캘린더_커버&내지&삼각대,18000,https://web.miniextensions.com/MYnuMSBegrhOsjcVVNhB/recHxTMj2tk2ES7oQ?copy=1&prefill_itemdb%20(new)=%20&prefill_%EC%8B%A0%EA%B7%9C%20%ED%8C%8C%EC%B8%A0%EB%AA%85%20(%EA%B2%80%ED%86%A0%EC%A0%84)=true,파츠명과 세부 정보값이 일치하지 않습니다,2021.12.1 3:27오후,388,-99.0,에디트 캘린더,https://app.miniextensions.com/form/OpWthNv7fj9LJbp0aY5I/recHxTMj2tk2ES7oQ,,2026.6.18 1:52오후,0,1,,,색박(음각),,2026.6.18 1:52오후,,Stationery,recHxTMj2tk2ES7oQ,,색박(음각)_50x50,1. 에디트캘린더_커버&내지&삼각대,Boyoung Kim,,,2021년 12월,recDSHtT5c6qHgkk8,1,에디트 캘린더,EDCD,Stationery,EDCD_PT1904-색박(음각)_50x50_청산인쇄[에디트캘린더_커버],PT1904,2021.12.1 3:27오후,https://app.documint.me/integrations/airtable?template_id=62cce4b8b7caa4000438a49d&base_id=appAbBz1Y48qhpHwz&table_id=tblAc5iHZaIylVahw&attachment_field_name=%EB%B0%9C%EC%A3%BC%EC%84%9C%20%EC%83%98%ED%94%8C&expand=1&record_id=recHxTMj2tk2ES7oQ,2019-08-28,,,색박(음각),,색박(음각),(주)청산인쇄,색박(음각),EPT1904,-99.0,0,2021.12.1 3:27오후,-99.0,이난영,색박(음각)_50x50_청산인쇄,,색박(음각),,,색박_ ??박 (지산 ??),색박,,,,색박(음각)_50x50_청산인쇄,,,,색박(음각),,,,,지류 후가공,,,,,,,100,,,,문제호,,,2023.12.6 11:25오전,,,중,상,,,,,"


",,,,,,2026.1.15 11:26오전,색박(음각),"Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record",,,,,,,,,,,,문제호,,,,,,,,,,,유,,,,,색박(음각),,,,,,,,,,,,,,,,,,,,,,,,,,,에디트캘린더_커버,50x50,"VABD12349, VABD12349",50x50   ,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2617-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,졸업 완료,-99.0,굿이너프 다이어리,"""15,000 미만""",관리자 (DI), ,굿이너프 다이어리,,,https://app.miniextensions.com/form/gBv1hAC45iQScb6wqCek/?prefill_sync_parts=PT2617-%EC%83%98%ED%94%8C%28%EB%B3%B8%EC%A0%9C%EC%9E%91%EA%B3%BC%EB%8F%99%EC%9D%BC%EC%98%B5%EC%85%98%29,관리자 (DI),"검토 완료, 싱크중",,1,,,,https://airtable.com/appkRWtF2j99XgBTq/tbl78Sk7ziaD5wczw/viwMm8wkht2IYUSwv?blocks=hide,,tbl5BjEkhn3CUMIlI,2022.6.1 7:15오후,2617,📌견적서 연결됨,checked,계절적제품: 겨울,샘플(본제작과동일옵션),,,,,,샘플(본제작과동일옵션),,졸업,,,0.샘플,,https://web.miniextensions.com/MYnuMSBegrhOsjcVVNhB/reckMGK3UzoT57NCb?copy=1&prefill_itemdb%20(new)=%20&prefill_%EC%8B%A0%EA%B7%9C%20%ED%8C%8C%EC%B8%A0%EB%AA%85%20(%EA%B2%80%ED%86%A0%EC%A0%84)=true,파츠명과 세부 정보값이 일치하지 않습니다,2022.6.1 7:15오후,0,-99.0,,https://app.miniextensions.com/form/OpWthNv7fj9LJbp0aY5I/reckMGK3UzoT57NCb,,2025.9.2 1:47오후,0,0,,,샘플,,2022.6.1 7:15오후,,Stationery,reckMGK3UzoT57NCb,,샘플(샘플),0.샘플,Boyoung Kim,,,2022년 06월,reckjvxz2pdy0rmO7,0,,GEND,,GEND_PT2617-샘플(본제작과동일옵션)[굿이너프다이어리_커버],PT2617,2022.6.1 7:15오후,https://app.documint.me/integrations/airtable?template_id=62cce4b8b7caa4000438a49d&base_id=appAbBz1Y48qhpHwz&table_id=tblAc5iHZaIylVahw&attachment_field_name=%EB%B0%9C%EC%A3%BC%EC%84%9C%20%EC%83%98%ED%94%8C&expand=1&record_id=reckMGK3UzoT57NCb,,발주서명칭 확인 필요,,샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,샘플(본제작과동일옵션),EPT2617,-99.0,0,2022.6.1 7:15오후,-99.0,,샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,,,샘플,샘플,,,샘플(본제작과동일옵션),,,,샘플(본제작과동일옵션),,,,,,,,샘플,,,,,,,,,,,2023.12.6 11:25오전,,,,,,,,,"


",,,,,,2025.1.9 2:44오후,샘플,"Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record",,,,,,,,,,,,,,,,,,,,,,,,8.수익,,,,샘플(샘플),,,,,본제작과동일옵션,,,,,,,,,,,,,샘플(OS),,,,,민정 김,,,,굿이너프다이어리_커버,,,,,샘플은 판매 MOQ적을 필요 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2621-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Printing Parts,,-99.0,그립-잇,"""5,000 미만""",관리자 (DI), ,그립-잇,,,https://app.miniextensions.com/form/gBv1hAC45iQScb6wqCek/?prefill_sync_parts=PT2621-%EC%83%98%ED%94%8C%28%EB%B3%B8%EC%A0%9C%EC%9E%91%EA%B3%BC%EB%8F%99%EC%9D%BC%EC%98%B5%EC%85%98%29,관리자 (DI),"검토 완료, 싱크중",,1,,,,https://airtable.com/appkRWtF2j99XgBTq/tbl78Sk7ziaD5wczw/viwMm8wkht2IYUSwv?blocks=hide,,tbl5BjEkhn3CUMIlI,2022.6.1 7:15오후,2621,📌견적서 연결됨,checked,일상적제품,샘플(본제작과동일옵션),,,,,,샘플(본제작과동일옵션),,판매중,,,0. 샘플,,https://web.miniextensions.com/MYnuMSBegrhOsjcVVNhB/recNQSCjqq0eGWfDD?copy=1&prefill_itemdb%20(new)=%20&prefill_%EC%8B%A0%EA%B7%9C%20%ED%8C%8C%EC%B8%A0%EB%AA%85%20(%EA%B2%80%ED%86%A0%EC%A0%84)=true,파츠명과 세부 정보값이 일치하지 않습니다,2022.6.1 7:15오후,0,-99.0,,https://app.miniextensions.com/form/OpWthNv7fj9LJbp0aY5I/recNQSCjqq0eGWfDD,,2025.1.9 2:44오후,0,0,,,샘플,,2022.6.1 7:15오후,,Tech,recNQSCjqq0eGWfDD,,샘플(샘플),0. 샘플,재윤 이,,,2022년 06월,recqMbT7OVcTW1cgB,0,,GRIT,,GRIT_PT2621-샘플(본제작과동일옵션)[그립잇],PT2621,2022.6.1 7:15오후,https://app.documint.me/integrations/airtable?template_id=62cce4b8b7caa4000438a49d&base_id=appAbBz1Y48qhpHwz&table_id=tblAc5iHZaIylVahw&attachment_field_name=%EB%B0%9C%EC%A3%BC%EC%84%9C%20%EC%83%98%ED%94%8C&expand=1&record_id=recNQSCjqq0eGWfDD,,발주서명칭 확인 필요,,샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,샘플(본제작과동일옵션),EPT2621,-99.0,0,2022.6.1 7:15오후,-99.0,,샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,,,샘플,샘플,,,샘플(본제작과동일옵션),,,,샘플(본제작과동일옵션),,,,,,,,샘플,,,,,,,,,,,2023.12.6 11:25오전,,,,,,,,,"


",,,,,,2025.1.9 2:44오후,샘플,"Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record, Unnamed record",,,,,,,,,,,,,,,,,,,,,,,,8.수익,,,,샘플(샘플),,,,,본제작과동일옵션,,,,,,,,,,,,,샘플(OS),,,,,,,,,그립잇,,,,,샘플은 판매 MOQ적을 필요 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
