task_id,과업지시일자,과업담당자_이름,수주처,project,발주번호,movement_산출이동,sync_itemdb,산출물,비스포크여부,긴급여부,미입하 발생이력_movement,재제작/추가제작,발주지시수량,고객주문수량,이슈체크(Order 이슈 관리용) (from order),공급가액,배송비,취득원가,파츠유형,협력사 결제조건 (from 수주처),R) 판매가(최종),세금계산서작성월 (from 지출결의),입하예정일 (from movement_산출물),입하확정일 (from movement_산출물),실제입하일 (from movement),지출결의,결제일(from 지출결의),분할지출여부,합계_분할,발주수량_분할,지출결의_분할갯수,지출결의 금액 합계 (from 지출결의),지출현황,총 지출 단가 (VAT 포함),총 지출액 (VAT 제외),조정금액(부가세포함),입하여부
PNA38461_0715_6661,2026.7.15,육승미,서울디지털인쇄협동조합,PNA38461-26년7월_재고생산,PO074660,"MM00220033,MM00220034",STCK_PT5549-사용설명서(전용)_화이트+블랙인쇄,사용설명서,,,0 checked out of 2,,1000,,0 checked out of 1,0,0,0,Package Parts,정기(월),\0,,2026.7.16,,,,,,,,0,₩0,,0,0,,
PNA38461_0715_6161,2026.7.15,이난영,주식회사 모아패키지,PNA38461-26년7월_재고생산,PO074659,MM00220030,STCK_PT5289-덮개박스(스탠다드)_블랙,덮개박스(블랙),,,0 checked out of 1,,1000,,0 checked out of 1,0,0,0,Package Parts,정기(월),\0,,2026.7.30,,,,,,,,0,₩0,,0,0,,
PNA52863_칠링패드 냉각선풍기_B1,2026.7.15,육승미,서울디지털인쇄협동조합,PNA52863-ARPI,PO074658,MM00220021,CPNF_PT4823-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(칠링패드 냉각선풍기),,-,0 checked out of 1,,110,100,0 checked out of 1,0,0,0,Package Parts,정기(월),\50000,,2026.7.22,,,,,,,,0,₩0,,0,0,,
PNA52863_칠링패드 냉각선풍기_A1,2026.7.15,육승미,(주)쉔코리아,PNA52863-ARPI,PO074657,MM00220022,"CPNF_PT4821-레이저각인_(주)쉔코리아[칠링패드냉각선풍기],CPNF_PT4755-칠링패드냉각선풍기_화이트[쉔코리아],CPNF_PT4827-칠링패드냉각선풍기_추상적산출물[레이저]",칠링패드냉각선풍기,,-,0 checked out of 1,,101,100,0 checked out of 3,0,0,0,"Printing Parts, Product Parts, Phantom Parts",정기(월),\50000,,2026.7.22,,,,,,,,0,₩0,,0,0,,
PNA52955_와이드클립 펜_재제작_A1,2026.7.15,남인호,신시어리웨일즈 주식회사,PNA52955-네이버지회노동조합,PO074656,MM00220006,"WIDC_PT4103-와이드클립펜_추상적산출물,WIDC_PT4101-UV_풀컬러_클립_호언[와이드클립펜],WIDC_PT4102-UV_풀컬러_펜바디_호언[와이드클립펜],WIDC_PT3366-와이드클립펜_화이트",UV(와이드클립펜),,-,0 checked out of 1,,20,,0 checked out of 4,0,0,0,"Phantom Parts, Printing Parts, Product Parts",정기(월),\0,,2026.7.20,,2026.7.15,,,,,,0,₩0,,0,0,,입하완료
PNA53006_킵세이프 마그넷 배터리 Slim_A1,2026.7.15,남인호,신시어리웨일즈 주식회사,PNA53006-멋쟁이사자처럼,PO074655,MM00219991,"KSMB_PT4863-UV_전면중앙_신시어리웨일즈,KSMB_PT4875-킵세이프마그넷배터리2.0_추상적산출물,KSMB_PT4696-킵세이프마그넷배터리2.0",킵세이프마그넷배터리2.0,,-,0 checked out of 1,,50,50,0 checked out of 3,0,0,0,"Printing Parts, Phantom Parts, Product Parts",정기(월),\700000,,2026.7.20,,2026.7.16,,,,,,0,₩0,,0,0,,입하완료
PNA52735_애드온 뱃지_B1,2026.7.15,육승미,서울디지털인쇄협동조합,PNA52735-삼성전자,PO074652,MM00219990,AOBG_PT1369-배경지(커스텀인쇄)_화이트+디지털풀컬러_000-8[유광비닐덮개파우치_100-1],배경지(애드온 뱃지),,긴급,0 checked out of 1,,780,750,0 checked out of 1,0,0,0,Package Parts,정기(월),\375000,,2026.7.29,,,,,,,,0,₩0,,0,0,,
PNA52735_Carry me 와인잔_D1,2026.7.15,육승미,서울디지털인쇄협동조합,PNA52735-삼성전자,PO074654,MM00219992,CMWG_PT0898-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-10[단품박스_100-15],사각스티커(Carry me 와인잔),,긴급,0 checked out of 1,,780,750,0 checked out of 1,0,0,0,Package Parts,정기(월),\225000,,2026.7.29,,,,,,,,0,₩0,,0,0,,
PNA52735_애드온 뱃지_A1,2026.7.15,김민지,(주)홍기씨앤디,PNA52735-삼성전자,PO074653,MM00219993,"AOBG_PT1358-애드온뱃지(자유형40x40이내5-7색),AOBG_PT2554-애드온뱃지_추상적산출물",애드온뱃지+인쇄,,긴급,0 checked out of 1,,755,750,0 checked out of 2,3888250,0,3888250,"Product Parts, Phantom Parts",건별,\5250000,,2026.8.7,,,26.7.27-7.31_(주)홍기씨앤디,2026.7.28,,₩0,,1,₩0,지출예정,5665,3888250,,
PNA52735_인마이백 피크닉매트_A2,2026.7.15,김민지,(주)아이아트텍스,PNA52735-삼성전자,PO074649,"MM00219983,MM00219985,MM00219994","KRDJ_PT3334-주의사항표기서(전용),KRDJ_PT3335-케어라벨(전용)_나일론크로스+블랙인쇄,KRDJ_PT3811-전사_4도_2인용_(주)아이아트텍스,KRDJ_PT3336-OPP(2인용)[인마이백피크닉매트],KRDJ_PT3809-인마이백피크닉매트(2인용),KRDJ_PT3812-인마이백피크닉매트_추상적산출물,KRDJ_PT3813-샘플(전사)_(주)아이아트텍스",인마이백피크닉매트,,긴급,0 checked out of 3,,757,"750, 1",0 checked out of 7,0,0,0,"Package Parts, Product Parts, Printing Parts, Phantom Parts",건별,\12914000,,"2026.7.23, 2026.8.10, 2026.8.10",,,,,,,,0,₩0,,0,0,,
PNA52735_해피웨이 런치백_A2,2026.7.15,김민지,(주)승화파트너스,PNA52735-삼성전자,PO074647,MM00219989,"HWDG_PT4774-런치백,HWDG_PT4789-해피웨이런치백_추상적산출물,HWDG_PT4776-부자재(손잡이/지퍼/바이어스)_화이트,HWDG_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,HWDG_PT4777-승화전사_5면_(주)승화파트너스",해피웨이런치백,,긴급,0 checked out of 1,,755,750,0 checked out of 5,0,0,0,"Product Parts, Phantom Parts, Printing Parts",정기(격주),\8400000,,2026.8.7,,,,,,,,0,₩0,,0,0,,
PNA52735_레더라벨 캠핑체어_A1,2026.7.15,김민지,유엘상사,PNA52735-삼성전자,PO074650,MM00219986,"LTLB_PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,LTLB_PT2509-레더라벨캠핑체어_추상적산출물,LTLB_PT2283-주의사항표기서(전용)_화이트_100-3,LTLB_PT2280-레더라벨(체어시트)_컬러,LTLB_PT2282-공박(음각)_체어시트_유엘상사[레더라벨(체어시트)]",불박(레더라벨 캠핑체어),,긴급,0 checked out of 1,,752,750,0 checked out of 5,0,0,0,"Product Parts, Phantom Parts, Package Parts, Printing Parts",정기(월),\22050000,,2026.8.10,,,,,,,,0,₩0,,0,0,,
PNA52735_Carry me 와인잔_A1,2026.7.15,김민지,신명인쇄,PNA52735-삼성전자,PO074648,MM00219988,"CMWG_PT3217-캐리미와인잔_추상적산출물[2개입],CMWG_PT3200-캐리미와인잔(컵부분)[2개입],CMWG_PT3201-캐리미와인잔(받침대)_투명[2개입],CMWG_PT3203-캐리미와인잔(2개입케이스)",실크(Carry me 와인잔),,긴급,0 checked out of 1,,750,750,0 checked out of 4,0,0,0,"Phantom Parts, Product Parts",정기(월),\9075000,,,,,,,,,,0,₩0,,0,0,,
PNA52676_오피스 마우스패드 [1]_재제작_A1,2026.7.15,김민지,주식회사 이루커머스,PNA52676-알로스타,PO074646,MM00219947,"OFMP_PT1452-오피스마우스패드(스탠다드)_컬러,OFMP_PT3776-오피스마우스패드_추상적산출물,OFMP_PT1451-공박(음각)_50x50_오피스마우스패드_유엘상사[오피스마우스패드],OFMP_PT1457-OPP_200-1[오피스마우스패드(스탠다드)]",오피스마우스패드+인쇄,,-,0 checked out of 1,,16,,0 checked out of 4,0,0,0,"Product Parts, Phantom Parts, Printing Parts, Package Parts",건별,\0,,2026.7.16,,2026.7.15,,,,,,0,₩0,,0,0,,입하완료
PNA52876_브랜디드 피규어_A2,2026.7.14,육승미,엠알오즈(MROZ),PNA52876-희망디딤돌인천센터,PO074638,MM00219915,"BRPR_PT4422-브랜디드피규어_추상적산출물,BRPR_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPR_PT4432-지퍼백(기성)_투명[브랜디드피규어(기본피규어)],BRPR_PT4421-브랜디드피규어(기본피규어)_컬러,BRPR_PT4425-UV_피규어후면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)]",브랜디드피규어,,-,0 checked out of 1,,101,100,0 checked out of 5,0,0,0,"Phantom Parts, Printing Parts, Package Parts, Product Parts",정기(월),\600000,,2026.7.27,,,,,,,,0,₩0,,0,0,,
PNA52876_카드트레이 피규어 세트_A2,2026.7.14,육승미,엠알오즈(MROZ),PNA52876-희망디딤돌인천센터,PO074640,MM00219914,"CTPS_PT4623-카드트레이피규어세트_그린,CTPS_PT4618-카드트레이피규어세트_추상적산출물,CTPS_PT1492-지퍼팩(기성)_100-1",카드트레이피규어세트,,-,0 checked out of 1,,101,100,0 checked out of 3,0,0,0,"Product Parts, Phantom Parts, Package Parts",정기(월),\640000,,2026.7.27,,,,,,,,0,₩0,,0,0,,
PNA52876_카드트레이 피규어 세트_A1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52876-희망디딤돌인천센터,PO074639,MM00219917,CTPS_PT4625-배경지(커스텀인쇄)_화이트+디지털풀컬러[지퍼백],배경지(카드트레이 피규어 세트),,-,0 checked out of 1,,110,100,0 checked out of 1,0,0,0,Package Parts,정기(월),\50000,,2026.7.20,,,,,,,,0,₩0,,0,0,,
PNA52876_브랜디드 피규어_A1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52876-희망디딤돌인천센터,PO074641,MM00219916,BRPR_PT4433-배경지(커스텀인쇄)(기본)_화이트+디지털풀컬러[OPP],배경지(기본),,-,0 checked out of 1,,110,100,0 checked out of 1,0,0,0,Package Parts,정기(월),\50000,,2026.7.20,,,,,,,,0,₩0,,0,0,,
PNA52876_카드트레이 피규어 세트_D1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52876-희망디딤돌인천센터,PO074642,MM00219913,CTPS_PT4632-사각스티커(커스텀인쇄)_화이트+디지털풀컬러[오픈박스],사각스티커(카드트레이 피규어 세트),,-,0 checked out of 1,,110,100,0 checked out of 1,0,0,0,Package Parts,정기(월),\50000,,2026.7.27,,,,,,,,0,₩0,,0,0,,
PNA52872_비주얼핏 키캡키링_B1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52872-생각하는늑대,PO074644,MM00219923,KYCP_PT5447-배경지(커스텀인쇄)_화이트+디지털풀컬러,배경지,,-,0 checked out of 1,추가제작,210,200,0 checked out of 1,0,0,0,Package Parts,정기(월),\140000,,2026.7.20,,,,,,,,0,₩0,,0,0,,
PNA52315_스탠드-업 칫솔_재제작_F1,2026.7.14,김민지,신명인쇄,PNA52315-아이지넷,PO074645,MM00219936,"STTB_PT3330-칫솔케이스(커스텀인쇄)_투명,STTB_PT3463-실크_1색_칫솔케이스_신명인쇄[칫솔케이스],STTB_PT3787-칫솔케이스_추상적산출물",실크(스탠드-업 칫솔_칫솔케이스),,-,0 checked out of 1,,12,,0 checked out of 3,0,0,0,"Package Parts, Printing Parts, Phantom Parts",정기(월),\0,,2026.7.17,,2026.7.16,,,,,,0,₩0,,0,0,,입하완료
PNA52872_비주얼핏 키캡키링_A1,2026.7.14,이난영,주식회사 위즈프로(구.호언),PNA52872-생각하는늑대,PO074643,MM00219922,"KYCP_PT5441-키캡키링(3구LED)_투명,KYCP_PT5449-키캡키링_추상적산출물",키캡키링,,-,0 checked out of 1,추가제작,206,200,0 checked out of 2,0,0,0,"Product Parts, Phantom Parts",정기(월),\1740000,,2026.7.22,,,,,,,,0,₩0,,0,0,,
PNA31191_0908_6001,2026.7.14,안혜정,"""Xiamen Healthpal Electronic Co,.Ltd""",PNA31191-25년9월_재고생산,PO062887,"MM00159491,MM00159492,MM00159493,MM00159494,MM00177135,MM00189459,MM00189466","STCK_PT4721-오아시스미니마사지건_화이트,STCK_PT4722-오아시스미니마사지건_블랙,STCK_PT4723-오아시스미니마사지건(전용)_박스","FE-5845/ Mini Portable Powrful Brushless Massage Gun/ white, FE-5845/ Mini Portable Powrful Brushless Massage Gun/ black, 오아시스미니마사지건(박스)",,,0 checked out of 7,,760,,0 checked out of 3,0,0,0,"Product Parts, Package Parts",,\0,,"2025.11.25, 2025.11.25, 2025.11.25, 2025.11.25, 2025.11.25",,"2025.11.25, 2025.11.25, 2025.11.25, 2025.11.25, 2025.11.25",,,,,,0,₩0,,0,0,,"입하완료,입하완료,입하완료,입하완료,입하완료"
PNA52459_스타트 씨드키트_A1,2026.7.14,육승미,그리닉,PNA52459-나이스홀딩스,PO074627,MM00219839,"SEED_PT2121-캡슐씨앗(케일),SEED_PT2126-압축토,SEED_PT2122-약포지(전용)(케일)_반투명,SEED_PT2543-캡슐씨앗_추상적산출물",캡슐씨앗+압축토 세트(스타트 씨드키트),,-,0 checked out of 1,,172,170,0 checked out of 4,0,0,0,"Product Parts, Package Parts, Phantom Parts",건별,\221000,,2026.7.23,,,,,,,,0,₩0,,0,0,,
PNA52459_스타트 씨드키트_D1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52459-나이스홀딩스,PO074630,MM00219834,SEED_PT2119-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러_000-7,웰컴페이퍼(스타트 씨드키트),,-,0 checked out of 1,,180,170,0 checked out of 1,0,0,0,Package Parts,정기(월),\68000,,2026.7.22,,,,,,,,0,₩0,,0,0,,
PNA52459_스타트 씨드키트_B1,2026.7.14,육승미,공방플러스위드,PNA52459-나이스홀딩스,PO074628,MM00219835,SEED_PT2124-우드사인,우드사인(스타트 씨드키트),,-,0 checked out of 1,,170,170,0 checked out of 1,0,0,0,Product Parts,건별,\187000,,2026.7.23,,,,,,,,0,₩0,,0,0,,
PNA52459_에브리 폴더블 멀티충전기_B1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52459-나이스홀딩스,PO074629,MM00219837,CHTW_PT5409-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커,,-,0 checked out of 1,,180,170,0 checked out of 1,0,0,0,Package Parts,정기(월),\68000,,2026.7.22,,,,,,,,0,₩0,,0,0,,
PNA52459_스타트 씨드키트_C1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52459-나이스홀딩스,PO074631,MM00219833,SEED_PT2120-브랜딩택(커스텀인쇄)_화이트+디지털풀컬러_000-2,브랜딩택(스타트 씨드키트),,-,0 checked out of 1,,180,170,0 checked out of 1,0,0,0,Package Parts,정기(월),\0,,2026.7.22,,,,,,,,0,₩0,,0,0,,
PNA52958_오아시스 미니 마사지건_D1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52958-CJ나눔재단,PO074633,MM00219880,OMMG_PT5096-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄,웰컴페이퍼(오아시스 미니 마사지건),,긴급,0 checked out of 1,,60,50,0 checked out of 1,0,0,0,Package Parts,정기(월),\50000,,2026.7.20,,,,,,,,0,₩0,,0,0,,
PNA52958_오아시스 미니 마사지건_C1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52958-CJ나눔재단,PO074634,MM00219878,OMMG_PT5095-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(오아시스 미니 마사지건),,긴급,0 checked out of 1,,60,50,0 checked out of 1,0,0,0,Package Parts,정기(월),\25000,,2026.7.20,,,,,,,,0,₩0,,0,0,,
PNA52492_풀커버 스프링노트_A1,2026.7.14,이난영,(주)청산인쇄,PNA52492-자라리테일코리아,PO074637,MM00219886,"FCSP_PT2595-풀컬러스프링노트_추상적산출물,FCSP_PT1745-풀컬러스프링노트_내지(줄)_화이트,FCSP_PT1746-풀커버스프링노트_스프링_컬러,FCSP_PT1742-풀컬러스프링노트_커버_화이트+옵셋풀컬러",풀컬러스프링노트,"비스포크, ",-,0 checked out of 1,,210,200,0 checked out of 4,0,0,0,"Phantom Parts, Product Parts",정기(월),\1840000,,2026.7.24,,,,,,,,0,₩0,,0,0,,
PNA38461_0714_3731,2026.7.14,김하은,보소코리아,PNA38461-26년7월_재고생산,PO074635,MM00219882,STCK_PT3200-캐리미와인잔(컵부분),캐리미와인잔(컵부분),,,0 checked out of 1,,202,,0 checked out of 1,397940,0,397940,Product Parts,건별,\0,26년 7월,2026.7.20,,,26.7.20-7.24_보소코리아,2026.7.23,,₩0,,1,₩875468,지출예정,2167,397940,,
PNA38461_0714_3741,2026.7.14,김하은,보소코리아,PNA38461-26년7월_재고생산,PO074636,MM00219881,STCK_PT3201-캐리미와인잔(받침대)_투명,캐리미와인잔(투명/받침대),,,0 checked out of 1,,202,,0 checked out of 1,397940,0,397940,Product Parts,건별,\0,26년 7월,2026.7.20,,,26.7.20-7.24_보소코리아,2026.7.23,,₩0,,1,₩875468,지출예정,2167,397940,,
PNA52492_스펙트럼 컬러펜_A2,2026.7.14,남인호,신시어리웨일즈 주식회사,PNA52492-자라리테일코리아,PO074623,MM00219811,"SPCP_PT2402-스펙트럼컬러펜_추상적산출물,SPCP_PT4894-UV_신시어리웨일즈[스펙트럼컬러펜]",UV(스펙트럼 컬러펜),,-,0 checked out of 1,,201,200,0 checked out of 2,0,0,0,"Phantom Parts, Printing Parts",정기(월),\140000,,2026.7.27,,2026.7.16,,,,,,0,₩0,,0,0,,입하완료
PNA52958_오아시스 미니 마사지건_A1,2026.7.14,남인호,신시어리웨일즈 주식회사,PNA52958-CJ나눔재단,PO074632,MM00219879,"OMMG_PT5102-오아시스미니마사지건_추상적산출물,OMMG_PT4721-오아시스미니마사지건_화이트,OMMG_PT5097-UV_전면중앙_19x47_신시어리웨일즈주식회사",오아시스미니마사지건,,긴급,0 checked out of 1,,50,50,0 checked out of 3,0,0,0,"Phantom Parts, Product Parts, Printing Parts",정기(월),\1900000,,2026.7.20,,2026.7.15,,,,,,0,₩0,,0,0,,입하완료
PNA52492_스펙트럼 컬러펜_A1,2026.7.14,김하은,엘바 (ELVA),PNA52492-자라리테일코리아,PO074624,MM00219812,SPCP_PT1211-스펙트럼컬러펜(블랙잉크)_다크블루,스펙트럼컬러펜(다크블루.블랙잉크),,-,0 checked out of 1,,202,200,0 checked out of 1,0,0,0,Product Parts,정기(월),\380000,,2026.7.16,,2026.7.15,,,,,,0,₩0,,0,0,,입하완료
PNA52459_에브리 폴더블 멀티충전기_A1,2026.7.14,김민지,주식회사 알리오코리아,PNA52459-나이스홀딩스,PO074625,MM00219838,"CHTW_PT5410-UV_주식회사알리오코리아[에블리폴더블멀티충전기],CHTW_PT5408-에브리폴더블멀티충전기_화이트,CHTW_PT5411-에브리폴더블멀티충전기_추상적산출물",에브리폴더블멀티충전기,,-,0 checked out of 1,,175,170,0 checked out of 3,0,0,0,"Printing Parts, Product Parts, Phantom Parts",건별,\2992000,,2026.7.23,,,,,,,,0,₩0,,0,0,,
PNA52459_데일리 짐색_A1,2026.7.14,김민지,(주)승화파트너스,PNA52459-나이스홀딩스,PO074626,MM00219836,"DLYG_PT4028-데일리짐색,DLYG_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,DLYG_PT4031-패브릭디지털_(주)승화파트너스,DLYG_PT4030-데일리짐색_바이어스/스트링_블랙,DLYG_PT4027-데일리짐색_추상적산출물",데일리짐색,,-,0 checked out of 1,,171,170,0 checked out of 5,0,0,0,"Product Parts, Printing Parts, Phantom Parts",정기(격주),\1632000,,2026.7.24,,,,,,,,0,₩0,,0,0,,
PNA52913_킵세이프 마그넷 배터리 Slim_B1,2026.7.14,육승미,서울디지털인쇄협동조합,PNA52913-TheLivingCompany,PO074615,MM00219749,KSMB_PT3769-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(킵세이프 마그넷 배터리),,-,0 checked out of 1,,160,150,0 checked out of 1,0,0,0,Package Parts,정기(월),\60000,,2026.7.20,,,,,,,,0,₩0,,0,0,,
PNA38461_0714_6671,2026.7.14,안혜정,"""Shanghai Ansheng insulation Technology Co.,Ltd""",PNA38461-26년7월_재고생산,PO074620,MM00219754,STCK_PT5319-베러댄텀블러본품_아이보리,17oz/503 Tumbler (ivory),,,0 checked out of 1,,1000,,0 checked out of 1,0,0,0,Product Parts,,\0,,2026.8.6,,,,,,,,0,₩0,,0,0,,
PNA38461_0714_6641,2026.7.14,안혜정,"""Shanghai Ansheng insulation Technology Co.,Ltd""",PNA38461-26년7월_재고생산,PO074619,"MM00219755,MM00219780","STCK_PT5320-베러댄텀블러본품_블랙,STCK_PT5321-단품박스(전용)_화이트","17oz/503 Tumbler (black), color box (91×91×183mm)",,,0 checked out of 2,,1000,,0 checked out of 2,0,0,0,"Product Parts, Package Parts",,\0,,"2026.8.6, 2026.8.6",,,,,,,,0,₩0,,0,0,,
PNA38461_0714_6681,2026.7.14,안혜정,"""Shanghai Ansheng insulation Technology Co.,Ltd""",PNA38461-26년7월_재고생산,PO074618,MM00219752,STCK_PT5323-픽미핸들텀블러본품_아이보리,17oz/503 Handle Tumbler(ivory) ,,,0 checked out of 1,,1000,,0 checked out of 1,0,0,0,Product Parts,,\0,,2026.8.6,,,,,,,,0,₩0,,0,0,,
