프로젝트명 (Short ver.),총 매출액,주문내역 금액 합계(from order),CX Specialist,발주 신청일 (기능),출고 요청일 (최초 출고일 기준),최종 출고일,배송 방식,출고방식 (확정),출고 날짜(월),드랍박스 링크
PNA36790-리디,10453300,10453300,현동원,2025.12.26,2026-01-02,2026-01-22,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/wfh6iuqsx1r8z4g333ssl/AOd6j5c-XHCCdosPOxmE-xI?rlkey=36gc3r4i158gf6mfvbod54hih&dl=0
PNA37088-한국토지주택공사,12439240,12439240,지윤미,2025.12.4,2026-01-02,2026-01-02,퀵(지방),,2026-01,https://www.dropbox.com/scl/fo/4uex431x5h948c4mghrel/AMkqNpchTKjiDW3Fo4DAmN8?rlkey=hkin7xc11e6ik3z6ljv2kirvw&dl=0
PNA37151-LXMMA,3632200,3632200,채효경,2025.12.8,2026-01-02,2026-01-02,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/4zrza0bimz9aeopgo8a0d/ANIYHdEHJVxIS3pC7b_gBTE?rlkey=412g2en7ptjujpfvd98eyejhf&dl=0
PNA37371-성공홀딩스,7233050,7233050,현동원,2025.12.10,2026-01-02,2026-01-02,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/nouwf8ifszpis803ywd8x/APQDUK1PEhOfU_jc7pwg4mg?rlkey=g10xsyjd464cfihnp1xuv3rcz&dl=0
PNA37521-써모피셔사이언티픽코리아,5294300,5294300,이은지,2025.12.15,2026-01-02,2026-01-02,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/ktqbd2bdr8dl8ie3unru2/AKxTRwieGfxfrvx7iC1YB7c?rlkey=hz24mbq34ff22cuk0chw7reda&dl=0
PNA37544-대구경북과학기술원,15484700,15484700,송지영,2025.12.12,2026-01-02,2026-01-02,퀵(지방),,2026-01,https://www.dropbox.com/scl/fo/5hfvkcvp4pldamumb7hdy/AD_GSN7MCeQ7JVTNXZCJKH4?rlkey=sip4qe82r3nx3oxfhcpbj2pcz&dl=0
PNA37864-한국산림복지진흥원,6000000,6000000,지윤미,2025.12.16,2026-01-02,2026-01-02,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/zn53xqys4ky5muj4jxbb9/APoWF4q60lslT3jCU-R2_sg?rlkey=g1bgyalqbiolatv8o700zxd23&dl=0
PNA37951-인터브랜드,1848000,1848000,이은지,2025.12.11,2026-01-02,2026-02-09,"고객직접퀵배차, 퀵(수도권)",,"2026-01, 2026-02",https://www.dropbox.com/scl/fo/9f3o187jow0yawl60hsbe/AG15-aXSQhapQSveqeeXqQ8?rlkey=xxvphpslpe4dxpf8edvcr1oku&dl=0
PNA38014-우성사료,7079600,7079600,이은지,2025.12.12,2026-01-02,2026-01-02,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/8sar5rmrfhma1yr26e2fc/ANUDgSpVgtZ8EGjrZ-hJygM?rlkey=mw9gd8a5ug0d7j9jil2z3386o&dl=0
PNA38241-SKmySUNI,761200,761200,황휘민,2025.12.22,2026-01-02,2026-01-02,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/ekhm5ur92z3ilu6cnbrgm/ACJUFfTMSmL1XsxJfmERNHo?rlkey=npsmecjdh6sh04ybdodihptbm&dl=0
PNA36787-브이앤지,3589850,3589850,현동원,2025.12.11,2026-01-05,2026-01-05,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/56sh4tc563qj6sx1vnhqd/AGtu91OxgM3ZoXJPzpepuRk?rlkey=p7zbibq25mgxeo8mr6jnes0f5&dl=0
PNA37652-두산밥캣,5420250,5420250,김령은,2025.12.15,2026-01-05,2026-01-05,고객직접퀵배차,,2026-01,https://www.dropbox.com/scl/fo/o45vwloi1pijip3or8kb7/ALQrVZO-zM5_W6qirJbfSqw?rlkey=12ini2t1i5kciexhym8s2zh7h&dl=0
PNA37690-레뷰코퍼레이션,2367200,2367200,김령은,2025.12.12,2026-01-05,2026-01-05,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/7y34niz1lj0ox32mfbt66/AO6fFoIxtEcwFg05p34ps7s?rlkey=2g3zhcat19v0dbn5heqh4wqua&dl=0
PNA37774-현대위아,6486480,6486480,이은지,2025.12.16,2026-01-05,2026-01-05,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/t8foan43lgy4ufc87wcqq/AGiluP7aR91GXwrEFZougeI?rlkey=165knofzzno0lpokxmeleuwtr&dl=0
PNA37807-대학내일,9953900,9953900,현동원,2025.12.30,2026-01-05,2026-01-22,"퀵(수도권), ",,2026-01,https://www.dropbox.com/scl/fo/gn7wv69eegwmb9rpsjz97/AJRGsgWeOjNM-CClOSPUecY?rlkey=79zk2tx22mvyn6t5twxcyb7du&dl=0
PNA37911-데이원컴퍼니,2544300,2544300,송지영,2025.12.18,2026-01-05,2026-01-05,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/5xo9qh0yx0g9sevcevvwt/AMo6Hy4J1b0f4WwtT3IodCk?rlkey=sp2lh0nerml41dfq52gecknpj&dl=0
PNA38059-지엠컴,6330500,6330500,채효경,2025.12.16,2026-01-05,2026-01-05,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/iujkedqxetbnd9c2k45sm/AICDQld7G9HN0CkSCvxh1ns?rlkey=5bftad7ugxgnp0yi0csunfv8r&dl=0
PNA38147-휘아트룩스코리아,4251280,4251280,김령은,2025.12.23,2026-01-05,2026-01-22,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/rqz4s8p09ydrzlf54h8pj/ALb3e8sHYBlzvQC9-8hreZA?rlkey=4aigmndxxzg8kejhpm7nzirdv&dl=0
PNA38203-몰타스토리유학,1287000,1287000,현동원,2025.12.19,2026-01-05,2026-01-05,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/djit98vov0vualngh20ps/AMgaSIrQsby8pj6T_ifEpNk?rlkey=wyf64gyb11xdoqusoxygqr9vs&dl=0
PNA38291-이에스피마케팅,864160,864160,김령은,2025.12.26,2026-01-05,2026-01-05,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/9098rylpxwoj90gs95w54/AB3oVG7kdsqlteC_AAuLQeA?rlkey=eorkblipbdfdbdsbwoerrejfe&dl=0
PNA37221-스튜디오슬램,21200000,21200000,황휘민,2025.12.5,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/ifhyl9x6bdn31h7d6srow/AMyEupp_kBLvEZyaQwYzEHI?rlkey=rzl6zu9xk5w84xfgif3ur1782&dl=0
PNA37885-델타항공,3649800,3649800,채효경,2025.12.4,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/a00y1q21l6ouecsx2wzix/AJwoPyculmmYXlej6kguGro?rlkey=wm03ia8wl5es08awrdxw8n6m1&dl=0
PNA37919-대한항공,16334164,16334164,김령은,2025.12.29,2026-01-06,2026-01-19,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/csdiee56jftcajarliqwp/AJttvk7xUExCjQydLKZO9Ts?rlkey=ecjvpdj4wfaeaer7aex0bk0ha&dl=0
PNA38015-킵어스위어드,490600,490600,김령은,2025.12.19,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/p4sdyb1f4skc5sckh7nix/AMnh7QnhULOsmPgcczBLuOM?rlkey=iudko9bh0ipv1lpwra4kjbs49&dl=0
PNA38032-기후솔루션,883300,883300,채효경,2025.12.11,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/al76875s5bh08z3104nkj/AIwjQceR8yZkKtYuPe2UlS0?rlkey=vbl90lppgz67pnmjlcg21z2vv&dl=0
PNA38036-워터스코리아,2827000,2827000,채효경,2025.12.19,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/cnomjzwoxp8cg0l4jf507/AOS-wxbGIWxf9pkpEnBFaUQ?rlkey=c3r9ek9lpxui7f248nxv2xp8q&dl=0
PNA38094-iM금융그룹,946000,946000,현동원,2025.12.16,2026-01-06,2026-01-06,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/wna4yqyvx5zlqewrmwyko/AJ1W7t4R8kGZmlnYFBVu7A0?rlkey=jbouu2fhww03vee1gftdgbp3k&dl=0
PNA38125-보스턴컨설팅그룹,5250300,5250300,채효경,2025.12.15,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/kwl97kxc96fp7fdkigom4/AITwbWIgSeqCCAcvMz6fmMo?rlkey=0cvajaun7n9e6qep4q318slvs&dl=0
PNA38144-국립중앙의료원중앙응급의료센터,2818420,2818420,김령은,2025.12.22,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/nqfxrmieqoxd82gapry24/AH-l-eZYj8sDjZVAnVjzvpU?rlkey=hbaq6d9e3sbpwrweo43d7fejn&dl=0
PNA38153-기후솔루션,2057000,2057000,채효경,2025.12.18,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/5fqv0qso4m5loqzpkbs3a/AFEXAi0CR4zFoLeWDW8q-Zw?rlkey=3htom9aa06eu8njrr2qigtvy5&dl=0
PNA38161-세븐라인랩스(Fortem),1433300,1433300,이은지,2025.12.22,2026-01-06,2026-01-06,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/bv5sgudph9naavvw4bhql/AOZpyEMrbq_8iKT4Ft2XvTA?rlkey=6qrzv72s12jbb7ub335tgkdjk&dl=0
PNA38175-제일기획,2713700,2713700,이은지,2025.12.30,2026-01-06,2026-01-14,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/49y722k1lageef7o20gve/AN7la1uX_hirPVwESkwOTKg?rlkey=mwfcn6gutnq4hldcjqadthjjz&dl=0
PNA38233-싸이트플래닝,731610,731610,송지영,2025.12.22,2026-01-06,2026-01-06,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/b1x4h0zu3zeoysbadi0cy/APHLP4ZhMKLI1IMj7wk4qFU?rlkey=egh0yu8zch9784tpr4gqhvcmi&dl=0
PNA37032-알티비하우스,14112670,14006300,송지영,2025.12.12,2026-01-07,2026-01-21,"택배(일반), 퀵(수도권)",,2026-01,https://www.dropbox.com/scl/fo/1ay8y2l8pizt72jpnyhv5/AEE4Bx2DMC0j1U89RLETI2E?rlkey=a5vobqgudpcxm8n8x6623r26j&dl=0
PNA37502-유비온,13415600,13415600,현동원,2025.12.12,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/gcqtahypt4sei47q9miln/AG9z7KELVGouw4n1PsfUItI?rlkey=c1v5spid5ttpsaxoow7xyz4cc&dl=0
PNA37530-(주)아크릴,8550300,8550300,채효경,2025.12.18,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/qvvyb4mr284gn8xarpc3t/ALrjpJ9QXQRCTb7a-p0ZDuU?rlkey=75npnhlf45crnlep5d8vfahd4&dl=0
PNA37665-케첨코리아(구글),960300,960300,채효경,2025.12.15,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/agn62xtp3gkqrwumpsmww/AJtoTLjCXB8gPHP20YYNnlY?rlkey=mvju2oilvroiowfspldddkn4x&dl=0
PNA37707-인베스트위드,18166500,18166500,송지영,2025.12.22,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/cwqqpoal65uk1ctlsm959/ANSPrgnjO2PVPk3drJRcB3g?rlkey=awkmo6vesqitstif0m8mv8ggi&dl=0
PNA37730-알티비하우스,754600,754600,송지영,2025.12.12,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/p7113hqjuyzkt9429s205/ACOfl0zVMRXIUbp-fXQDLsA?rlkey=bc9fbez75fl2o4y60ur3xjhmi&dl=0
PNA37744-다미화학,2231900,2231900,채효경,2025.12.17,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/ri5z2fmnngerzkhr0zflt/AJQnAB3lexO46j4bVuHD-GU?rlkey=b73laqqp0ulgun8ws61ma5972&dl=0
PNA37749-에프피앤코,1961300,1961300,지윤미,2025.12.24,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/gtp5fkpfwmyb70033lwdp/AAo4X3UjK3n99AectJOYpCA?rlkey=skjgq240szmt518tymm8c1g95&dl=0
PNA37808-CTR,3005970,3005970,송지영,2025.12.17,2026-01-07,2026-01-07,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/pk1g7nqas2drh7je4wtck/AEEsJW9ipUvbA7XWEzNM0S4?rlkey=zpzjj8b0b02wjmqa9fsco4ic3&dl=0
PNA37840-아이유노,443300,443300,이은지,2025.12.23,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/issxtpy4u5wtft9a5cz08/AKdcMEpTB926A9YBCcHhPi4?rlkey=jus8k4bppgquoh25bqqmhkti5&dl=0
PNA37900-한국뇌연구원,4993758,4993758,송지영,2025.12.10,2026-01-07,2026-01-07,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/2o6mz0i2mz307uu3juda6/ANjYp8amyxHBfnhqlsJYbMQ?rlkey=2v8jwvi3i02qrka8jt9bkwc8g&dl=0
PNA37929-남원시청여성가족과,2062300,2062300,채효경,2025.12.16,2026-01-07,2026-01-07,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/rr2v3zqultnzpp628ztyq/AL8qeVpOQh7qSz-VOqNiJ3w?rlkey=gkxs90fvx8punw87ai6ljjlqg&dl=0
PNA38027-넷마블네오(본제작),6968500,6968500,한봄이,2025.12.22,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/v8hitxu9mujg70ikg3y03/APcKlIaue8DwwliQo1SpUu4?rlkey=4mhjpbp7fur9tgvjznolrga5i&dl=0
PNA38103-엘에스머트리얼즈,4838900,4838900,이은지,2025.12.24,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/y1cu1jzkasxb5k8qyr5qw/AJv9XdIU3dKwnhWg7UB2IqU?rlkey=osrp7c5nezoey9w1ao8tfg2c8&dl=0
PNA38111-대한혈액학회CML연구회,3909400,3909400,이은지,2025.12.23,2026-01-07,2026-01-15,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/lpsm9fgg1c9rpqre8bvlm/ANx8nxUT0wSyR77WQHK90cY?rlkey=evk34peghfx3s4n5hq96f9e5y&dl=0
PNA38166-엠퍼니인터랙티브,3314300,3314300,송지영,2025.12.17,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/1v9rl1mc3zwkf8nlvul3m/AMvmA3AZTRLiDeGIW-x_FOg?rlkey=z5ymqwoi2x8g4dg5q1v09w7xb&dl=0
PNA38178-노원구청년일자리센터,4152500,4152500,이은지,2025.12.23,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/zsh67d5it18rn3v5g68d5/AN5vjycI0XTIbvFrKKBWnm4?rlkey=2ogu22db9lnetlxt4uqzcnuv5&dl=0
PNA38186-삼성전자,334620,334620,이은지,2025.12.24,2026-01-07,2026-01-07,고객직접퀵배차,,2026-01,https://www.dropbox.com/scl/fo/lwk7cdv146tl8mgt042uj/AOLNe62gFXgbrbpHe-y7eAk?rlkey=b4e5d133kb7a2fh1pzcpv61yk&dl=0
PNA38197-SBSA&T,10071050,10071050,송지영,2025.12.22,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/scsfujbm02l95sx76t3sg/AFxebjCU1cthFEOjxH6Nxhg?rlkey=97d7heqf7ou575pzqv3pnd8kl&dl=0
PNA38281-신도리코,1102200,1102200,송지영,2025.12.23,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/tmst1uvcwu479ne6780k3/AM89-nzgWSQ0d5JMAfsPtOo?rlkey=bibya4kcppkwcps6euhfdyhki&dl=0
PNA38310-비상교육,2534400,2534400,채효경,2025.12.29,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/s3wf67ggjlpfqatz6q8pm/AKSNoaCqNHTPhQnkQw88VpQ?rlkey=03lkua83iqjb38r9a14tyezys&dl=0
PNA38355-세무법인리원,1631300,1631300,김령은,2025.12.26,2026-01-07,2026-01-07,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/f4hm4lcbyw2u144qjluob/ANHwomTqc8VBFWSKS0lQaN4?rlkey=d4cfvlylk5tgu8d2429sgyjfz&dl=0
PNA37431-한국증권금융,7300040,7300040,지윤미,2025.12.15,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/0fqy2q2bx0v7hzvcfjy6f/ANyPQ6689mXmhpYb18_L5N8?rlkey=1q2fxr49n7qdodtg3hvsgtzwk&dl=0
PNA37616-크로스핏테디짐,2245100,2245100,채효경,2025.12.16,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/qo0k3lbocgx7lmdvd41cl/ADBVRaQNcMF_ztlQ8QRM5HI?rlkey=o4gowlygb6v9pevnck56hcouh&dl=0
PNA37618-YTN,5471180,5471180,현동원,2025.12.23,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/xyslorzob04wdwn1l0bs0/AOPmNUBHrfcdLv83y_06Pwg?rlkey=s8t5bywkhw3e18f36sikxce4d&dl=0
PNA37646-월드비전,2148300,2148300,김령은,2025.12.17,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/6ymnrkm9qc6crkoxfyxqm/AHIvSYITMZtEJJhUd57sOyI?rlkey=rtb4tfkb2612b34sr7d2pcp69&dl=0
PNA37746-금융보안원,4085400,4085400,지윤미,2025.12.19,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/c1ewbfmk5fc429n9qdfqt/AG6th5dKnLtkVBVhGxQuzBQ?rlkey=6kfpiazmsyfrqhsddzmpx8v96&dl=0
PNA37925-크래프톤,5580300,5580300,채효경,2025.12.10,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/m57fr253ngnbaqtkgogio/AK7KsaBQyXUiE1fsWdwtEvo?rlkey=kjvxowiahr96iux845natlsiv&dl=0
PNA37966-여수히든베이호텔,4413750,4413750,지윤미,2025.12.15,2026-01-08,2026-01-08,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/uf1ouepayupqmsnnhih5v/AH29KejYkpq4BfX3a_R5PEA?rlkey=ifoe6j6rfr0tpcg16129jrv5h&dl=0
PNA38040-지멘스,2214300,2214300,지윤미,2025.12.12,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/d1sba3fou02upuvm3myka/AE-P8eJ0JcgJBaslXufNHVU?rlkey=tracefqoe7ycadqmt8sluv19s&dl=0
PNA38041-이지케어텍,7599900,7599900,현동원,2025.12.19,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/pcetmweitli47icc16ji4/ALePSXSuYxBUV71k5KzelAw?rlkey=qiqnpmxwc5t4kjmi0m3vxpb0z&dl=0
PNA38089-안랩,1829300,1829300,채효경,2025.12.19,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/tqu88pum7obdcmcm2on9r/AI2btatLWBPMrZ9_EBrC2gE?rlkey=eekazaxov5bb4e75l73a2j5qy&dl=0
PNA38168-한화시스템,6538400,6538400,지윤미,2025.12.18,2026-01-08,2026-01-08,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/mpfvrse5elsphb3shsqlx/ABRxhelDoSCAEbgOtHkaloo?rlkey=9a42qyq0baqoozgeht1zvhhfx&dl=0
PNA38184-더블유빈(샘플제작),151800,151800,이은지,2025.12.29,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/66bl69fz8bbvos32yvko9/AD5S1xv7fhBTaO7sPDEiFo0?rlkey=h6frt8mgj05lq8eriq9hk41wf&dl=0
PNA38205-연세대학교,2993980,2993980,김령은,2025.12.24,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/zb049bwp9enh9mzxnw698/AKZtRNf5ZfG3nSj2bgQ5qtU?rlkey=vfwnxyyjyom549ob3aj2x72e7&dl=0
PNA38285-라이나손해보험,12851300,12851300,채효경,2025.12.29,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/rj5psfz1hfyvag3286ykb/ADW2pu9ZcM6beu9zG50wjjs?rlkey=gtouy3vk3pqegjsnipsq2hd46&dl=0
PNA38327-도시바글로벌커머스솔루션즈코리아,1235740,1235740,이은지,2025.12.29,2026-01-08,2026-01-08,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/483fdvgm65k3u3xdq2n6k/AKSfstCOKDoEny0XDiMCex0?rlkey=vo9wq4d0j88ng7u6y4wnslxyw&dl=0
PNA36847-비엑스디디자인,4871350,4871350,이은지,2025.12.16,2026-01-09,2026-01-09,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/gvv1dpjow1toj9qagrgi7/AG1MKzmD3VoGzPtp9iIoaKg?rlkey=37laig524stmrhomksnhnjtio&dl=0
PNA37443-써모피셔사이언티픽,4914800,4914800,채효경,2025.12.17,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/awihkb3dnubuf726vkoey/AD_vMICXgDd0EBHUViy87yE?rlkey=7t5oaaedsori175vf8v0h7h9n&dl=0
PNA37467-(주)와이드디앤씨,2142800,2142800,김령은,2025.12.29,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/zysve05mc96yzhsx0glib/AMNaj-JkEno1H0hyWYSsvqE?rlkey=yx3lq5hdgkzjyi5jneaxbh1sk&dl=0
PNA37587-화성시청,9801000,9801000,송지영,2025.12.9,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/ttxrkvt6guletoy0fh7rm/AEEWdDHe9I1FiHsM35CgRDg?rlkey=iextek15gvmutgkpikt1w7vfd&dl=0
PNA37637-홍천엠앤티,6896450,6896450,송지영,2025.12.10,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/ufsggrxabfptopjb3m64c/ADsDPhkO8d1Er4nQYJMlhHI?rlkey=1kvzonvh4iept1fodkwrew5tr&dl=0
PNA37837-코드잇,5110600,4141500,지윤미,2025.12.19,2026-01-09,2026-02-03,택배(일반),,"2026-01, 2026-02",https://www.dropbox.com/scl/fo/64cxrok22dcgtzk2v21uv/AAm2QPEYUY5D86EXFM9Op8Q?rlkey=0l1eggj66yznr8gx0y89ltrvp&dl=0
PNA37968-황금종합사회복지관,4819980,4819980,김령은,2025.12.19,2026-01-09,2026-01-09,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/y6g6egp98x2g54dz7i7no/APi9k3W-KVwDfw4xDqfrd-M?rlkey=ulvdt9mcziim48e71s0c7j7qx&dl=0
PNA37982-브리온컴퍼니,3597000,3597000,이은지,2025.12.29,2026-01-09,2026-01-09,고객직접수령,,2026-01,https://www.dropbox.com/scl/fo/hnxizvu4j6xweaw55orig/AJ7jbTscvYMOjmTM2wBFnKw?rlkey=gf98r6zf5jaie2gi7ju8tyx1b&dl=0
PNA37998-핀휠(갤러리바다),4860900,4860900,현동원,2026.1.5,2026-01-09,2026-01-29,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/acnwit2g5oigc5ee92e38/AGQHCYjxPXE6D7X0e55xmvc?rlkey=fcfalg1rn09pedjq6l22a8aq1&dl=0
PNA38077-월드비전,2401300,2401300,채효경,2025.12.19,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/93x8ge44bvhc3b6yanqgq/ACn9sMOp5LPkIhqD0tp8dkY?rlkey=z8x2quu5lzntgaedowy453yu4&dl=0
PNA38132-제뉴원사이언스,7945300,7945300,이은지,2025.12.24,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/wd2jcsw75jzofvm7yrd7j/AECwbHZKmCJhUnaHxS6jUVs?rlkey=ymnq33o0aepkacque0y5wzeph&dl=0
PNA38135-LGAI연구원,1557600,1557600,송지영,2025.12.24,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/li1j89v53grgfmnmm8zro/AOSnEAsZ_XBCP0hl7mjOPPU?rlkey=b5eyxauak2h9ftc9l80wy6b28&dl=0
PNA38174-AIWEB,2786245,2786245,이은지,2025.12.26,2026-01-09,2026-01-09,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/v3i4xzedjqirordtx8jnp/ADtRtIeRbxfkCMFaiEaqjxc?rlkey=drvyit2lvdm82rf5hry9fro0b&dl=0
PNA38182-스푼랩스,7297400,7297400,송지영,2025.12.19,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/je4932w1ciqy9k2la1v2k/AHZNpXgozvpMX_0xPFyc6X0?rlkey=2bnc3yma0l24czs9cvsu0top2&dl=0
PNA38215-삼성전자,30704300,4189900,김령은,2025.12.24,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/u9fk3vcgn52mzwh05103b/APt93_t52fYNwR7eCLOaqKQ?rlkey=a1agwf7t12nwgnes35ri43k7o&dl=0
PNA38276-월드비전합창단,2576640,2576640,김령은,2025.12.24,2026-01-09,2026-01-09,택배(일반),,2026-01,https://www.dropbox.com/scl/fo/zdqpsh11ntfz7w8jj05kh/ALAA1hRmrkaLqyFXE1b73sM?rlkey=12m3e604rea1u0z3fczaq9l30&dl=0
PNA38279-서민금융진흥원,2917992,2917992,채효경,2025.12.29,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/7o6l9x01q422xmb0xqz7i/AIOXHmDxZVThmWoa0Q94DRo?rlkey=in6nuovx79kktbwcm5e4uj40n&dl=0
PNA38360-힐레브란트고리,1664300,1664300,이은지,2025.12.30,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/q1ebw5pa21colvyiep6ea/ACvCCrYYQpYZEvAeoT2HNkc?rlkey=uhh2f6w6bia5y7zep9m1mxquv&dl=0
PNA38361-PINKWONDER,3643200,3643200,이은지,2025.12.30,2026-01-09,2026-01-09,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/faf7ujinz5huq5as41x0e/AAc3YAff156MZH6oW2Vqkfc?rlkey=24auct8rpd42ktp4mcnxmlc3h&dl=0
PNA37739-화성시청,9430850,9430850,송지영,2025.12.26,2026-01-12,2026-01-12,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/tkkxxcewm23f4d7h5czi6/ANoN7UKX9TefLNS3WuIFxfM?rlkey=riaa730becgo3j4xupsfkm8pk&dl=0
PNA38004-와이즈와이어즈,9155300,9155300,채효경,2025.12.17,2026-01-12,2026-01-12,퀵(수도권),,2026-01,https://www.dropbox.com/scl/fo/if59gu99d3k67ihn803wp/AARvDNpLtVIfr2OQVURo-9E?rlkey=vqgbphd1v8qlxodvna9nw5op2&dl=0
