프로젝트명 (Short ver.),총 매출액,주문내역 금액 합계(from order),CX Specialist,발주 신청일 (기능),출고 요청일 (최초 출고일 기준),최종 출고일,배송 방식,출고방식 (확정),출고 날짜(월),드랍박스 링크
PNA51266-젠스타메이트,4189240,2964060,현동원,2026.3.27,2026-04-10,2026-04-17,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/vxi1cvlvej6bdcq18yfqk/AFZ-RH5vW6QvY0RIX802wiA?rlkey=sqp2dc2asnh19uio0b7hv9uvw&dl=0
PNA51287-테스,6813400,6813400,현동원,2026.3.31,2026-04-10,2026-04-10,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/e67mlcqkkxufcbcc7o7ck/AEAatSKpja0AxINgj49v3UE?rlkey=j67l5ymp4m3hy0g58xhumx2tf&dl=0
PNA51312-주티에스이,2756050,2756050,송지영,2026.3.31,2026-04-10,2026-04-10,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/9qwbp1o6cl4xoqads2wjc/AGBDXlyQlDDiHouvhUE98P4?rlkey=b6jjf3ga4hljsp5ck507t64qf&dl=0
PNA50803-에프엠커뮤니케이션즈,17862625,17682225,송지영,2026.3.27,2026-04-13,2026-04-13,고객직접퀵배차,,2026-04,https://www.dropbox.com/scl/fo/lajt1k1e8x4964njlje3g/ACT5AXJAsaImjVRLzltpf3s?rlkey=qyrgxxdnbmstbs0tw7dijbb5n&dl=0
PNA50912-이알플러스,1307900,1175900,우예림,2026.3.27,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/hrug4qsyp0fngkn9qqi5f/AGrsNJLgnInRDyGpfbefv4s?rlkey=bv2uzdaunmfls6hvwj9m4wqjv&dl=0
PNA50961-GS건설,3089900,3089900,우예림,2026.3.26,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/60rbz91dlp89xwwu4k02k/APykkV10SAZtgO8sGh6JZ84?rlkey=3qfe1mrmgwp1e8erwgp26u3h4&dl=0
PNA51029-아산나눔재단,3256000,3256000,송지영,2026.3.19,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/rdynz9zatnbgw7164rcsh/ACyRUmqcXC0Dqrn5OSDTjRg?rlkey=9avlhu8fk0ezew37qp34jsssl&dl=0
PNA51168-아이버스커뮤니케이션즈,15040300,15040300,채효경,2026.3.19,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/7k0qesoph2v1deempw2my/APwJ8H-gtyeKChARidxXnhQ?rlkey=fcav3a1phggfew3m35ycxxkzu&dl=0
PNA51230-무빙스톤즈,767910,767910,우예림,2026.4.8,2026-04-13,2026-04-22,"택배(일반), 퀵(수도권)",,2026-04,https://www.dropbox.com/scl/fo/8pegd5s9knwrw2y6mjxrx/AAOLgL-UzbWJuqwS77VmhXY?rlkey=2qeoxnqqmlbb2wztne6cfa2ab&dl=0
PNA51242-에이치아이여성의원,2775300,2775300,지윤미,2026.3.30,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/jahyn02c3p7ggoo2ivvfm/ACem0TFsoSlfvMek1YIbIUU?rlkey=j1ew262idpsokpke4a8ym43sy&dl=0
PNA51315-아마존,3809300,3809300,채효경,2026.4.2,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/g296n0exhuezpddvbhz7g/ALHTYF-51yDojvwBvy-MoLM?rlkey=ey0dm2lnxjuxjtegnyfyxpy0h&dl=0
PNA51319-도시건축집단아름,1903000,1903000,채효경,2026.3.31,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/n435ry9rbolgto7exvz2h/AJBEUY5dTlHQiCVcwDTSYiY?rlkey=7819lf9geza6yfv8x8ru3c26f&dl=0
PNA51325-제주온라인학교,1650000,1650000,채효경,2026.4.2,2026-04-13,2026-04-13,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/dwyns2g5renvv3jerfb45/ADtK_yUsZniw-3k0HzV_bTw?rlkey=6wcip9deurcbsy262gwv840ud&dl=0
PNA51339-에프엠커뮤니케이션즈,789250,789250,송지영,2026.3.31,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/v2yjgzrilmqhrt3aju0vs/ACLXBOOcs7sEgkn0f4k8L6o?rlkey=eb3b5gky2heyox3j7s8i89ux0&dl=0
PNA51350-푸른하늘,1829300,1829300,이은지,2026.4.2,2026-04-13,2026-04-13,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/vlfq0rjs2qktwdj6h2kor/AAz2a4mINW-k5RREUwBwSa8?rlkey=vti9uhjf0shb1059vwhls272f&dl=0
PNA51398-모모트,3361600,3361600,채효경,2026.4.9,2026-04-13,2026-04-21,"고객직접퀵배차, 퀵(수도권)",,2026-04,https://www.dropbox.com/scl/fo/2x6k6jk13cfeqn739q54i/AAJ00Bz7yaHH1kqSobw7978?rlkey=nc2uxkr6iqr0ck240ie4147ms&dl=0
PNA51416-신세계아이앤씨,1633830,1633830,송지영,2026.4.6,2026-04-13,2026-04-13,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/wuzbnmxypqzeqyousewkx/ADNMx2rCdqDz6w-EGayf8TI?rlkey=q4t9rty1kxfk5w2wa4c645gh0&dl=0
PNA50853-이스트크리에이티브,5206300,5206300,지윤미,2026.3.30,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/gxsat3trzjruiveame589/AItVzF66oqI7H8k4hrLQKmE?rlkey=pn0ugrgzn4r3ymsjhyqgiuvhx&dl=0
PNA50926-안산문화재단,4987400,4987400,송지영,2026.3.25,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/gqbktuoany5ctorpr2yvb/ALN_WvbnSfOypkzMvqGRXd4?rlkey=274pgz11uy1xdy58acr6s9z4n&dl=0
PNA51025-제이트레이딩,13099900,13099900,이은지,2026.3.17,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/oh15gi29ckfih9ahrktqs/AIpfb6KEEb_S2wM0FFJ9vRw?rlkey=1a37wxpay5tgkfvad7b4s7u5x&dl=0
PNA51156-OCI홀딩스,1383800,1383800,이은지,2026.4.1,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/g6ecbuzrol8z3p1yu44gi/AGy1-lZT91EFrTAKHAu-yi0?rlkey=0nvo2dji8lqc5k2wf0saemsfo&dl=0
PNA51204-비바웨이브,974600,974600,이은지,2026.3.27,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/ous055eyrhi7iqkd3co23/AJ0WdftKKuC-ZmjdKx0JDqA?rlkey=nced6660b3nvyjlzs6zma77ik&dl=0
PNA51216-피코코리아,4799300,4799300,채효경,2026.4.6,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/dai5bqa65tlj4r444np7h/ADo9yWnInExE3kvmcfJff_Q?rlkey=xbr33m6a6u1y9mmy9dqeo6mnd&dl=0
PNA51240-공군제2미사일방어여단,1513820,1513820,채효경,2026.3.26,2026-04-14,2026-04-14,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/8sq0vo0adww9tywyebknz/AGEgmxHhLrnSMJ6xfGxiwjw?rlkey=x5krnvvfwuw70t2pwzmwsdrqv&dl=0
PNA51293-FIG,4939000,4939000,우예림,2026.4.6,2026-04-14,2026-05-13,퀵(수도권),,"2026-05, 2026-04",https://www.dropbox.com/scl/fo/5nljw4nf456fy2w6bpp1b/AJwbRO82tsCCYFOYJNgMV6U?rlkey=wuvtg4rt4kfey4e6gth6mqkqh&dl=0
PNA51302-쉬엔비,1193885,1193885,우예림,2026.4.1,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/7ic2572ymyyu7tre3iahk/AA6RJPEM_X7fzMVSIVNJN54?rlkey=zjufodz9u3tvxi8g3fevr3dfz&dl=0
PNA51328-삼성전자,1647910,1647910,이은지,2026.4.9,2026-04-14,2026-04-27,"택배(일반), 퀵(수도권)",,2026-04,https://www.dropbox.com/scl/fo/nscjleim3mckm58y4hx2p/AECJPHXmXqjQxFoRR7jMpAc?rlkey=yd1ifbhmzo47oie4pdgu7mnbu&dl=0
PNA51337-강남대학교,2640000,2754400,우예림,2026.3.31,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/3ayao35pc5mg1ndwj2tq1/APplIFFwJJwnFAY0dc1rxp0?rlkey=7nysmpv8cfpl4a3otgsdnsnwc&dl=0
PNA51361-스튜디오드래곤,1290190,1290190,이은지,2026.4.1,2026-04-14,2026-04-14,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/6xv3svz081m1lj1hzzbm8/AOni92P3LrHTpt7h2THXNNk?rlkey=4c7pco9grbjd4ue8eapysq3mt&dl=0
PNA51363-엠퍼니,2225300,2225300,채효경,2026.4.2,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/4raz7b4vmonpk0z945tf8/AIt_TqkZGLUABthree0Wg5s?rlkey=cii64x0znpklx22mkmlz46smw&dl=0
PNA51440-메디힐(2차샘플),97900,97900,채효경,2026.4.7,2026-04-14,2026-04-14,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/fh3yveitdea0864k23y3o/AMliQEt2IrMUt4P9a_WPhec?rlkey=5sdvf16jhewl1b7kk7s0f0gf6&dl=0
PNA50097-메가젠임플란트,3865070,3865070,이은지,2026.3.26,2026-04-15,2026-04-15,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/3d66k9nao3cujfx5noyin/AKI73V5hSXBSB7yzklD1s28?rlkey=1jujlm27a2jygh3a4oungws2v&dl=0
PNA50864-비즈테크아이,3405050,3405050,이은지,2026.3.9,2026-04-15,2026-04-15,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/p66lzsk4pn55uonaqjt5d/AF_TMPIYwFaGcBmrA1ZNj8I?rlkey=rbp1mlwvinde6jc7h0j0h38rn&dl=0
PNA51053-한국연구재단,11364320,11364320,지윤미,2026.3.26,2026-04-15,2026-04-15,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/mjptsovtk1stjhj4a56bp/AGdigNr5Khdz54ONcqho4SU?rlkey=38n7zx7a3vmoetfdy3ewcfo18&dl=0
PNA51105-산일전기,2044900,2044900,지윤미,2026.4.10,2026-04-15,2026-04-24,"퀵(수도권), , 택배(일반)",,2026-04,https://www.dropbox.com/scl/fo/uc6b6q8j30imb2t30874e/AOwYVjD3VW8X2GC6hvfjNuw?rlkey=9oxiyda0qwhnee84mtit0j1ed&dl=0
PNA51165-중소기업중앙회,2197624,2197624,우예림,2026.3.31,2026-04-15,2026-04-15,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/dzdub61sk1ue9sdd27kcz/AFb100JlsmCC59kLaL8fGDE?rlkey=44y8fu5l60onh4gpdgahxfvcv&dl=0
PNA51167-앨리슨하이퍼앰,2113760,2113760,우예림,2026.4.2,2026-04-15,2026-04-15,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/8gr2rkelnsj41s19yk44t/AMdWqH_1TWhUZQwdXz-BMKQ?rlkey=z7dbtofdzmy79q0olvgoqzycn&dl=0
PNA51200-반려마루,1656930,1656930,우예림,2026.4.9,2026-04-15,2026-04-24,"택배(일반), 퀵(수도권)",,2026-04,https://www.dropbox.com/scl/fo/4rvok4hrwwkrtyfquyy9f/AK2cX3J14phPpEvkO5tJHac?rlkey=p3pli0towlzwhgzsjozmqp2g6&dl=0
PNA51260-풀무원푸드앤컬처,1991704,1991704,채효경,2026.3.27,2026-04-15,2026-04-15,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/yy9b8e6uvanel0y01jce7/AG8JhK5crQPmDcTn_J8qGYA?rlkey=3ngqd5t2zd66qw3szggwzj8nb&dl=0
PNA51381-에코마케팅,2071300,2071300,우예림,2026.4.7,2026-04-15,2026-04-15,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/kz015jmbsowi1fiz72996/ADzknvrsOVCvHHVBnYb_Ihw?rlkey=pov911cf1fb1bammmtxpsaubs&dl=0
PNA51418-펠리칸프로덕츠코리아,5110600,5110600,이은지,2026.4.7,2026-04-15,2026-04-17,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/r6zmzckenorihqzwcsnkj/AOgYY8PJSkXK4xIvwe_8ypQ?rlkey=wnssdacg6jccwdctnaeuxozhz&dl=0
PNA50504-선진엔지니어링,11092400,11092400,송지영,2026.3.27,2026-04-16,2026-04-16,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/6j5y48uyhy205g28mhs39/ANdu5LTsqJwHZ1CuEYoR45k?rlkey=s4aczo6yohn39v9a7dpcwmzav&dl=0
PNA50514-NHNAD,5700750,5700750,현동원,2026.4.1,2026-04-16,2026-04-16,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/3gje0kqajqbnvs9gftmym/ALtxwe-WVQFobOA5WcPokDs?rlkey=ng1nc07q3w90b9wzrkbuipoek&dl=0
PNA51116-대한항공,1400300,1400300,채효경,2026.4.2,2026-04-16,2026-04-16,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/gfm12mwuq92252wonzkqs/AI0OJkiv3WDw1CE75sEH3ys?rlkey=laegcm3zexivktmc3smqy0541&dl=0
PNA51163-BCG,5888300,5888300,현동원,2026.3.25,2026-04-16,2026-04-16,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/xptbl3zq227ofsx7l5g0m/ADzrFVRdc0LXzTJ1tBAyp5w?rlkey=c1pomdpo4mwb8jlv3c37l23jl&dl=0
PNA51280-씨크코리아,1597530,1845030,채효경,2026.4.3,2026-04-16,2026-04-16,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/s60e7dz173cn63yp5dlyl/AMx5SgAGYJQWheA9wbCUMj0?rlkey=pdq5w2hly6h9hgj9i538ozkyk&dl=0
PNA51386-광교삼성스마트신경과의원,1437700,1437700,우예림,2026.4.3,2026-04-16,2026-04-16,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/35urabsepit7m9rbx9cfl/APymKQ77p1LrCaK5HXzirBo?rlkey=gffh3es09vmdj8sujdhocojr7&dl=0
PNA51410-바이트랩,384010,384010,현동원,2026.4.6,2026-04-16,2026-04-16,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/3u6jawkk44gum9qt1u9a2/AE5yVOfRclED_t5A7nfwPXY?rlkey=53g5uux88n3gcl8odq2zgfsoe&dl=0
PNA51446-디포그,1128050,1128050,이은지,2026.4.8,2026-04-16,2026-04-16,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/c73ui5h4e56w9jmi4gc71/AJZ7o4id-hMkpaOBRrot4g0?rlkey=bahg5uni2e6eugc4180em4s7f&dl=0
PNA50047-컴즈,5426300,5426300,지윤미,2026.3.27,2026-04-17,2026-04-17,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/7e9zctau7ser7mw5ak1xr/AMd1XL-oKjhlGfZeVALR6bM?rlkey=6g9sdcxmxjrnm6aiojscvtge7&dl=0
PNA51298-CJ프레시웨이,2104300,2104300,우예림,2026.3.30,2026-04-17,2026-04-17,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/33tf4csvtsvjvjotdgz8o/AJ6PbRfsZMvvdSASyvyz0r0?rlkey=gika14vg175on6fscs1iouscr&dl=0
PNA51330-서울우유협동조합,1617000,1617000,이은지,2026.4.8,2026-04-17,2026-04-17,고객직접퀵배차,,2026-04,https://www.dropbox.com/scl/fo/pty3m622y2nyetriyep7m/AD4GIJ0kJVVz-INcRUW7Zv8?rlkey=pcdzq6jma0db104tppv12n27h&dl=0
PNA51378-나이스무브,12362900,12362900,우예림,2026.4.3,2026-04-17,2026-04-17,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/6bsqu3g0xru5nvfwfww76/AO6AZR6wlYSME7D9K8rpUw0?rlkey=owc84ewrvfhj7gjye3yoopwcc&dl=0
PNA51420-동부아트주,3267000,3267000,송지영,2026.4.6,2026-04-17,2026-04-17,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/dh6g2tue6ju96yluj0w7b/AJ_53tLHcxYzGi2vmJ40SC8?rlkey=dm39ma8v0twibgt50nz801rvp&dl=0
PNA51444-씨네21,905300,905300,이은지,2026.4.8,2026-04-17,2026-04-17,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/yktl1j9196qxaes3chmwu/AGztEmi_n6FfJPprXOzx5F4?rlkey=v4hnu7c9mfoj4sva7qzkxc2mx&dl=0
PNA51554-젠스타메이트,0,1012000,현동원,2026.4.13,2026-04-17,2026-04-17,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/x53rpmtyxkb1wnqgk7vnx/AOzX8z8ssb8IZ3tLBOXiJ50?rlkey=jnlmwd13sdh1dujh8sb0r83i0&dl=0
PNA50356-삼일회계법인,3831300,3831300,송지영,2026.3.31,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/beihwv5v9o3unqxq4h2g2/AOvYZKpxfofoRkFJksjlKg8?rlkey=wbzx2iyz3u6rcabgzs1h9xw2e&dl=0
PNA50880-덱스레보,13280300,13280300,채효경,2026.4.13,2026-04-20,2026-05-20,"퀵(수도권), 택배(일반)",,"2026-05, 2026-04",https://www.dropbox.com/scl/fo/yss7gwqnal2mbb09e7082/AOShC0mEYsDBGSAfn9axQWE?rlkey=kjr1sk8lg4o12wg02rnddwgao&dl=0
PNA51130-라온비,2814020,2814020,이은지,2026.4.1,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/h8sx65jfv97fz22zcalf9/AG6sf1ymFGubMO3kZHKZw3I?rlkey=ubxjezn2to5ktdiriwxnns2l8&dl=0
PNA51138-마키나락스,2218370,2218370,이은지,2026.4.9,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/qqhq5z5bz5rm6a78cqne9/AKdsr-GlIQ-ik-qYd-DNik4?rlkey=pxx07fz8worgwlrwskjlhr8vs&dl=0
PNA51205-롯데의료재단,6119300,6119300,지윤미,2026.3.31,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/pfnybtod3cfoi0ft56ogu/ABJ-vDRnTIhGH1TnoMtPcl8?rlkey=6x7nv0b8wamua1gzt2mtjim86&dl=0
PNA51213-삼성전기,35507010,35507010,송지영,2026.3.25,2026-04-20,2026-04-20,"퀵(수도권), 택배(일반)",,2026-04,https://www.dropbox.com/scl/fo/9ebsogrz9ut9ul9r1lgi9/ACNatRn-oOgDfTsveQ-J9i4?rlkey=plgg5rpx4e2pkttvfg26i17oo&dl=0
PNA51223-청년창업사관학교,2328040,2328040,현동원,2026.4.9,2026-04-20,2026-04-20,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/4cd0yk1s9q5ty3pk4woic/AGBAs_oO2odRCHayV27MccU?rlkey=sb06y4cs9hml6mn9y45ulr38z&dl=0
PNA51277-NHN,1997600,1997600,채효경,2026.4.1,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/870jx76p1xx1ytht6bgd5/ACPB8uAuO1u3z2f4dXqopQw?rlkey=54z6q7el4p5f06poa0rsyb2hf&dl=0
PNA51368-아머스포츠코리아(본제작),89866700,89866700,지윤미,2026.4.15,2026-04-20,2026-06-23,", 퀵(수도권)",,"2026-05, 2026-04, 2026-06",https://www.dropbox.com/scl/fo/yd6fkajjpgg3q5t9076ff/AG2ashHXyaVTutx26amTjzk?rlkey=9gfgz205nlt8fbvhssv57ouug&dl=0
PNA51370-웹케시,3380300,3380300,채효경,2026.4.6,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/4kbi25fqi57vjs73p12x4/ACBx70j_ItheUQycRxJH1uE?rlkey=pdi2z9mg7dvw1tatxpok62470&dl=0
PNA51375-무니스,5657300,5657300,채효경,2026.4.2,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/nh0qq8dyfumoet3pdzhzu/ACgK1mQmsXqqaVsMEK9fEjA?rlkey=nq943hvagm0xrremr6kf1vr4j&dl=0
PNA51380-GMDSOFT,587510,587510,우예림,2026.4.9,2026-04-20,2026-04-20,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/3weitq6w0v3wofb8bm535/AMAOGkwkOX2OGnRifqc8EBk?rlkey=dwa0kghlyu6iu8dyruntjvosk&dl=0
PNA51396-대학내일,957220,957220,채효경,2026.4.9,2026-04-20,2026-04-20,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/tkpaj6vuvxf112t0jsocy/AA9P2okPpMSZO1bV6IxwsQQ?rlkey=jxwb0grrrh53n9wblurmjkcj1&dl=0
PNA51406-SK하이닉스,9988000,9988000,현동원,2026.4.7,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/aws0qusavrrr69kqj703u/AK6-CKOgt4HZPw_AXDKgSdU?rlkey=9zfzd4bcb636alvloff41zid3&dl=0
PNA51425-고대구로병원,2581700,2581700,채효경,2026.4.7,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/sugecydfnvh43cd61w9oa/AFVPLS3UUM8raFLvRzK1v24?rlkey=zdnxlxqe3m8hxmlyxhu99asjr&dl=0
PNA51460-화성시문화관광재단,1863400,1863400,우예림,2026.4.8,2026-04-20,2026-04-20,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/yg9xet7mu35l1tvnpyjtk/AOgLP872OHmrGKbCJk4ipDo?rlkey=49ryf1s7zvn3wbqrf48k9v0sh&dl=0
PNA51122-오늘마취통증의학과,2110900,2110900,우예림,2026.4.7,2026-04-21,2026-04-21,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/p966qnuiwy56eajijp5wn/AAeQX-K--uPJE2yVz0MgUEI?rlkey=v60yglbruy5eql5x6zwpvot3b&dl=0
PNA51147-CLC어학원,1399860,1399860,채효경,2026.4.7,2026-04-21,2026-04-21,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/196d26t30qamapyq4hb7a/AKT9HzCXG5cFksKjB8AlvNc?rlkey=8ulr8l3wxy8p8dpmhs84ctgs6&dl=0
PNA51309-국제이주기구(IOM),1606000,1766600,현동원,2026.4.10,2026-04-21,2026-04-21,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/wksye0zzi16hl0k5wlpg3/AKAsLrGMwJcZvG83Rdi6-Rw?rlkey=kwluj7bisfa9dcmeua1cmouwb&dl=0
PNA51346-지멘스,2743400,2743400,우예림,2026.4.2,2026-04-21,2026-04-21,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/85xfeo0g6rlyjdwyapudx/AAsNhZK0ojfNccuzFf2iewc?rlkey=z2q20h7950l3jbuoa8gjl53q5&dl=0
PNA51550-개인,766700,686400,우예림,2026.4.17,2026-04-21,2026-05-19,퀵(수도권),,"2026-05, 2026-04",https://www.dropbox.com/scl/fo/9pv3n46softwk8as503wp/AMArvUJ65NggVt5qs0y5NKI?rlkey=qmyrequfyaav2jgdei3bk3ewt&dl=0
PNA51037-넥스트젠엠앤씨,48820156,48820156,지윤미,2026.3.27,2026-04-22,2026-04-22,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/l8jsmlam4gpfhd5trtxic/ADeBBYvjmw3D2c0P_J_QUOg?rlkey=fmcvpomdnbzv8vobcc2zu9mir&dl=0
PNA51274-삼영정밀인쇄사,4172080,4172080,우예림,2026.4.17,2026-04-22,2026-05-15,택배(일반),,"2026-05, 2026-04",https://www.dropbox.com/scl/fo/jpmgsehx4nifdcx8kurp7/ACB4G6XF6ekLPcKgv9Bm-Sc?rlkey=etw274amf1xxtm03wwyif74y0&dl=0
PNA51288-한국디자인진흥원,17137120,17137120,현동원,2026.4.8,2026-04-22,2026-04-22,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/55jwdy821rvrljkg8ylep/APQEa1gTOzDEtHKbWAuwQVM?rlkey=o3q2u7w62uux2vmibgxzp8eoq&dl=0
PNA51300-한화갤러리아,193600,193600,채효경,2026.4.16,2026-04-22,2026-04-24,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/2i2vhciclemmgjo1bueaw/ABEI8O_yd1gc5y6dH_uRYYQ?rlkey=u7f5dtkf4bgihp35tsx1qxh0c&dl=0
PNA51329-파라타항공,1164020,1164020,이은지,2026.4.15,2026-04-22,2026-04-22,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/rjh56z46qkomwquuesua4/ADjW9VqCdM0hdETb8-syMTg?rlkey=ginb6cw31dcvvxbzxx3zuojps&dl=0
PNA51332-세이브더칠드런충남아동권리센터,2422530,2422530,이은지,2026.4.3,2026-04-22,2026-04-22,택배(일반),,2026-04,https://www.dropbox.com/scl/fo/2shyhnlvwm4pkv81m2dsx/AATgo0Im9BLGriuJ0Mr2g1g?rlkey=xmpwwlvxahp1fek5fxny2swjm&dl=0
PNA51436-한국중부발전,2114200,2114200,우예림,2026.4.7,2026-04-22,2026-04-22,퀵(지방),,2026-04,https://www.dropbox.com/scl/fo/z4ilks3agqrg6y4p7s6ed/ABIDEQwKMfJOYpShzsZ_828?rlkey=fn55iocayhfbv7p92ji1md304&dl=0
PNA51453-나이키,5668080,5668080,우예림,2026.4.8,2026-04-22,2026-04-22,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/x0dynhremb6t2p0hmarby/AFFXI5653C0z4tkC4n7pODw?rlkey=oomfk0h9ol170k0qmy87dpq0o&dl=0
PNA51476-대명건설,4865300,4865300,우예림,2026.4.14,2026-04-22,2026-04-22,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/6jnxlf1zi0b1qn5on09z6/ACSO9qaTJn3uwiyOfHsVE4A?rlkey=l50wb4s3mykspls8926xpm77e&dl=0
PNA51503-디포그(브랜드잇),1557600,1557600,이은지,2026.4.9,2026-04-22,2026-04-22,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/j9hwwb5ws3yoevg4iv8h5/ALKo5PD3q9DEEtlIrdrUoh4?rlkey=gfx74tlrvuos5hn7190lsg36g&dl=0
PNA51628-밀리의서재,64900,64900,송지영,2026.4.16,2026-04-22,2026-04-22,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/1govztk59581uomrg06qu/AGpX_QxbvlUVGRPocVYCgcM?rlkey=lhrf3mnlgl12rk1t6y7511xu8&dl=0
PNA51672-대원미디어,722810,679910,우예림,2026.4.20,2026-04-22,2026-06-12,"택배(일반), 퀵(수도권), ",,"2026-06, 2026-04, 2026-05",https://www.dropbox.com/scl/fo/depapura5lv6nplamo7rf/ABLPwG5R4gazwd8OiBZ0IsM?rlkey=vsjc2rz4bct4ekpwkpii4z4t9&dl=0
PNA38579-유니세프한국위원회,7386500,7386500,송지영,2026.4.3,2026-04-23,2026-04-23,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/nlr7nnfh4gn5076i34tus/AD5_DH7e3SBckYU6lvSV6HQ?rlkey=ryu34pswq0jztzv8bi80wrjxx&dl=0
PNA50807-CJ올리브영,3750780,3750780,송지영,2026.4.8,2026-04-23,2026-04-23,퀵(수도권),,2026-04,https://www.dropbox.com/scl/fo/pmienyjnxckfkld84mzs8/AMGMp1xF8RuqIJ8F8oyE_4I?rlkey=4z9mpewvky2gjmxd0edt9dml8&dl=0
