period_unit,period_key,parts_no,parts_name,category,sub_category,procurement_type,production_type,sourcing_type,sales_status,is_managed,inv_qty,unit_price,inv_amount,sales_1m,sales_3m,sales_ytd,turnover_1m,turnover_3m,turnover_ytd,stockout_start,stockout_days,last_issue_date,last_issue_summary,서브카테고리,inv_1m_avg,inv_3m_avg,inv_ytd_avg,is_first_order,is_new_product,season_type
weekly,2026-05-29,PT0874,PT0874-단품박스(전용)_블랙_000-7,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1460,486,709560,200,1255,1906,0.1338688086,0.7752435258,1.423788666,,0,,,미분류,726084,786759.2308,650599.3636,N,N,
weekly,2026-05-29,PT2125,PT2125-스포이드(1.2ml)_반투명,Lifestyle,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,5871,19,111549,400,3550,5050,0.06732873254,0.7643845695,1.632443786,,0,,,가드닝,112879,88240.92308,58776.90909,N,N,
weekly,2026-05-29,PT2118,PT2118-택끈_카키_000-2,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3267,78,254826,400,3550,5050,0.1200120012,1.179854276,1.673797758,,0,,,미분류,259974,234690,235333.0909,N,N,
weekly,2026-05-29,PT4768,PT4768-EVA파우치(전용)_반투명,Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,9572,1087,10404764,600,3970,5734,0.06243496358,1.000659221,1.541718099,,0,,,미분류,10446070,4312547.077,4042800.045,N,N,
weekly,2026-05-29,PT2117,PT2117-생분해펄프화분(전용)_브라운,Lifestyle,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,8477,100,847700,400,3550,5050,1899-12-30,0.6501831502,0.8551284617,,0,,,미분류,862625,546000,590554.5455,N,N,
weekly,2026-05-29,PT4902,PT4902-트레이박스_블랙,Awards & Recognition,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1080,430,464400,50,250,790,1899-12-30,0.2079733794,0.567769756,,0,,,미분류,460315,516893.0769,598305.9091,Y,Y,
weekly,2026-05-29,PT2331,PT2331-골지패드(간지)_400-1,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,220,0,0,400,3550,5050,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-05-29,PT1517,PT1517-단품박스(스탠다드)_웜그레이_100-4,Figure,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1009,855,862695,259,579,579,0.2428504454,0.4403041825,0.4030630003,,0,,,미분류,911857.5,1124325,1228207.5,N,N,
weekly,2026-05-29,PT1572,PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,763,440,335720,400,1348,1858,0.4515946938,1.41288398,1.91134387,,0,,,미분류,389730,419793.8462,427720,N,N,
weekly,2026-05-29,PT1802,PT1802-헤링본끈_화이트,Fragrance,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,2906,65,188890,4900,8250,10200,2.01916143,3.654474513,4.310859488,,0,,,샤쉐,157738.75,146737.9231,153797.6364,N,N,
weekly,2026-05-29,PT1619,PT1619-펠트패드_화이트,Fragrance,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,1274,300,382200,300,1478,1980,0.2059025395,0.5904551182,0.7257822653,,0,,,디퓨저,437100,750946.1538,818427.2727,N,N,
weekly,2026-05-29,PT0554,PT0554-노트류지지대(전용)_블랙_100-2,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2126,202,429452,505,1875,3245,0.456084895,1.877599754,2.843883201,,0,,,미분류,223664.5,201720.3077,230491.1818,N,N,
weekly,2026-05-29,PT0543,PT0543-골지트레이박스_블랙_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,130,2926,380380,505,1205,2175,2.936046512,1.981657179,2.030381466,,0,,,미분류,503272,1779233.077,3134411,N,N,
weekly,2026-05-29,PT0549,PT0549-텀블러류지지박스_블랙_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2416,215,519440,405,2646,4256,0.1701680672,1.854458193,3.430170206,,0,,,미분류,511700,306768.8462,266762.2727,N,N,
weekly,2026-05-29,PT2169,PT2169-단품박스(스탠다드)_화이트_100-17,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1073,809,868057,120,790,940,0.1151355241,1.248328674,1.328451211,,0,,,미분류,843180.25,511972.5385,572441.0455,N,N,
weekly,2026-05-29,PT4842,PT4842-커스텀플레이트_블랙,Bag&pouch,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,810,520,421200,75,75,75,0.1063829787,0.1433425356,0.1433425356,,0,,,하드케이스 파우치,366600,272075.5556,272075.5556,N,Y,
weekly,2026-05-29,PT1569,PT1569-컬러풀노트패드_블랙,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,924,1853,1712172,420,1440,1840,1.568627451,3.608353933,4.234299584,,0,,,메모패드,496140.75,739484,805214.6364,N,N,
weekly,2026-05-29,PT2827,PT2827-투명손잡이지퍼백(S),Bag&pouch,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1016,120,121920,2000,2300,2400,2.361275089,2.155265624,1.926093459,,0,,,미분류,101640,128058.4615,149525.4545,N,N,
weekly,2026-05-29,PT1373,PT1373-유광덮개파우치_투명_000-2,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1053,190,200070,700,1400,2730,1.145194274,1.547882293,2.017602795,,0,,,미분류,116137.5,171847.6923,257087.2727,N,N,
weekly,2026-05-29,PT1136,PT1136-스탠드업칫솔_화이트,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1581,1600,2529600,1045,2925,4420,1.242568371,2.222514466,3.124176707,,0,,,구강관리,1345600,2105723.077,2263636.364,N,N,
weekly,2026-05-29,PT3349,PT3349-주의사항표기서(전용),Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1979,74,146446,320,1355,1595,0.5909510619,2.321734546,1.72899729,,0,,,미분류,40071,43187.53846,68265,N,N,
weekly,2026-05-29,PT5069,PT5069-블리스터(전용)_투명,Safety,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,5493,180,988740,3000,7354,7954,1.204456489,4.683846945,8.573220322,,0,,,미분류,448335,282613.8462,166999.0909,N,Y,
weekly,2026-05-29,PT1779,PT1779-골프공(타이틀리스트프로V1),Lifestyle,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,0,5167,0,200,350,350,1.173020528,0.617200217,0.6125531621,,0,,,골프,880973.5,2930086.462,2952315.182,N,N,봄가을
weekly,2026-06-05,PT0947,PT0947-씬페이퍼봉투_화이트_100-4,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,19834,45,892530,0,100,100,0,0.005028435804,0.005015657575,,0,,,미분류,892530,894910.5,897190.4348,N,N,
weekly,2026-06-05,PT0948,PT0948-씬페이퍼봉투_화이트_100-2,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,10319,43,443717,0,0,3453,0,0,0.308261688,,0,,,미분류,443717,443717,481665.4348,N,N,
weekly,2026-06-05,PT4768,PT4768-EVA파우치(전용)_반투명,Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,9572,1087,10404764,600,2670,6334,0.06268282491,0.5129880111,1.593982165,,0,,,미분류,10404764,5657617.6,4319407.174,N,N,
weekly,2026-06-05,PT0572,PT0572-머그류지지박스(전용)_블랙_000-3,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,9551,689,6580639,0,0,0,0,0,0,,0,,,미분류,6580639,6580639,6580998.478,N,N,
weekly,2026-06-05,PT2117,PT2117-생분해펄프화분(전용)_브라운,Lifestyle,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,7427,100,742700,920,2270,5970,0.1238723576,0.32010153,0.9997160518,,0,,,미분류,742700,709150,597169.5652,N,N,
weekly,2026-06-05,PT2836,PT2836-버튼링_반투명,Stationery,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,7529,25,188225,0,0,340,0,0,0.105278633,,0,,,노트,188225,101518.5,80738.13043,N,N,
weekly,2026-06-05,PT2125,PT2125-스포이드(1.2ml)_반투명,Lifestyle,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,5346,19,101574,920,2270,5970,0.1720912832,0.4003951035,1.870619919,,0,,,가드닝,101574,107718.6,60637.65217,N,N,
weekly,2026-06-05,PT2805,PT2805-씬페이퍼봉투_화이트,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,5655,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-06-05,PT2962,PT2962-아이콘펜(클립)_화이트,Stationery,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,5644,0,0,144,794,2094,0,0,0,,0,,,펜,0,0,0,N,N,
weekly,2026-06-05,PT3365,PT3365-와이드클립펜_올블랙,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,5239,598,3132922,340,840,3590,0.06489788128,0.1536379266,0.5703844932,,0,,,펜,3132922,3269505.2,3763812,N,N,
weekly,2026-06-05,PT0575,PT0575-텀블러류지지대(전용)_블랙_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,5128,0,0,0,400,550,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-06-05,PT0878,PT0878-매트블랙텀블러_블랙,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,4691,7110,33353010,1522,2877,6393,0.3244510765,1.040769815,3.364274928,,0,,,텀블러,33353010,19654173,13510854.78,N,N,
weekly,2026-06-05,PT2802,PT2802-아이콘펜(바디)_화이트,Stationery,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,4999,355,1774645,144,794,2094,0.02880576115,0.1550054662,0.4255195081,,0,,,펜,1774645,1818452,1746970.435,N,N,
weekly,2026-06-05,PT5318,PT5318-바스락지퍼백(1입),Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,4988,200,997600,0,0,0,0,0,0,,0,,,미분류,997600,997600,997600,Y,Y,
weekly,2026-06-05,PT5309,PT5309-지퍼백(전용)(1입),Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,4865,345,1678425,100,100,100,0.02055498458,0.02018163471,0.02018163471,,0,,,미분류,1678425,1709475,1709475,N,N,
weekly,2026-06-05,PT3363,PT3363-바닥지_화이트+옵셋풀컬러,Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,4772,74,353128,150,250,882,0.03143336127,0.05167210946,0.1798452086,,0,,,슬리브박스,353128,358026.8,362912.087,N,N,
weekly,2026-06-05,PT4758,PT4758-단품박스(전용),Tech,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,4439,409,1815551,580,2450,4600,0.1306600586,0.4738878143,0.9107185897,,0,,,미분류,1815551,2114530,2065841.217,N,N,
weekly,2026-06-05,PT4712,PT4712-단품박스(전용)_화이트,Tech,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,4582,1100,5040200,0,400,2320,0,0.1672870227,1.240153498,,0,,,미분류,5040200,2630210,2057809.783,N,Y,
weekly,2026-06-05,PT4759,PT4759-블리스터(전용),Tech,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,4368,573,2502864,580,2450,4600,0.1327838828,0.4741721342,0.9040185247,,0,,,미분류,2502864,2960633.7,2915648.217,N,N,
weekly,2026-06-05,PT2077,PT2077-클리어리유저블컵_바디(473ml)_투명,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,2286,2000,4572000,550,1270,2324,0.2405949256,0.4938175597,1.008433167,,0,,,리유저블컵,4572000,5143600,4609130.435,N,N,여름
weekly,2026-06-05,PT3343,PT3343-펄프박스_리드_그레이,Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,4363,3605,15728615,150,250,882,0.03438001375,0.05564582545,0.1896153666,,0,,,슬리브박스,15728615,16196183.5,16768735.87,N,N,
weekly,2026-06-05,PT2078,PT2078-클리어리유저블컵_리드(스트로우리드)_화이트,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,4352,200,870400,0,0,0,0,0,0,,0,,,리유저블컵,870400,870400,870417.3913,N,N,여름
weekly,2026-06-05,PT3344,PT3344-펄프박스_바디_그레이,Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,4349,0,0,150,250,882,0,0,0,,0,,,슬리브박스,0,0,0,N,N,
weekly,2026-06-05,PT3854,PT3854-미스트워터보틀_반투명화이트,Drinkware,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,3895,3583.333333,13957083.33,400,660,1570,0.1026957638,0.3864709459,1.612739267,,0,,,보틀,13957083.33,6119476.833,3488371.275,N,N,
weekly,2026-06-05,PT4753,PT4753-군번줄_블랙,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,4048,90,364320,0,100,200,0,0.02436647173,0.0479171658,,0,,,미분류,364320,369360,375648.2609,Y,N,
weekly,2026-06-05,PT4711,PT4711-브릭스탠드멀티충전스테이션(인쇄패드)_화이트,Tech,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,3894,0,0,0,400,2720,0,0,0,,0,,,충전패드,0,0,0,N,Y,
weekly,2026-06-05,PT4754,PT4754-단품박스(스탠다드)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3605,415,1496075,2690,4715,4715,0.746185853,1.885773707,3.052467138,,0,,,미분류,1496075,1037624.5,641030.6522,N,N,
weekly,2026-06-05,PT4710,PT4710-브릭스탠드멀티충전스테이션_화이트,Tech,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,3669,24500,89890500,0,400,2720,0,0.2659928182,2.392575884,,0,,,충전패드,89890500,36843100,27852826.09,N,Y,
weekly,2026-06-05,PT4954,PT4954-챔피언피규어시상대세트(판넬),Awards & Recognition,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,3725,0,0,72,288,705,0,0,0,,0,,,트로피,0,0,0,N,Y,
weekly,2026-06-05,PT4865,PT4865-전용박스_화이트GS,Drinkware,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,3594,0,0,0,0,320,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-06-05,PT1030,PT1030-브랜드잇_내지(무지),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,3495,460,1607700,470,2920,5620,0.1344778255,0.6892482002,1.585428677,,0,,,포스트잇,1607700,1948790,1630600,N,N,
weekly,2026-06-05,PT4727,PT4727-주의사항표기서(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3195,93.33333333,298200,530,1951,4923,0.1658841941,0.4739653114,2.361497898,,0,,,미분류,298200,384191.2667,194571.4203,N,Y,
weekly,2026-06-05,PT4886,PT4886-챔피언피규어시상대세트(시상대),Awards & Recognition,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,3398,3500,11893000,72,288,705,0.02118893467,0.08339607343,0.1936281241,,0,,,트로피,11893000,12086900,12743500,N,Y,
weekly,2026-06-05,PT2163,PT2163-주의사항표기서(전용)(110g),Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3396,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-06-05,PT5315,PT5315-어반스텐런치박스ABS뚜껑,Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,3387,1980,6706260,0,100,100,0,0.0291749329,0.0291749329,,0,,,도시락,6706260,6786648,6786648,N,Y,
weekly,2026-06-05,PT5316,PT5316-전용박스(스탠다드),Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,3377,570,1924890,0,200,200,0,0.05917354285,0.05917354285,,0,,,미분류,1924890,1926536.667,1926536.667,N,Y,
weekly,2026-06-05,PT4709,PT4709-단품박스(전용),Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,3229,0,0,270,868,3798,0,0,0,,0,,,미분류,0,0,0,N,Y,
weekly,2026-06-05,PT4708,PT4708-3단자동우산_블랙,Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,3222,6785,21861270,370,968,3898,0.1148355059,0.9490196078,3.784945329,,0,,,우산,21861270,6920700,6987665,N,Y,
weekly,2026-06-05,PT4791,PT4791-블리스터(전용),Lifestyle,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,3332,0,0,460,1380,2130,0,0,0,,0,,,미분류,0,0,0,Y,Y,
weekly,2026-06-05,PT2330,PT2330-골지패드(고정용지지대)_400-1,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3334,0,0,920,2270,5970,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-06-05,PT3395,PT3395-슬리브(전용)(Tower)_투명+블랙인쇄,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3319,480,1593120,0,250,400,0,0.07488617302,0.114282875,,0,,,미분류,1593120,1602432,1680041.739,N,N,
weekly,2026-06-05,PT4732,PT4732-클로저휴대폰스트랩_블랙,Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,3274,1606,5258044,570,1490,2690,0.1740989615,1.103703704,1.675104914,,0,,,모바일 악세사리,5258044,2168100,2579026.522,N,Y,
weekly,2026-06-05,PT4726,PT4726-단품박스(스탠다드)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2371,330,782430,1287,4142,9616,0.5428089414,2.572191517,7.582556226,,0,,,미분류,782430,531399,418497.3913,N,Y,
weekly,2026-06-05,PT2118,PT2118-택끈_카키_000-2,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2742,78,213876,920,2270,5970,0.3355215171,0.6366747069,1.986602622,,0,,,미분류,213876,278101.2,234400.1739,N,N,
weekly,2026-06-05,PT4750,PT4750-핸드폰보호필름,Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,3237,0,0,570,1490,2690,0,0,0,,0,,,모바일 악세사리,0,0,0,N,Y,
weekly,2026-06-05,PT1147,PT1147-단품박스(스탠다드)_웜그레이_000-4,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3054,94,287076,780,2735,4185,0.2554027505,0.6909881004,0.8238329995,,0,,,미분류,287076,372061.4,477511.8261,N,N,
weekly,2026-06-05,PT4730,PT4730-단품박스(전용)_화이트,Tech,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,2794,0,0,2764,4051,7802,0,0,0,,0,,,미분류,0,0,0,N,Y,
weekly,2026-06-05,PT0761,PT0761-골지단품박스_그레이_100-4,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3125,858,2681250,0,100,694,0,0.03314550878,0.2836125868,,0,,,미분류,2681250,2588586,2099526,N,N,
weekly,2026-06-05,PT0712,PT0712-내추럴노트_커버_그레이,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,3053,1680,5129040,0,100,405,0,0.03220611916,0.135451505,,0,,,노트,5129040,5216400,5023200,N,N,겨울
weekly,2026-06-05,PT0477,PT0477-페이퍼G형박스(S)_그레이_100-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3038,1097,3332686,0,0,100,0,0,0.03275513401,,0,,,미분류,3332686,3332686,3349093.304,N,N,
weekly,2026-06-05,PT2809,PT2809-덮개박스(스탠다드)(FSC라벨삽입)_화이트,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3016,791,2385656,0,0,300,0,0,0.0959159276,,0,,,미분류,2385656,2385656,2474041.652,N,N,
weekly,2026-06-05,PT1802,PT1802-헤링본끈_화이트,Fragrance,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,0,65,0,1310,6510,11510,0,3.47107438,5.085623139,,0,,,샤쉐,0,121907.5,147110.7826,N,N,
weekly,2026-06-05,PT5314,PT5314-어반스텐런치박스(칸막이.밴드.설명서포함),Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,2787,7920,22073040,0,200,200,0,0.07073136229,0.07073136229,,0,,,도시락,22073040,22394592,22394592,Y,Y,
weekly,2026-06-05,PT1719,PT1719-미스트페이퍼봉투_반투명_100-1,Fragrance,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,0,402,0,1210,5610,8160,0,5.267605634,3.451268849,,0,,,미분류,0,428130,950467.8261,N,N,
weekly,2026-06-05,PT4870,PT4870-사용설명서_GS,Drinkware,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,2674,0,0,0,0,320,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-06-05,PT4769,PT4769-주의사항표기서(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2112,95,200640,457,1542,4044,0.2163825758,0.5218376351,2.238700581,,0,,,미분류,200640,280719.5,171608.4783,N,N,
weekly,2026-06-05,PT0388,PT0388-단품박스(스탠다드)_화이트_000-15,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,0,201,0,1937,6789,7819,0,4.25989835,3.044936591,,0,,,미분류,0,320333.7,516141.7826,N,N,
weekly,2026-06-05,PT1046,PT1046-펠트스트링파우치_화이트_100-2,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1782,186,331452,1250,2655,4915,0.7014590348,0.8725515972,1.164475988,,0,,,미분류,331452,565960.8,785065.5652,N,N,
weekly,2026-06-05,PT2741,PT2741-슈가케인텀블러(360ml)_크림,Drinkware,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,2561,6327,16203447,0,100,500,0,0.03828630499,0.2305625727,,0,,,텀블러,16203447,16525491.3,13720787.22,N,N,
weekly,2026-06-05,PT3396,PT3396-슬리브(전용)(Wide)_투명+블랙인쇄,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2541,523,1328943,0,200,500,0,0.07499062617,0.1814738835,,0,,,미분류,1328943,1394841,1440978.696,N,N,
weekly,2026-06-05,PT3331,PT3331-테크미니파우치,Bag&pouch,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,2415,2170,5240550,300,2400,4710,0.1242236025,1.627780792,1.861952247,,0,,,하드케이스 파우치,5240550,3199448,5489238.522,N,N,
weekly,2026-06-05,PT2115,PT2115-펠트스트링파우치(커스텀인쇄)_그레이_300-2,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2451,350,857850,0,0,0,0,0,0,,0,,,미분류,857850,857850,857865.2174,N,N,
weekly,2026-06-05,PT0549,PT0549-텀블러류지지박스_블랙_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2425,215,521375,0,1476,4256,0,0.8016075599,3.29349647,,0,,,미분류,521375,395879.5,277832.3913,N,N,
weekly,2026-06-05,PT3366,PT3366-와이드클립펜_화이트,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,2413,598,1442974,300,1850,3710,0.1243265644,0.5943393196,0.8970868071,,0,,,펜,1442974,1861394.6,2473094,N,N,
weekly,2026-06-05,PT3394,PT3394-슬리브(전용)(Small)_투명+블랙인쇄,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2399,473,1134727,0,0,400,0,0,0.1570984598,,0,,,미분류,1134727,1134727,1204340.261,N,N,
weekly,2026-06-05,PT0588,PT0588-단품박스(스탠다드)_웜그레이_000-5,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1248,212,264576,1460,4725,10225,1.169871795,1.694805709,3.906299458,,0,,,미분류,264576,591041.2,554924.1739,N,N,
weekly,2026-06-05,PT4731,PT4731-사용설명서(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1910,100,191000,2764,4581,8332,1.447120419,1.165138921,2.946469206,,0,,,미분류,191000,393172,282779.1304,N,Y,
weekly,2026-06-05,PT4764,PT4764-단품박스(전용)_화이트,Tech,Package Parts,국내소싱,해외생산,국내소싱,판매가능,Y,2305,0,0,620,1120,2340,0,0,0,,0,,,미분류,0,0,0,N,Y,
weekly,2026-06-05,PT4696,PT4696-킵세이프마그넷배터리2.0,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,1755,9000,15795000,457,1542,4044,0.2603988604,0.6133163631,2.560555598,,0,,,배터리,15795000,22627800,14214102.61,N,N,
weekly,2026-06-05,PT3193,PT3193-투명손잡이지퍼백(M),Bag&pouch,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2295,203,465885,100,150,450,0.04357298475,0.06453833577,0.2502599318,,0,,,미분류,465885,471812.6,365020.4783,N,N,
weekly,2026-06-05,PT4763,PT4763-파워업PD충전기_화이트,Tech,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,2266,9000,20394000,620,1120,2220,0.2736098853,0.4601100978,1.858213844,,0,,,충전기,20394000,21907800,10752260.87,N,Y,
weekly,2026-06-05,PT4400,PT4400-라이트샤오미펜_화이트,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,1711,530,906830,1300,8531,16846,0.7597895967,3.531718786,5.56898603,,0,,,펜,906830,1280235,1603232.609,N,N,
weekly,2026-06-05,PT4729,PT4729-커넥트6in1케이블키트_본품,Tech,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,1825,1911,3487575,2764,4581,8332,1.514520548,1.368197838,4.849948118,,0,,,PC/ 노트북 악세사리,3487575,6398410.2,3283014.913,N,Y,
weekly,2026-06-05,PT0580,PT0580-슬라이드지퍼백(커스텀인쇄)(Medium)_반투명_100-3,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2148,470,1009560,250,1350,3840,0.1163873371,0.9751516903,2.858366974,,0,,,미분류,1009560,650668,631409.4783,N,N,
weekly,2026-06-05,PT1197,PT1197-스펙트럼컬러펜(블랙잉크)_화이트,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,0,909,0,1005,19005,27611,0,6.586518038,13.74029292,,0,,,펜,0,2622864.6,1826627.652,N,N,
weekly,2026-06-05,PT4755,PT4755-칠링패드냉각선풍기_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,1346,8000,10768000,2030,2855,2855,1.508172363,1.719470056,3.92492535,,0,,,계절가전,10768000,13283162.4,5819218.957,N,N,여름
weekly,2026-06-05,PT4883,PT4883-시그니처다이어리(2합)_라이트그레이,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,2165,6420,13899300,0,1655,2905,0,0.7024916168,0.85584547,,0,,,다이어리,13899300,15124878,21791433.91,N,N,겨울
weekly,2026-06-05,PT0554,PT0554-노트류지지대(전용)_블랙_100-2,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2142,202,432684,0,1405,3245,0,1.348368522,2.739401725,,0,,,미분류,432684,210484,239282.1739,N,N,
weekly,2026-06-05,PT2833,PT2833-퀵버튼링노트_플라스틱커버_반투명,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,2104,185,389240,0,0,340,0,0,0.142883245,,0,,,노트,389240,389240,440219.5652,N,N,
weekly,2026-06-05,PT3325,PT3325-리마커블UV칫솔살균기(C타입),Lifestyle,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,1390,8364,11625960,1150,2050,3730,0.8273381295,1.060856965,2.342005405,,0,,,구강가전,11625960,16162593.6,13320942.78,N,N,
weekly,2026-06-05,PT4760,PT4760-골지G형박스(S)_그레이,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2086,462,963732,0,200,820,0,0.09296272195,0.3300953881,,0,,,미분류,963732,993946.8,1147668.261,N,N,
