period_unit,period_key,parts_no,parts_name,category,sub_category,procurement_type,production_type,sourcing_type,sales_status,is_managed,inv_qty,unit_price,inv_amount,sales_1m,sales_3m,sales_ytd,turnover_1m,turnover_3m,turnover_ytd,stockout_start,stockout_days,last_issue_date,last_issue_summary,서브카테고리,inv_1m_avg,inv_3m_avg,inv_ytd_avg,is_first_order,is_new_product,season_type
weekly,2026-03-13,PT2268,PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,Lifestyle,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,1238,15915,19702770,0,0,0,0,0,0,,0,,,캠핑,19702770,19650684.55,19650684.55,N,N,봄가을
weekly,2026-03-13,PT0501,PT0501-미르텀블러_화이트,Drinkware,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,898,18545,16653410,0,800,800,0,0.8908685969,0.8908685969,,0,,,텀블러,16653410,16653410,16653410,N,N,
weekly,2026-03-13,PT2243,PT2243-레더라벨캠핑체어(세트_본품및파우치)_블랙,Lifestyle,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,683,15000,10245000,0,0,0,0,0,0,,0,,,캠핑,10245000,10245000,10245000,N,N,봄가을
weekly,2026-03-13,PT1707,PT1707-페이머스캡슐보틀(에코젠)_아이보리,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1675,4200,7035000,0,0,0,1899-12-30,0,1899-12-30,,0,,,보틀,7035000,7035000,7035000,N,N,여름
weekly,2026-03-13,PT0572,PT0572-머그류지지박스(전용)_블랙_000-3,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,9551,689,6580639,0,0,0,0,0,0,,0,,,미분류,6580639,6581390.636,6581390.636,N,N,
weekly,2026-03-13,PT3205,PT3205-바이브캠핑쿨러,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,533,11500,6129500,0,0,0,0,0,0,,0,,,캠핑,6129500,6129500,6129500,N,N,여름
weekly,2026-03-13,PT3321,PT3321-밸류보드다이어리(에스카보드),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1202,4190,5036380,0,0,0,0,0,0,,0,,,다이어리,5036380,5036380,5036380,N,N,겨울
weekly,2026-03-13,PT2839,PT2839-프라우드메모패드_커버_블랙,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,968,4550,4404400,0,710,710,0,1.313210169,1.313210169,,0,,,메모패드,4404400,2460002.273,2460002.273,N,N,
weekly,2026-03-13,PT2250,PT2250-아트워크레더다이어리_내지(만년),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,503,2474,1244422,0,846,846,0,1.019277108,1.019277108,,0,,,다이어리,1244422,2053420,2053420,N,N,겨울
weekly,2026-03-13,PT2814,PT2814-슬리브_블랙,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1550,2365,3665750,0,400,400,0,0.2371967655,0.2371967655,,0,,,미분류,3665750,3988250,3988250,N,N,
weekly,2026-03-13,PT2970,PT2970-메시지캐리어파우치_메탈그레이,Bag&pouch,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,605,5400,3267000,0,147,147,0,0.2104920594,0.2104920594,,0,,,하드케이스 파우치,3267000,3771163.636,3771163.636,N,N,
weekly,2026-03-13,PT2405,PT2405-베케이션여권케이스,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,760,4100,3116000,0,650,650,0,1.078074434,1.078074434,,0,,,여권케이스,3116000,2472000,2472000,N,N,
weekly,2026-03-13,PT3329,PT3329-슈가케인펜_쿨그레이,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,1362,2100,2860200,0,0,0,0,0,0,,0,,,펜,2860200,2860200,2860200,N,N,
weekly,2026-03-13,PT4757,PT4757-마그넷케이블홀더_블랙,Tech,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,3016,877,2645032,0,1580,1580,0,0.763083948,0.763083948,,0,,,PC/ 노트북 악세사리,2645032,1815868.364,1815868.364,N,Y,
weekly,2026-03-13,PT2809,PT2809-덮개박스(스탠다드)(FSC라벨삽입)_화이트,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3016,791,2385656,0,300,300,0,0.0923180216,0.0923180216,,0,,,미분류,2385656,2570462.364,2570462.364,N,N,
weekly,2026-03-13,PT3353,PT3353-메시지캐리어파우치_매트블랙,Bag&pouch,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,400,5400,2160000,200,400,400,0.5,1.156373193,1.156373193,,0,,,하드케이스 파우치,2160000,1867909.091,1867909.091,N,N,
weekly,2026-03-13,PT2187,PT2187-린넨메쉬스트링파우치(스탠다드)(M),Lifestyle,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,1331,1400,1863400,0,0,0,0,0,0,,0,,,미분류,1863400,1863400,1863400,N,N,
weekly,2026-03-13,PT2811,PT2811-덮개박스(스탠다드)_블랙,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1433,1287.5,1844987.5,0,100,100,0,0.06686502464,0.06686502464,,0,,,미분류,1844987.5,1925520.864,1925520.864,N,N,
weekly,2026-03-13,PT3396,PT3396-슬리브(전용)(Wide)_투명+블랙인쇄,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2751,523,1438773,0,300,300,0,0.1057760113,0.1057760113,,0,,,미분류,1438773,1483323.091,1483323.091,N,N,
weekly,2026-03-13,PT2143,PT2143-린넨메쉬스트링파우치(S.비누망),Lifestyle,Package Parts,국내소싱,해외생산,국내소싱,판매가능,Y,898,1450,1302100,0,0,0,0,0,0,,0,,,미분류,1302100,1302100,1302100,N,N,
weekly,2026-03-13,PT0944,PT0944-단품박스(스탠다드)_웜그레이_000-25,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1606,759,1218954,0,100,100,0,0.06077348066,0.06077348066,,0,,,미분류,1218954,1248900,1248900,N,N,
weekly,2026-03-13,PT4760,PT4760-골지G형박스(S)_그레이,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2619,462,1209978,300,620,620,0.1145475372,0.2244676299,0.2244676299,,0,,,미분류,1209978,1276086,1276086,N,N,
weekly,2026-03-13,PT0945,PT0945-단품박스(스탠다드)_웜그레이_000-26,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1242,869,1079298,0,100,100,0,0.07846494044,0.07846494044,,0,,,미분류,1079298,1107501,1107501,N,N,
weekly,2026-03-13,PT4615,PT4615-올데이텀블러_화이트(ver2),Drinkware,Product Parts,국내소싱,해외생산,국내소싱,일시품절,Y,158,5700,900600,0,0,0,0,0,0,2026-01-02,70,,,텀블러,900600,900600,900600,N,N,
weekly,2026-03-13,PT0947,PT0947-씬페이퍼봉투_화이트_100-4,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,19941,45,897345,0,0,0,0,0,0,,0,,,미분류,897345,899235,899235,N,N,
weekly,2026-03-13,PT2078,PT2078-클리어리유저블컵_리드(스트로우리드)_화이트,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,4352,200,870400,0,0,0,0,0,0,,0,,,리유저블컵,870400,870436.3636,870436.3636,N,N,여름
weekly,2026-03-13,PT2115,PT2115-펠트스트링파우치(커스텀인쇄)_그레이_300-2,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2451,350,857850,0,0,0,0,0,0,,0,,,미분류,857850,857881.8182,857881.8182,N,N,
weekly,2026-03-13,PT0521,PT0521-종이패드(스탠다드)_화이트_300-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1008,843,849744,0,0,0,0,0,0,,0,,,미분류,849744,849744,849744,N,N,
weekly,2026-03-13,PT4763,PT4763-파워업PD충전기_화이트,Tech,Product Parts,중개소싱,해외생산,중개소싱,일시품절,Y,93,9000,837000,0,1100,1100,0,4.101694915,4.101694915,2026-01-23,49,,,충전기,837000,2413636.364,2413636.364,N,Y,
weekly,2026-03-13,PT0721,PT0721-내추럴노트_내지(만년)_화이트+블랙인쇄,Stationery,Product Parts,국내생산,국내생산,해당없음,품절예정,Y,325,2300,747500,0,0,0,0,0,0,,0,,,노트,747500,747500,747500,N,N,겨울
weekly,2026-03-13,PT2152,PT2152-비누트레이(천연수세미),Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,1942,354,687468,0,0,0,0,0,0,,0,,,세제,687468,687468,687468,N,N,
weekly,2026-03-13,PT1730,PT1730-단품박스(전용)_화이트_100-6,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1173,521,611133,0,100,100,0,0.08456334563,0.08456334563,,0,,,미분류,611133,616106.1818,616106.1818,N,N,
weekly,2026-03-13,PT1125,PT1125-슈가케인펜_화이트,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,284,2100,596400,0,200,200,0,1.080019637,1.080019637,,0,,,펜,596400,388881.8182,388881.8182,N,N,
weekly,2026-03-13,PT0952,PT0952-골지단품박스(스탠다드)_블랙_000-1,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1970,300,591000,0,0,0,0,0,0,,0,,,미분류,591000,591000,591000,N,N,
weekly,2026-03-13,PT2841,PT2841-리갈패드_옐로우,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,1121,500,560500,0,710,710,0,0.9473742691,0.9473742691,,0,,,메모패드,560500,374719.9091,374719.9091,N,N,
weekly,2026-03-13,PT4718,PT4718-밸류메모큐브(ver2)(비점착.S),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,547,1000,547000,0,600,600,0,2.388707926,2.388707926,,0,,,포스트잇,283000,251181.8182,251181.8182,N,N,
weekly,2026-03-13,PT2742,PT2742-슈가케인스트로우_크림,Drinkware,Product Parts,국내소싱,해외생산,국내소싱,품절예정,Y,227,2400,544800,0,0,0,0,0,0,,0,,,텀블러,544800,544800,544800,N,N,
weekly,2026-03-13,PT2391,PT2391-단품박스(스탠다드)_웜그레이_000-28,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1060,506,536360,0,0,0,0,0,0,,0,,,미분류,536360,536360,536360,N,N,
weekly,2026-03-13,PT0526,PT0526-지지박스(스탠다드)_블랙_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1253,419,525007,0,0,0,1899-12-30,0,1899-12-30,,0,,,미분류,525007,526225.9091,526225.9091,N,N,
weekly,2026-03-13,PT2161,PT2161-설거지비누(플레인110g.스탠다드),Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,215,2116,454940,0,0,0,1899-12-30,0,1899-12-30,,0,,,세제,454940,454940,454940,N,N,
weekly,2026-03-13,PT2815,PT2815-슬리브_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,240,1765,423600,0,0,0,0,0,0,,0,,,미분류,423600,423600,423600,N,N,
weekly,2026-03-13,PT0518,PT0518-굿즈박스(스탠다드)_블랙_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1028,411,422508,0,0,0,0,0,0,,0,,,미분류,422508,428486.1818,428486.1818,N,N,
weekly,2026-03-13,PT4405,PT4405-하이라이트슬라이드지퍼백(S),Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,935,450,420750,0,0,0,0,0,0,,0,,,지퍼백,420750,411913.6364,411913.6364,N,Y,
weekly,2026-03-13,PT0506,PT0506-굿즈박스(스탠다드)_화이트_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1075,389,418175,0,0,0,0,0,0,,0,,,미분류,418175,421004.0909,421004.0909,N,N,
weekly,2026-03-13,PT3346,PT3346-머그류지지박스_그레이,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,690,500,345000,0,0,0,0,0,0,,0,,,미분류,345000,345363.6364,345363.6364,N,N,
weekly,2026-03-13,PT0832,PT0832-레더스킨다이어리_그레이,Stationery,Product Parts,국내생산,국내생산,해당없음,의도적 품절,Y,49,6400,313600,0,300,300,0,1.606621227,1.606621227,,0,,,다이어리,313600,1195054.545,1195054.545,N,N,겨울
weekly,2026-03-13,PT1109,PT1109-쇼핑백(S)_화이트_200-1,Kit Package,Package Parts,국내소싱,해외생산,국내소싱,판매가능,Y,685,450,308250,0,0,0,0,0,0,,0,,,미분류,308250,308250,308250,N,N,
weekly,2026-03-13,PT4331,PT4331-히트업손난로보조배터리_그레이,Tech,Product Parts,국내소싱,해외생산,국내소싱,의도적 품절,Y,28,10700,299600,0,0,0,0,0,0,,0,,,배터리,299600,299600,299600,N,N,겨울
weekly,2026-03-13,PT1733,PT1733-무광스트링파우치(커스텀인쇄)_반투명_100-1,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1079,251,270829,0,100,100,0,0.09189640769,0.09189640769,,0,,,미분류,270829,273133.6364,273133.6364,N,N,
weekly,2026-03-13,PT4751,PT4751-하이라이트슬라이드지퍼백(M),Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,428,540,231120,0,100,100,0,0.2028023599,0.2028023599,,0,,,지퍼백,231120,266269.0909,266269.0909,N,Y,
weekly,2026-03-13,PT1116,PT1116-슈가케인펜_그린,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,107,2100,224700,0,300,300,0,1.732283465,1.732283465,,0,,,펜,224700,363681.8182,363681.8182,N,N,
weekly,2026-03-13,PT0403,PT0403-바스켓_리드_오트밀,Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,162,1300,210600,0,0,0,0,0,0,,0,,,플라스틱 박스,210600,187200,187200,N,N,
weekly,2026-03-13,PT1500,PT1500-웹캠커버_블랙2화이트1,Tech,Product Parts,직소싱,해외생산,직소싱,의도적 품절,Y,639,305,194895,0,0,0,1899-12-30,0,1899-12-30,,0,,,PC/ 노트북 악세사리,97447.5,195532.7273,195532.7273,N,N,
weekly,2026-03-13,PT2831,PT2831-주의사항스티커(전용)_화이트+디지털풀컬러,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,976,193,188368,0,0,0,0,0,0,,0,,,미분류,188368,188368,188368,N,N,
weekly,2026-03-13,PT5178,PT5178-쇼핑백(S)_블랙,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,169,959,162071,0,100,100,0,0.6833333765,0.6833333765,,0,,,미분류,162071,140341.4545,140341.4545,N,Y,
weekly,2026-03-13,PT5180,PT5180-쇼핑백(L)_블랙,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,80,1524,121920,50,50,50,0.625,0.625,0.625,,0,,,미분류,121920,121920,121920,Y,Y,
weekly,2026-03-13,PT3381,PT3381-시그니처다이어리_밴드_32.하늘색,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1128,106,119568,0,70,70,0,0.06347897774,0.06347897774,,0,,,미분류,119568,116889.0909,116889.0909,N,N,
weekly,2026-03-13,PT2283,PT2283-주의사항표기서(전용)_화이트_100-3,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1466,74,108484,0,0,0,0,0,0,,0,,,미분류,108484,108484,108484,N,N,
weekly,2026-03-13,PT0400,PT0400-바스켓_리드_그레이,Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,70,1300,91000,0,0,0,0,0,0,,0,,,플라스틱 박스,91000,210954.5455,210954.5455,N,N,
weekly,2026-03-13,PT3380,PT3380-시그니처다이어리_밴드_26.네이비,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,940,95,89300,0,200,200,0,0.2009499452,0.2009499452,,0,,,미분류,89300,94550.90909,94550.90909,N,N,
weekly,2026-03-13,PT4755,PT4755-칠링패드냉각선풍기_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,의도적 품절,Y,9,8636,77724,0,0,0,0,0,0,,0,,,계절가전,77724,77724,77724,N,Y,여름
weekly,2026-03-13,PT1708,PT1708-주의사항표기서(전용)_화이트_000-6_B,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,807,95,76665,0,0,0,0,0,0,,0,,,미분류,76665,76665,76665,N,N,
weekly,2026-03-13,PT3334,PT3334-주의사항표기서(전용),Fabric,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2280,32,72960,0,0,0,0,0,0,,0,,,미분류,72960,72960,72960,N,N,
weekly,2026-03-13,PT3382,PT3382-시그니처다이어리_밴드_34.연두,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,699,96,67104,0,0,0,0,0,0,,0,,,미분류,67104,67104,67104,N,N,
weekly,2026-03-13,PT3375,PT3375-시그니처다이어리_밴드_6.핑크,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,695,95,66025,0,60,60,0,0.08366079351,0.08366079351,,0,,,미분류,66025,68132.27273,68132.27273,N,N,
weekly,2026-03-13,PT3379,PT3379-시그니처다이어리_밴드_25.파랑,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,566,98,55468,0,500,500,0,1.353679547,1.353679547,,0,,,미분류,55468,36197.63636,36197.63636,N,N,
weekly,2026-03-13,PT2830,PT2830-지지대_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,110,500,55000,0,0,0,0,0,0,,0,,,미분류,55000,55000,55000,N,N,
weekly,2026-03-13,PT5179,PT5179-쇼핑백(M)_블랙,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,38,1386,52668,0,120,120,0,3.076923077,3.076923077,,0,,,미분류,52668,54054,54054,Y,Y,
weekly,2026-03-13,PT3377,PT3377-시그니처다이어리_밴드_20.빨강,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,544,91,49504,0,200,200,0,0.3241013553,0.3241013553,,0,,,미분류,49504,56155.27273,56155.27273,N,N,
weekly,2026-03-13,PT1679,PT1679-주의사항표기서(전용)_화이트+디지털풀컬러_000-4,Bag&pouch,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,910,53,48230,0,1160,1160,0,2.549450549,2.549450549,,0,,,미분류,24115,24115,24115,N,N,
weekly,2026-03-13,PT4714,PT4714-메모패드,Figure,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,60,781,46860,0,0,0,0,0,0,,0,,,월드 오브 피규어,46860,634527,634527,N,Y,
weekly,2026-03-13,PT3384,PT3384-시그니처다이어리_밴드_52.그레이,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,461,95,43795,0,150,150,0,0.3070910106,0.3070910106,,0,,,미분류,43795,46403.18182,46403.18182,N,N,
weekly,2026-03-13,PT3385,PT3385-시그니처다이어리_밴드_14.노랑,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,393,100,39300,0,600,600,0,3.48248206,3.48248206,,0,,,미분류,39300,17229.09091,17229.09091,N,N,
weekly,2026-03-13,PT3376,PT3376-시그니처다이어리_밴드_9.주황,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,323,108,34884,0,270,270,0,0.6843317972,0.6843317972,,0,,,미분류,34884,42610.90909,42610.90909,N,N,
weekly,2026-03-13,PT3378,PT3378-시그니처다이어리_밴드_22.보라,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,354,95,33630,0,70,70,0,0.3313253012,0.3313253012,,0,,,미분류,33630,20070.90909,20070.90909,N,N,
weekly,2026-03-13,PT2825,PT2825-주의사항표기서(전용),Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,227,145.3333333,32990.66666,0,0,0,0,0,0,,0,,,미분류,32990.66666,32956.27272,32956.27272,N,N,
weekly,2026-03-13,PT3324,PT3324-주의사항표기서(전용)_화이트+디지털풀컬러,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,457,53,24221,0,0,0,0,0,0,,0,,,미분류,24221,24221,24221,N,N,
weekly,2026-03-13,PT0950,PT0950-텀블러류지지대(스탠다드)_블랙_000-2,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,6236,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT0510,PT0510-종이패드(스탠다드)_블랙_300-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,661,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT0529,PT0529-지지박스(스탠다드)_화이트_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,541,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT1705,PT1705-단품박스(기성)_000-21,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,326,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT2163,PT2163-주의사항표기서(전용)(110g),Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,3396,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT2267,PT2267-주의사항표기서(전용)(200g),Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2028,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT2805,PT2805-씬페이퍼봉투_화이트,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,5719,0,0,0,0,0,0,0,0,,0,,,미분류,0,0,0,N,N,
weekly,2026-03-13,PT0407,PT0407-바스켓_바디_그레이,Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,261,0,0,0,0,0,0,0,0,,0,,,플라스틱 박스,0,0,0,N,N,
weekly,2026-03-20,PT3855,PT3855-미스트워터보틀_다크그레이,Drinkware,Product Parts,국내소싱,해외생산,국내소싱,일시품절,Y,0,3200,0,0,490,490,0,0,0,2026-01-02,77,,,보틀,0,0,0,N,N,
weekly,2026-03-20,PT1464,PT1464-올블랙펜_매트블랙,Stationery,Product Parts,국내소싱,해외생산,국내소싱,일시품절,Y,0,1727,0,0,0,0,0,0,0,2026-03-06,14,,,펜,0,749583.3333,749583.3333,N,N,
weekly,2026-03-20,PT4764,PT4764-단품박스(전용)_화이트,Tech,Package Parts,국내소싱,해외생산,국내소싱,판매가능,Y,0,0,0,120,1220,1220,0,0,0,,0,,,미분류,0,0,0,N,Y,
weekly,2026-03-20,PT2117,PT2117-생분해펄프화분(전용)_브라운,Lifestyle,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,1003,100,100300,2200,3700,3700,1.029641186,0.6793977231,0.6793977231,,0,,,미분류,213666.6667,544600,544600,N,N,
weekly,2026-03-20,PT4729,PT4729-커넥트6in1케이블키트_본품,Tech,Product Parts,직소싱,해외생산,직소싱,일시품절,Y,0,1911,0,670,3751,3751,41.875,7.463438899,7.463438899,2026-03-06,14,,,PC/ 노트북 악세사리,30576,960436.75,960436.75,Y,Y,
weekly,2026-03-20,PT2995,PT2995-지지대(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,351,572,200772,300,450,450,0.9698275862,0.8209182122,0.8209182122,,0,,,미분류,176938.6667,313551.3333,313551.3333,N,N,
weekly,2026-03-20,PT1093,PT1093-유광덮개파우치_투명_000-3,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1852,230,425960,2370,8040,8040,1.570923553,6.324968696,6.324968696,,0,,,미분류,346993.3333,292365.0833,292365.0833,N,N,
weekly,2026-03-20,PT1800,PT1800-샤쉐향(화이트타임/구화이트티앤타임),Fragrance,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,429,1300,557700,1200,2050,2050,4.147465438,6.441476826,6.441476826,,0,,,샤쉐,376133.3333,413725,413725,N,N,
weekly,2026-03-20,PT0555,PT0555-노트류지지대(전용)_화이트_100-2,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,529,105,55545,700,1820,1820,1.52284264,1.498867614,1.498867614,,0,,,미분류,48265,127496.25,127496.25,N,N,
weekly,2026-03-20,PT4844,PT4844-사용설명서(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,253,66.5,16824.5,200,2150,2150,0.8379888268,3.488971519,3.488971519,,0,,,미분류,15871.33333,40979.125,40979.125,N,Y,
weekly,2026-03-20,PT4402,PT4402-단품박스(스탠다드)_화이트_09WH,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,621,215,133515,600,1213,1213,1.239669421,1.03007572,1.03007572,,0,,,미분류,104060,253180.4167,253180.4167,N,N,
weekly,2026-03-20,PT0579,PT0579-슬라이드지퍼백(커스텀인쇄)(Large)_반투명_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1341,560,750960,1150,1450,1450,1.056661562,1.051613683,1.051613683,,0,,,미분류,609466.6667,772146.6667,772146.6667,N,N,
weekly,2026-03-20,PT0736,PT0736-에코페이퍼봉투(스탠다드)_웜그레이_300-1,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,729,1202,876258,600,1150,1150,0.9610250934,0.8673244925,0.8673244925,,0,,,미분류,750448.6667,1593751.833,1593751.833,N,N,
weekly,2026-03-20,PT1572,PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,930,440,409200,528,1038,1038,0.8493297587,1.148230088,1.148230088,,0,,,미분류,273533.3333,397760,397760,N,N,
weekly,2026-03-20,PT0542,PT0542-골지트레이박스_화이트_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,799,1810,1446190,305,705,705,0.5725907384,1.152621524,1.152621524,,0,,,미분류,964126.6667,1107085,1107085,N,N,
weekly,2026-03-20,PT1373,PT1373-유광덮개파우치_투명_000-2,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,734,190,139460,300,1630,1630,0.538277512,0.9938014429,0.9938014429,,0,,,미분류,105893.3333,311631.6667,311631.6667,N,N,
weekly,2026-03-20,PT3369,PT3369-홀리데이네임택_삽지(스탠다드)_화이트+디지털풀컬러,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,2395,100,239500,1200,2600,2600,0.720865038,0.7777639287,0.7777639287,,0,,,네임택,166466.6667,334291.6667,334291.6667,N,N,
weekly,2026-03-20,PT3159,PT3159-주의사항표기서(전용),Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,528,29,15312,680,1601,1601,1.582622188,2.876047904,2.876047904,,0,,,미분류,12460.33333,16143.33333,16143.33333,N,N,
weekly,2026-03-20,PT4730,PT4730-단품박스(전용)_화이트,Tech,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,52,0,0,670,3751,3751,0,0,0,,0,,,미분류,0,0,0,N,Y,
weekly,2026-03-20,PT4727,PT4727-주의사항표기서(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,690,130,89700,1892,2972,2972,3.170949721,8.299744007,8.299744007,,0,,,미분류,77566.66667,46550.83333,46550.83333,N,Y,
weekly,2026-03-20,PT0543,PT0543-골지트레이박스_블랙_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1192,2926,3487792,600,1570,1570,0.6622516556,1.025027203,1.025027203,,0,,,미분류,2650956,4481656.667,4481656.667,N,N,
weekly,2026-03-20,PT4726,PT4726-단품박스(스탠다드)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,349,330,115170,3232,5474,5474,2.960610687,5.047487321,5.047487321,,0,,,미분류,360250,357885,357885,N,Y,
