파츠번호,재고귀속파츠번호,task_id,sync_item,과업지시상태,발주지시수량,과업지시일자,입하여부,입하수량,실제입하일(from. movement),공급가액,결제일(from. 지출결의),지출금액(vat 포함),지출결의비고,project,수주처,공급가액단가,입하예정일,,
PT1314,,PNA23529_0801_1391,STCK_PT1314-실버팩_300-1,발주진행완료,400,2024.8.1,입하완료,400,2024.8.5,"99,636",,"109,600","민정 법인카드 결제
",PNA23529-24년8월_재고생산,제이디패키지,249,2024.8.5,24년8월,
PT1679,,PNA23529_0801_1931,STCK_PT1679-주의사항표기서(전용)_화이트+디지털풀컬러_000-4,발주진행완료,1000,2024.8.2,입하완료,1020,2024.8.8,"52,500",2024.9.5,"57,750",,PNA23529-24년8월_재고생산,주식회사 베러웨이시스템즈,53,2024.8.9,24년8월,
PT3339,,PNA23529_0806_4521,STCK_PT3339-핸디링미니선풍기_화이트,발주진행완료,1600,2024.8.6,입하완료,,2024.8.12,"7,970,000",2024.8.16,"8,767,000",지난번 발주건 불량 6개 금액제외하여 청구,PNA23529-24년8월_재고생산,하이온,"4,981",2024.8.9,24년8월,
PT2828,,PNA23529_0802_3651,STCK_PT2828-투명손잡이지퍼백(L),발주진행완료,1000,2024.8.2,입하완료,1000,2024.8.12,"224,000",2024.8.8,"246,400",,PNA23529-24년8월_재고생산,착한포장,224,2024.8.12,24년8월,
PT3388,,PNA23529_0806_5021,STCK_PT3388-주의사항표기서(전용)_화이트+디지털풀컬러,발주진행완료,3000,2024.8.6,입하완료,3120,2024.8.9,"157,500",2024.9.5,"173,250",,PNA23529-24년8월_재고생산,주식회사 베러웨이시스템즈,53,2024.8.14,24년8월,
PT2236,,PNA23529_0806_2671,STCK_PT2236-주의사항표기택(전용)_화이트+디지털풀컬러_000-1,발주진행완료,1100,2024.8.6,입하완료,,2024.10.15,"115,500",2024.9.5,"127,050",,PNA23529-24년8월_재고생산,주식회사 베러웨이시스템즈,105,2024.8.14,24년8월,
PT1780,,PNA23529_0809_2131,STCK_PT1780-쇼핑백_화이트_200-3,발주진행완료,100,2024.8.9,입하완료,114,2024.8.12,"80,000",2024.8.19,"88,000",,PNA23529-24년8월_재고생산,민영종합상사,800,2024.8.14,24년8월,
PT2827,,PNA23529_0_3641,STCK_PT2827-투명손잡이지퍼백(S),발주진행완료,1000,2024.8.2,입하완료,1000,2024.8.12,"119,636",2024.8.8,"131,600",,PNA23529-24년8월_재고생산,착한포장,120,2024.8.16,24년8월,
PT3347,,PNA23529_0806_4581,STCK_PT3347-텀블러류지지박스_그레이,발주진행완료,2000,2024.9.3,입하완료,2100,2024.8.16,"500,000",2024.9.19,"550,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,250,2024.8.16,24년8월,
PT2472,,PNA23529_0813_3241,STCK_PT2472-트리플컬러펜_블랙,발주진행완료,300,2024.8.13,입하완료,,2024.8.27,"1,140,000",2024.8.22,"1,254,000",,PNA23529-24년8월_재고생산,미쓰비시연필한국판매 주식회사,"3,800",2024.8.19,24년8월,
PT2242,,PNA23529_0816_2681,STCK_PT2242-포터블캠핑롤테이블(세트_본품및파우치)_블랙,발주진행완료,107,2024.8.16,입하완료,,2024.8.26,"1,070,000",2024.8.29,"1,177,000",,PNA23529-24년8월_재고생산,홈앤비전,"10,000",2024.8.19,24년8월,
PT0989,,PNA23529_0808_0911,STCK_PT0989-펠트봉투_화이트_100-1,발주진행완료,2000,2024.8.9,입하완료,2000,2024.8.19,"181,818",2024.8.14,"200,000",,PNA23529-24년8월_재고생산,더패키징,91,2024.8.20,24년8월,
PT3364,,PNA23529_0812_4701,STCK_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,발주진행완료,2000,2024.8.13,입하완료,,2024.8.26,0,,0,,PNA23529-24년8월_재고생산,진필(JINPIL),0,2024.8.20,24년8월,
PT1318,,PNA23529_0819_1411,STCK_PT1318-실버팩_100-1,발주진행완료,5000,2024.8.19,입하완료,,2024.9.3,"272,727",,"300,000",승윤님 법인카드 결제,PNA23529-24년8월_재고생산,제이디패키지,55,2024.8.21,24년8월,
PT2472,,PNA23529_0820_3241,STCK_PT2472-트리플컬러펜_블랙,발주진행완료,200,2024.8.20,입하완료,,2024.8.26,"760,000",2024.8.22,"836,000",,PNA23529-24년8월_재고생산,미쓰비시연필한국판매 주식회사,"3,800",2024.8.22,24년8월,
PT0874,,PNA23529_0801_0711,STCK_PT0874-단품박스(전용)_블랙_000-7,발주진행완료,3000,2024.9.3,입하완료,3070,2024.8.14,"1,353,000",2024.9.19,"1,488,300",,PNA23529-24년8월_재고생산,(주)청산인쇄,451,2024.8.23,24년8월,
PT2079,,PNA23529_0_2371,STCK_PT2079-클리어리유저블컵_리드(스탠다드리드)_화이트,발주진행완료,5000,2024.8.6,입하완료,5026,2024.8.23,"1,000,000",2024.8.14,"1,100,000",,PNA23529-24년8월_재고생산,주식회사 아조아(AJOAH),200,2024.8.23,24년8월,
PT1679,,PNA23529_0814_1931,STCK_PT1679-주의사항표기서(전용)_화이트+디지털풀컬러_000-4,발주진행완료,2000,2024.8.16,입하완료,2150,2024.8.20,"105,000",2024.9.5,"115,500",,PNA23529-24년8월_재고생산,주식회사 베러웨이시스템즈,53,2024.8.23,24년8월,
PT3771,,PNA23529_0_4431,STCK_PT3771-주의사항표기서(전용)_화이트,발주진행완료,2000,2024.8.16,입하완료,2100,2024.8.21,"105,000",2024.9.5,"115,500",,PNA23529-24년8월_재고생산,주식회사 베러웨이시스템즈,53,2024.8.23,24년8월,
PT1444,,PNA23529_0_1611,STCK_PT1444-버블티빨대_핑크,발주진행완료,500,2024.8.19,입하완료,500,2024.8.28,"900,000",2024.8.27,"990,000",,PNA23529-24년8월_재고생산,주식회사 에이비,"1,800",2024.8.23,24년8월,
PT1445,,PNA23529_0819_1621,STCK_PT1445-스탠다드빨대_퍼플,발주진행완료,500,2024.8.19,입하완료,500,2024.8.28,"450,000",2024.8.27,"495,000",,PNA23529-24년8월_재고생산,주식회사 에이비,900,2024.8.23,24년8월,
PT0878,,PNA23529_0801_0721,STCK_PT0878-매트블랙텀블러_블랙,발주진행완료,6000,2024.8.1,입하완료,,2024.8.26,"42,660,000",2024.8.29,"46,926,000",,PNA23529-24년8월_재고생산,주식회사 꾸띠잔홀딩스,"7,110",2024.8.26,24년8월,
PT0388,,PNA23529_0808_0021,STCK_PT0388-단품박스(스탠다드)_화이트_000-15,발주진행완료,5000,2024.9.3,입하완료,5141,2024.8.23,"1,000,000",2024.9.19,"1,100,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,200,2024.8.26,24년8월,
PT3339,,PNA23529_0823_4521,STCK_PT3339-핸디링미니선풍기_화이트,발주진행완료,29,2024.8.23,입하완료,,2024.8.26,"145,000",2024.9.5,"159,500",,PNA23529-24년8월_재고생산,하이온,"5,000",2024.8.26,24년8월,
PT2828,,PNA23529_0_3651,STCK_PT2828-투명손잡이지퍼백(L),발주진행완료,2000,2024.8.13,입하완료,2039,2024.8.28,"448,000",2024.8.22,"492,800",,PNA23529-24년8월_재고생산,착한포장,224,2024.8.27,24년8월,
PT3364,,PNA23529_0823_4701,STCK_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,발주진행완료,5000,2024.8.23,입하완료,,2024.9.6,0,,0,,PNA23529-24년8월_재고생산,진필(JINPIL),0,2024.8.27,24년8월,
PT3391,,PNA23529_0809_2231,STCK_PT3391-페이퍼G형박스(Small)_블랙,발주진행완료,1000,2024.8.9,입하완료,1053,2024.8.29,"2,580,000",2024.10.10,"2,838,000",월결제,PNA23529-24년8월_재고생산,주식회사 모아패키지,"2,580",2024.8.28,24년8월,
PT3394,,PNA23529_0809_5131,STCK_PT3394-슬리브(전용)(Small)_투명+블랙인쇄,발주진행완료,3000,2024.8.9,입하완료,3090,2024.8.29,"1,420,000",2024.10.10,"1,562,000",월결제,PNA23529-24년8월_재고생산,주식회사 모아패키지,473,2024.8.28,24년8월,
PT3393,,PNA23529_0809_5121,STCK_PT3393-페이퍼G형박스(Wide)_블랙,발주진행완료,1000,2024.8.9,입하완료,1042,2024.8.29,"1,370,000",2024.10.10,"1,507,000",월결제,PNA23529-24년8월_재고생산,주식회사 모아패키지,"1,370",2024.8.28,24년8월,
PT3392,,PNA23529_0809_2251,STCK_PT3392-페이퍼G형박스(Tower)_블랙,발주진행완료,1000,2024.8.9,입하완료,1042,2024.8.29,"2,890,000",2024.10.10,"3,179,000",월결제,PNA23529-24년8월_재고생산,주식회사 모아패키지,"2,890",2024.8.28,24년8월,
PT3396,,PNA23529_0809_5151,STCK_PT3396-슬리브(전용)(Wide)_투명+블랙인쇄,발주진행완료,3000,2024.8.9,입하완료,3030,2024.8.29,"1,570,000",2024.10.10,"1,727,000",월결제,PNA23529-24년8월_재고생산,주식회사 모아패키지,523,2024.8.28,24년8월,
PT3395,,PNA23529_0809_5141,STCK_PT3395-슬리브(전용)(Tower)_투명+블랙인쇄,발주진행완료,3000,2024.8.9,입하완료,3170,2024.8.29,"1,540,000",2024.10.10,"1,694,000",월결제,PNA23529-24년8월_재고생산,주식회사 모아패키지,513,2024.8.28,24년8월,
PT1030,,PNA23529_0820_0961,STCK_PT1030-브랜드잇_내지(무지),발주진행완료,5000,2024.8.20,"입하완료, 입하완료","2496, 2530","2024.8.23, 2024.8.26","2,300,000",2024.8.29,"2,530,000",,PNA23529-24년8월_재고생산,주식회사 에이엠씨,460,"2024.8.28, 2024.9.6",24년8월,
PT0580,,PNA23529_0_0411,STCK_PT0580-슬라이드지퍼백(커스텀인쇄)(Medium)_반투명_100-3,발주진행완료,5000,2024.8.14,"입하완료, 입하완료","4250, 780","2024.8.28, 2024.8.29","2,225,000",2024.8.22,"2,447,500",,PNA23529-24년8월_재고생산,착한포장,445,"2024.8.29, 2024.8.29",24년8월,
PT2833,,PNA23529_0814_3801,STCK_PT2833-퀵버튼링노트_플라스틱커버_반투명,발주진행완료,3000,2024.9.3,입하완료,,2024.9.23,"555,000",2024.9.19,"610,500",,PNA23529-24년8월_재고생산,(주)청산인쇄,185,2024.8.30,24년8월,
PT1136,,PNA23529_0814_1201,STCK_PT1136-스탠드업칫솔_화이트,발주진행완료,3000,2024.8.16,입하완료,3010,2024.8.30,"5,100,000",2024.9.20,"5,610,000",,PNA23529-24년8월_재고생산,(주)이케이비전,"1,700",2024.8.30,24년8월,
PT2077,,PNA23529_0814_2351,STCK_PT2077-클리어리유저블컵_바디(473ml)_투명,발주진행완료,2576,2024.8.19,입하완료,2576,2024.8.30,"5,152,000",2024.8.29,"5,667,200",,PNA23529-24년8월_재고생산,주식회사 아조아(AJOAH),"2,000",2024.8.30,24년8월,
PT1046,,PNA23529_0814_0981,STCK_PT1046-펠트스트링파우치_화이트_100-2,발주진행완료,5000,2024.8.16,입하완료,5000,2024.8.28,"931,818",2024.8.22,"1,025,000",,PNA23529-24년8월_재고생산,착한포장,186,2024.8.30,24년8월,
PT1125,,PNA23529_0828_1191,STCK_PT1125-슈가케인펜_화이트,발주진행완료,500,2024.8.28,입하완료,,2024.9.2,"965,000",2024.9.2,"1,061,500",,PNA23529-24년8월_재고생산,RD상사(세나토코리아),"1,930",2024.8.30,24년8월,
PT1197,,PNA23529_0828_1281,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,발주진행완료,5000,2024.8.28,입하완료,,2024.9.2,"4,090,909",2024.9.6,"4,500,000",,PNA23529-24년8월_재고생산,엘바 (ELVA),818,2024.9.2,24년8월,
PT2125,,PNA23529_0828_2471,STCK_PT2125-스포이드(1.2ml)_반투명,발주진행완료,1000,2024.8.29,입하완료,1050,2024.8.30,"20,000",,"20,000","보영님 법인 카드 결제
",PNA23529-24년8월_재고생산,현일에스앤피랩,20,2024.9.2,24년8월,
PT3399,,PNA23530_0905_5171,STCK_PT3399-지지대(Tower)_블랙,발주진행완료,1000,2024.9.6,입하완료,1053,2024.8.29,"3,930,000",2024.10.10,"4,323,000",,PNA23529-24년8월_재고생산,주식회사 모아패키지,"3,930",2024.9.2,24년8월,
PT3366,,PNA23529_0829_4781,STCK_PT3366-와이드클립펜_화이트,발주진행완료,5000,2024.8.30,입하완료,,2024.9.9,"2,645,000",2024.9.2,"2,909,500",,PNA23529-24년8월_재고생산,(주)피알판촉,529,2024.9.3,24년8월,
PT1517,,PNA23529_0_1751,STCK_PT1517-단품박스(스탠다드)_웜그레이_100-4,발주진행완료,1000,2024.9.3,입하완료,1090,2024.9.2,"915,000",2024.9.19,"1,006,500",,PNA23529-24년8월_재고생산,(주)청산인쇄,915,2024.9.4,24년8월,
PT3369,,PNA23529_0827_4981,STCK_PT3369-홀리데이네임택_삽지(스탠다드)_화이트+디지털풀컬러,발주진행완료,3000,2024.8.27,입하완료,3100,2024.8.30,"157,500",2024.9.5,"173,250",,PNA23529-24년8월_재고생산,주식회사 베러웨이시스템즈,53,2024.9.4,24년8월,
PT2472,,PNA23529_0828_3241,STCK_PT2472-트리플컬러펜_블랙,발주진행완료,1000,2024.8.28,입하완료,1000,2024.9.3,"3,800,000",2024.9.5,"4,180,000",,PNA23529-24년8월_재고생산,미쓰비시연필한국판매 주식회사,"3,800",2024.9.4,24년8월,
PT2473,,PNA23529_0828_3711,STCK_PT2473-트리플컬러펜_그레이지,발주진행완료,500,2024.8.28,입하완료,500,2024.9.3,"1,900,000",2024.9.5,"2,090,000",,PNA23529-24년8월_재고생산,미쓰비시연필한국판매 주식회사,"3,800",2024.9.4,24년8월,
PT2839,,PNA23529_0814_3881,STCK_PT2839-프라우드메모패드_커버_블랙,발주진행완료,1000,2024.8.16,입하완료,,2024.9.12,"4,550,000",2024.10.2,"5,005,000",,PNA23529-24년8월_재고생산,엔엠텍코리아주식회사,"4,550",2024.9.6,24년8월,
PT2118,,PNA23529_0814_2441,STCK_PT2118-택끈_카키_000-2,발주진행완료,3000,2024.8.16,입하완료,3025,2024.9.6,"234,000",2024.9.19,"257,400",,PNA23529-24년8월_재고생산,유성(구.유성테프),78,2024.9.6,24년8월,
PT0549,,PNA23529_0826_0291,STCK_PT0549-텀블러류지지박스_블랙_000-1,발주진행완료,5000,2024.9.3,입하완료,5124,2024.9.5,"851,000",2024.10.17,"936,100",,PNA23529-24년8월_재고생산,(주)청산인쇄,170,2024.9.6,24년8월,
PT2828,,PNA23529_0828_3651,STCK_PT2828-투명손잡이지퍼백(L),발주진행완료,3000,2024.8.28,입하완료,3050,2024.9.6,"672,000",2024.9.5,"739,200",,PNA23529-24년8월_재고생산,착한포장,224,2024.9.6,24년8월,
PT3193,,PNA23529_0828_3871,STCK_PT3193-투명손잡이지퍼백(M),발주진행완료,1000,2024.8.28,입하완료,1029,2024.9.6,"202,909",2024.9.5,"223,200",,PNA23529-24년8월_재고생산,착한포장,203,2024.9.6,24년8월,
PT1800,,PNA23529_0820_2221,STCK_PT1800-샤쉐향(화이트타임/구화이트티앤타임),발주진행완료,1000,2024.8.20,입하완료,1020,2024.9.3,"1,300,000",2024.10.17,"1,430,000",,PNA23529-24년8월_재고생산,주식회사 센트온,"1,300",2024.9.10,24년8월,
PT1718,,PNA23529_0812_2011,STCK_PT1718-샤쉐향(골든뱀부),발주진행완료,2000,2024.8.12,"입하완료, 입하완료",1260,"2024.8.28, 2024.8.28","2,600,000",2024.9.9,"2,860,000",,PNA23529-24년8월_재고생산,주식회사 센트온,"1,300","2024.9.10, 2024.9.10",24년8월,
PT3362,,PNA23529_0806_4731,STCK_PT3362-올데이텀블러_화이트,발주진행완료,2000,2024.8.6,입하완료,,2024.9.12,"11,400,000",2024.9.2,"12,540,000",,PNA23529-24년8월_재고생산,강천FNT,"5,700",2024.9.12,24년8월,
PT0518,,PNA23529_0828_0191,STCK_PT0518-굿즈박스(스탠다드)_블랙_000-1,발주진행완료,1000,2024.9.3,입하완료,1069,2024.9.10,"411,000",2024.10.17,"452,100",,PNA23529-24년8월_재고생산,(주)청산인쇄,411,2024.9.13,24년8월,
PT2812,,PNA23529_0828_3271,STCK_PT2812-골지트레이박스_블랙,발주진행완료,1000,2024.8.28,입하완료,1097,2024.9.3,"3,386,000",2024.10.10,"3,724,600",,PNA23529-24년8월_재고생산,주식회사 팩토리비인쇄그룹,"3,386",2024.9.13,24년8월,
PT1560,,PNA23529_0828_1771,STCK_PT1560-지지대_그레이_100-1,발주진행완료,5000,2024.9.3,입하완료,5624,2024.9.10,"231,000",2024.10.17,"254,100",,PNA23529-24년8월_재고생산,(주)청산인쇄,46,2024.9.13,24년8월,
PT2183,,PNA23529_0828_2611,STCK_PT2183-단품박스(스탠다드)_웜그레이_000_28,발주진행완료,2000,2024.9.3,입하완료,2217,2024.9.10,"510,000",2024.10.17,"561,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,255,2024.9.13,24년8월,
PT1707,,PNA23529_0828_1981,STCK_PT1707-페이머스캡슐보틀(에코젠)_아이보리,발주진행완료,2000,2024.8.28,입하완료,,2024.9.23,"8,400,000",2024.9.5,"9,240,000",,PNA23529-24년8월_재고생산,주식회사 제이더블유굿즈,"4,200",2024.9.19,24년8월,
PT1324,,PNA23529_0828_1431,STCK_PT1324-썸네일캘린더_삼각대_블랙,발주진행완료,2000,2024.9.3,입하완료,,2024.9.23,"1,160,000",2024.10.17,"1,276,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,580,2024.9.23,24년8월,
PT1399,,PNA23529_0828_1511,STCK_PT1399-에디트캘린더_삼각대_그레이,발주진행완료,10000,2024.9.3,입하완료,,2024.9.23,"6,500,000",2024.10.17,"7,150,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,650,2024.9.23,24년8월,
PT2804,,PNA23529_0828_3131,STCK_PT2804-페이퍼링캘린더_삼각대_그레이,발주진행완료,10000,2024.9.3,입하완료,,2024.9.23,"5,800,000",2024.10.17,"6,380,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,580,2024.9.23,24년8월,
PT2803,,PNA23529_0828_3121,STCK_PT2803-페이퍼링캘린더_삼각대_블랙,발주진행완료,6000,2024.9.3,입하완료,,2024.9.23,"3,480,000",2024.10.17,"3,828,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,580,2024.9.23,24년8월,
PT3331,,PNA23529_0_3821,STCK_PT3331-테크미니파우치,발주진행완료,5000,2024.8.14,"입하완료, 입하완료, 입하완료","4015, 810","2024.9.25, 2024.9.4, 2024.9.4","10,200,000","2024.9.5, 2024.11.5","11,220,000",,PNA23529-24년8월_재고생산,성우무역,"2,040","2024.9.25, 2024.9.4, 2024.9.3",24년8월,
PT0563,,PNA23529_0814_0361,STCK_PT0563-코튼스트링파우치(커스텀인쇄)(XL)_광목_200-2,발주진행완료,3000,2024.8.14,입하완료,3010,2024.9.25,"4,500,000","2024.8.23, 2024.11.5","4,950,000",,PNA23529-24년8월_재고생산,성우무역,"1,500",2024.9.26,24년8월,
PT2231,PT2228,PNA23529_0806_2991,"STCK_PT2231-크로스스트랩_블랙, STCK_PT2528-브랜디드노트북백_추상적산출물, STCK_PT2228-브랜디드노트북백_블랙",발주진행완료,1000,2024.8.6,"입하완료, 입하완료","1050, 1020","2024.9.23, 2024.9.23","16,818,182",2024.10.17,"18,500,000",,PNA23529-24년8월_재고생산,(주)에스씨인터내셔널,"16,818","2024.9.26, 2024.9.26",24년8월,
PT1753,,PNA23529_0828_2101,STCK_PT1753-프라우드투톤명함지갑_블랙,발주진행완료,1000,2024.8.28,입하완료,,2024.9.24,"5,200,000",2024.10.2,"5,720,000",,PNA23529-24년8월_재고생산,엔엠텍코리아주식회사,"5,200",2024.9.27,24년8월,
PT3345,,PNA23529_0828_4561,STCK_PT3345-띠지밴드_그레이,발주진행완료,2000,2024.8.28,입하완료,2040,2024.9.26,"200,000",2024.10.24,"220,000",,PNA23529-24년8월_재고생산,유성(구.유성테프),100,2024.9.27,24년8월,
PT3900,,PNA23529_0828_4831,STCK_PT3900-리멤버탁상시계,발주진행완료,3000,2024.8.28,입하완료,,2024.10.7,"13,200,000","2024.9.19, 2024.10.2","14,520,000","잔금 10/2 지급건
",PNA23529-24년8월_재고생산,주식회사 코스맥스코리아,"4,400",2024.9.27,24년8월,
PT0853,,PNA23529_0828_0681,STCK_PT0853-리유저블캘린더_삼각대_그레이,발주진행완료,7000,2024.9.3,입하완료,,2024.10.7,"13,300,000",2024.10.17,"14,630,000",,PNA23529-24년8월_재고생산,(주)청산인쇄,"1,900",2024.9.30,24년8월,
PT2242,,PNA23529_0828_2681,STCK_PT2242-포터블캠핑롤테이블(세트_본품및파우치)_블랙,발주진행완료,1000,2024.8.28,입하완료,1050,2024.9.27,"9,000,000","2024.9.5, 2024.10.4, 2024.10.31","9,900,000",,PNA23529-24년8월_재고생산,(주)주니어 빌리지,"9,000","2024.9.30, 2025.3.31",24년8월,
PT0733,,PNA23529_0828_0571,STCK_PT0733-노트북스탠드패드_패드_다크그레이,발주진행완료,2000,2024.8.28,입하완료,1990,2024.10.8,"19,000,000","2024.10.8, 2024.9.2","20,900,000",,PNA23529-24년8월_재고생산,아이티에스글로벌(ITSGlobal),"9,500",2024.10.11,24년8월,
PT2832,,PNA23529_0828_3701,STCK_PT2832-올웨이즈양우산(세트_본품및케이스)_블랙,발주진행완료,5000,2024.9.4,"입하완료, 입하완료","4693, 310","2024.10.16, 2024.11.6","40,450,000","2024.9.24, 2024.10.31","44,495,000",,PNA23529-24년8월_재고생산,성우무역,"8,090","2024.10.28, 2024.11.6",24년8월,
PT2370,,PNA23530_0_2801,STCK_PT2370-버티컬무선충전패드(15W)_블랙,발주진행완료,303,2024.9.4,입하완료,,2024.9.9,"2,575,500",2024.9.12,"2,833,050",,PNA23530-24년9월_재고생산,(주)데코컴퍼니,"8,500",2024.9.5,24년9월,
PT0404,,PNA23530_0903_2941,STCK_PT0404-바스켓_바디_오트밀,발주진행완료,500,2024.9.3,입하완료,500,2024.9.5,"325,000",2024.9.4,"357,500",,PNA23530-24년9월_재고생산,주식회사 이우피앤씨,650,2024.9.6,24년9월,
PT0403,,PNA23530_0_2941,STCK_PT0403-바스켓_리드_오트밀,발주진행완료,500,2024.9.3,입하완료,500,2024.9.5,"325,000",2024.9.4,"357,500",,PNA23530-24년9월_재고생산,주식회사 이우피앤씨,650,2024.9.6,24년9월,
PT3766,,PNA23530_0904_4511,STCK_PT3766-킵세이프마그넷배터리,발주진행완료,55,2024.9.4,입하완료,55,2024.9.6,"470,000",2024.9.12,"517,000",,PNA23530-24년9월_재고생산,감성코퍼레이션 주식회사,"8,545",2024.9.6,24년9월,
PT3334,,PNA23530_0905_4441,STCK_PT3334-주의사항표기서(전용),발주진행완료,2000,2024.9.6,입하완료,,2024.10.15,"100,000",2024.10.11,"110,000",,PNA23530-24년9월_재고생산,주식회사 베러웨이시스템즈,50,2024.9.9,24년9월,
PT3353,,PNA23530_0906_5221,STCK_PT3353-메시지캐리어파우치_매트블랙,발주진행완료,1000,2024.9.6,입하완료,,2024.9.9,"5,400,000",2024.9.19,"5,940,000",,PNA23530-24년9월_재고생산,(주)이삭반도체,"5,400",2024.9.9,24년9월,
PT3400,,PNA23530_0910_5271,STCK_PT3400-스탠리데일리텀블러_폴라화이트,발주진행완료,500,2024.10.8,입하완료,,2024.10.8,"10,900,000",,"11,990,000",,PNA23530-24년9월_재고생산,주식회사 에벤에셀기업,"21,800",2024.9.10,24년9월,
PT3401,,PNA23530_0910_5251,STCK_PT3401-스탠리데일리텀블러_해머톤그린,발주진행완료,500,2024.10.8,입하완료,,2024.10.8,"10,900,000",,"11,990,000",,PNA23530-24년9월_재고생산,주식회사 에벤에셀기업,"21,800",2024.9.10,24년9월,
PT2969,,PNA23530_0909_4321,STCK_PT2969-메시지캐리어파우치_실버,발주진행완료,2000,2024.9.9,"입하완료, 입하완료",,"2024.9.30, 2024.9.30","10,800,000",2024.9.19,"11,880,000",,PNA23530-24년9월_재고생산,(주)이삭반도체,"5,400","2024.9.10, 2024.9.30",24년9월,
PT1780,,PNA23530_0_2131,STCK_PT1780-쇼핑백_화이트_200-3,발주진행완료,500,2024.9.5,입하완료,503,2024.9.11,"400,000",2024.10.8,"440,000",,PNA23530-24년9월_재고생산,민영종합상사,800,2024.9.11,24년9월,
PT1802,,PNA23530_0905_2241,STCK_PT1802-헤링본끈_화이트,발주진행완료,5000,2024.9.5,입하완료,5000,2024.9.10,"637,000",2024.10.22,"700,700",,PNA23530-24년9월_재고생산,백제레스,127,2024.9.11,24년9월,
PT3365,,PNA23530_0906_4791,STCK_PT3365-와이드클립펜_올블랙,발주진행완료,3000,2024.9.6,입하완료,,2024.9.12,"1,617,000",2024.9.9,"1,778,700",,PNA23530-24년9월_재고생산,(주)피알판촉,539,2024.9.11,24년9월,
PT3283,,PNA23530_0904_3971,STCK_PT3283-이염방지페이퍼(스포츠타월)_화이트,발주진행완료,4000,2024.9.4,입하완료,,2024.10.15,"94,000",2024.9.10,"103,400",,PNA23530-24년9월_재고생산,효제지업사,24,2024.9.12,24년9월,
PT0534,,PNA23530_0905_0241,STCK_PT0534-무광스트링파우치(커스텀인쇄)(M)_블랙_200-1,발주진행완료,3000,2024.9.6,입하완료,3000,2024.9.12,"1,317,273",2024.9.12,"1,449,000",,PNA23530-24년9월_재고생산,착한포장,439,2024.9.13,24년9월,
PT3159,,PNA23530_0909_3621,STCK_PT3159-주의사항표기서(전용),발주진행완료,2000,2024.9.9,입하완료,,2024.10.15,"63,000",2024.10.11,"69,300",,PNA23530-24년9월_재고생산,주식회사 베러웨이시스템즈,32,2024.9.20,24년9월,
PT0453,,PNA23530_0911_0051,STCK_PT0453-단품박스(스탠다드)_웜그레이_000-6,발주진행완료,4000,2024.9.11,입하완료,4103,2024.9.24,"1,641,000",2024.10.17,"1,805,100",,PNA23530-24년9월_재고생산,(주)청산인쇄,410,2024.9.25,24년9월,
PT3364,,PNA23530_0912_4701,STCK_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,발주진행완료,10000,2024.9.19,입하완료,,2024.10.15,"529,091",,"582,000",,PNA23530-24년9월_재고생산,진필(JINPIL),53,2024.9.25,24년9월,
PT3292,,PNA23530_0923_5051,STCK_PT3292-OPP,발주진행완료,2000,2024.9.23,입하완료,2000,2024.9.24,0,,0,,PNA23530-24년9월_재고생산,혜림봉투,0,2024.9.25,24년9월,
PT1139,,PNA23530_0912_1211,STCK_PT1139-슬라이드지퍼백(커스텀인쇄)_투명_200-2,발주진행완료,3000,2024.9.12,입하완료,,2024.10.14,"990,000",2024.9.26,"1,089,000",,PNA23530-24년9월_재고생산,착한포장,330,2024.9.26,24년9월,
PT3766,,PNA23530_0924_4511,STCK_PT3766-킵세이프마그넷배터리,발주진행완료,500,2024.9.24,입하완료,500,2024.9.25,"4,272,727",2024.10.4,"4,700,000",,PNA23530-24년9월_재고생산,감성코퍼레이션 주식회사,"8,545",2024.9.26,24년9월,
PT0847,,PNA23530_0905_0661,STCK_PT0847-로고스트랩파우치_지퍼,발주진행완료,5790,2024.9.5,입하완료,,2024.10.15,"2,700,000",2024.9.30,"2,970,000",,PNA23530-24년9월_재고생산,(주)승화파트너스,466,2024.9.27,24년9월,
PT0848,,PNA23530_0905_0671,STCK_PT0848-파우치스트랩_블랙,발주진행완료,5400,2024.9.5,입하완료,,2024.10.15,"1,800,000",2024.9.30,"1,980,000",,PNA23530-24년9월_재고생산,(주)승화파트너스,333,2024.9.27,24년9월,
PT1073,,PNA23530_0909_1041,STCK_PT1073-펠트스트링파우치(커스텀인쇄)_그레이_300-1,발주진행완료,2000,2024.9.9,입하완료,2010,2024.9.24,"800,000",2024.9.30,"880,000",백제레스 스트링 주문 완료.,PNA23530-24년9월_재고생산,(주)영일패키지,400,2024.9.27,24년9월,
