파츠번호,재고귀속파츠번호,task_id,sync_item,과업지시상태,발주지시수량,과업지시일자,입하여부,입하수량,실제입하일(from. movement),공급가액,결제일(from. 지출결의),지출금액(vat 포함),지출결의비고,project,수주처,공급가액단가,입하예정일,,
PT1572,,PNA31184_0214_1801,STCK_PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,발주진행완료,1100,2025.2.14,입하완료,1100,2025.2.25,"484,000",2025.2.27,"532,400",,PNA31184-25년2월_재고생산,착한포장,440,,25년2월,2025. 2. 1
PT1093,,PNA31184_0214_1071,STCK_PT1093-유광덮개파우치_투명_000-3,발주진행완료,"2,000",2025.2.14,입하완료,2050,2025.2.25,"460,000",2025.2.27,"506,000",,PNA31184-25년2월_재고생산,착한포장,230,,25년2월,2025. 2. 1
PT3392,,PNA31184_0210_2251,"STCK_PT3392-페이퍼G형박스(Tower)_블랙, STCK_PT4364-페이퍼G형박스_추상적산출물, STCK_PT3399-지지대(Tower)_블랙",발주진행완료,"1,000",2025.2.10,"입하완료, 입하완료","1071, 1061","2025.2.19, 2025.2.19","2,700,000",2025.3.13,"2,970,000",,PNA31184-25년2월_재고생산,주식회사 모아패키지,"2,700",,25년2월,2025. 2. 1
PT1569,,PNA31184_0213_1781,STCK_PT1569-컬러풀노트패드_블랙,발주진행완료,"2,000",2025.2.13,"입하완료, 입하완료",1020,"2025.2.24, 2025.2.25","3,180,000",2025.3.20,"3,498,000",,PNA31184-25년2월_재고생산,(주)청산인쇄,"1,590",,25년2월,2025. 2. 1
PT2117,,PNA31184_0210_2431,STCK_PT2117-생분해펄프화분(전용)_브라운,발주진행완료,"10,000",2025.2.10,입하완료,10000,2025.2.18,"1,000,000",2025.2.27,"1,100,000",,PNA31184-25년2월_재고생산,성우무역,100,,25년2월,2025. 2. 1
PT2827,,PNA31184_0219_3641,STCK_PT2827-투명손잡이지퍼백(S),발주진행완료,"1,000",2025.2.20,입하완료,1015,2025.2.25,"119,636",2025.2.27,"131,600",,PNA31184-25년2월_재고생산,착한포장,120,,25년2월,2025. 2. 1
PT1464,,PNA31184_0225_1651,STCK_PT1464-올블랙펜_매트블랙,발주진행완료,3000,2025.2.25,입하완료,,2025.2.28,"5,181,818",2025.3.6,"5,700,000",,PNA31184-25년2월_재고생산,엘바 (ELVA),"1,727",,25년2월,2025. 2. 1
PT4330,,PNA31184_0226_5321,STCK_PT4330-히트업손난로보조배터리_화이트,발주진행완료,173,2025.2.26,입하완료,,2025.2.28,"1,851,100",2025.3.13,"2,036,210",,PNA31184-25년2월_재고생산,주식회사 코스맥스코리아,"10,700",,25년2월,2025. 2. 1
PT3353,,PNA31184_0228_5221,STCK_PT3353-메시지캐리어파우치_매트블랙,발주진행완료,102,2025.3.4,입하완료,,2025.3.4,"550,800",2025.3.13,"605,880",,PNA31184-25년2월_재고생산,(주)이삭반도체,"5,400",,25년2월,2025. 2. 1
PT3766,,PNA31184_0305_4511,STCK_PT3766-킵세이프마그넷배터리,발주진행완료,"2,000",2025.3.5,입하완료,2000,2025.3.5,"14,545,455",2025.3.13,"16,000,000",,PNA31184-25년2월_재고생산,감성코퍼레이션 주식회사,"7,273",,25년2월,2025. 2. 1
PT1093,,PNA31184_0226_1071,STCK_PT1093-유광덮개파우치_투명_000-3,발주진행완료,"2,000",2025.2.27,입하완료,2040,2025.3.7,"460,000",2025.3.6,"506,000",,PNA31184-25년2월_재고생산,착한포장,230,,25년2월,2025. 2. 1
PT2839,,PNA31184_0210_3881,STCK_PT2839-프라우드메모패드_커버_블랙,발주진행완료,500,2025.2.10,입하완료,,2025.3.7,"2,325,000",2025.3.13,"2,557,500",,PNA31184-25년2월_재고생산,엔엠텍코리아주식회사,"4,650",,25년2월,2025. 2. 1
PT4239,,PNA31184_0210_5081,STCK_PT4239-리프레쉬고체치약(쿨민트.50정),발주진행완료,"2,000",2025.2.10,입하완료,2000,2025.3.11,"6,840,000","2025.2.17, 2025.3.10","7,524,000",,PNA31184-25년2월_재고생산,(주)성원제약,"3,420",,25년2월,2025. 2. 1
PT4093,,PNA31184_0212_5281,STCK_PT4093-프라임폴더블멀티충전기_다크그레이,발주진행완료,320,2025.2.12,입하완료,,2025.3.4,"11,520,000",2025.2.20,"12,672,000",,PNA31184-25년2월_재고생산,제이에이 코퍼레이션 (JA Corp.),"36,000",,25년2월,2025. 2. 1
PT3330,,PNA31184_0228_4101,STCK_PT3330-칫솔케이스(커스텀인쇄)_투명,발주진행완료,450,2025.2.28,입하완료,,2025.3.14,"128,864",2025.6.18,"141,750",,PNA31184-25년2월_재고생산,도매박스&뉴제이스포츠,286,,25년2월,2025. 2. 1
PT0761,,PNA31184_0210_0611,STCK_PT0761-골지단품박스_그레이_100-4,발주진행완료,"1,000",2025.2.10,입하완료,1030,2025.3.5,"964,000",2025.4.17,"1,060,400",,PNA31184-25년2월_재고생산,(주)청산인쇄,964,,25년2월,2025. 2. 1
PT3854,,PNA31184_0212_4631,STCK_PT3854-미스트워터보틀_반투명화이트,발주진행완료,"2,000",2025.2.12,입하완료,,2025.3.11,"7,400,000",2025.2.19,"8,140,000",,PNA31184-25년2월_재고생산,주식회사 오보틀,"3,700",,25년2월,2025. 2. 1
PT3855,,PNA31184_0212_4641,STCK_PT3855-미스트워터보틀_다크그레이,발주진행완료,500,2025.2.12,입하완료,,2025.3.11,"1,850,000",2025.2.19,"2,035,000",,PNA31184-25년2월_재고생산,주식회사 오보틀,"3,700",,25년2월,2025. 2. 1
PT3856,,PNA31184_0212_5271,STCK_PT3856-미스트워터보틀_더스티핑크,발주진행완료,500,2025.2.12,입하완료,,2025.3.11,"1,850,000",2025.2.19,"2,035,000",,PNA31184-25년2월_재고생산,주식회사 오보틀,"3,700",,25년2월,2025. 2. 1
PT0548,,PNA31184_0217_0281,STCK_PT0548-텀블러류지지박스_화이트_000-1,발주진행완료,"2,000",2025.2.17,입하완료,2100,2025.3.4,"332,000",2025.4.17,"365,200",,PNA31184-25년2월_재고생산,(주)청산인쇄,166,,25년2월,2025. 2. 1
PT0549,,PNA31184_0221_0291,STCK_PT0549-텀블러류지지박스_블랙_000-1,발주진행완료,"5,000",2025.2.21,입하완료,5120,2025.3.4,"825,000",2025.4.17,"907,500",,PNA31184-25년2월_재고생산,(주)청산인쇄,165,,25년2월,2025. 2. 1
PT0554,,PNA31184_0221_0311,STCK_PT0554-노트류지지대(전용)_블랙_100-2,발주진행완료,"2,000",2025.2.21,입하완료,2080,2025.3.4,"388,000",2025.4.17,"426,800",,PNA31184-25년2월_재고생산,(주)청산인쇄,194,,25년2월,2025. 2. 1
PT3364,,PNA31184_0306_4701,STCK_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,발주진행완료,"7,000",2025.3.6,입하완료,,2025.3.12,"421,500",2025.6.30,"421,500",,PNA31184-25년2월_재고생산,진필(JINPIL),60,,25년2월,2025. 2. 1
PT1201,,PNA31184_0306_1301,STCK_PT1201-스펙트럼컬러펜(블랙잉크)_블랙,발주진행완료,"5,010",2025.3.6,입하완료,,2025.3.10,"4,099,091",2025.4.3,"4,509,000",,PNA31184-25년2월_재고생산,엘바 (ELVA),818,,25년2월,2025. 2. 1
PT4754,,PNA31184_0228_5571,STCK_PT4754-단품박스(스탠다드)_화이트,발주진행완료,"5,000",2025.3.5,입하완료,5248,2025.3.12,"1,660,000",2025.4.10,"1,826,000",,PNA31184-25년2월_재고생산,주식회사 모아패키지,332,,25년2월,2025. 2. 1
PT3193,,PNA31184_0226_3871,STCK_PT3193-투명손잡이지퍼백(M),발주진행완료,"2,000",2025.2.26,입하완료,2020,2025.3.12,"405,818",2025.3.6,"446,400",,PNA31184-25년2월_재고생산,착한포장,203,,25년2월,2025. 2. 1
PT2995,,PNA31184_0228_3341,STCK_PT2995-지지대(전용)_화이트,발주진행완료,"1,000",2025.3.4,입하완료,1145,2025.3.10,"572,000",2025.4.17,"629,200",,PNA31184-25년2월_재고생산,(주)청산인쇄,572,,25년2월,2025. 2. 1
PT4753,,PNA31184_0217_5531,STCK_PT4753-군번줄_블랙,발주진행완료,"5,000",2025.2.18,입하완료,5000,2025.3.13,"450,000",2025.2.25,"495,000",,PNA31184-25년2월_재고생산,올댓프린팅,90,,25년2월,2025. 2. 1
PT3366,,PNA31184_0306_4781,STCK_PT3366-와이드클립펜_화이트,발주진행완료,"3,000",2025.3.6,입하완료,3000,2025.3.12,"1,887,000",2025.3.11,"2,075,700",25년 주문 건 단가 인상 반영 완료,PNA31184-25년2월_재고생산,(주)피알판촉,629,,25년2월,2025. 2. 1
PT0878,,PNA31184_0306_0721,STCK_PT0878-매트블랙텀블러_블랙,발주진행완료,"2,000",2025.3.6,입하완료,,2025.3.14,"14,220,000",2025.4.10,"15,642,000",,PNA31184-25년2월_재고생산,주식회사 꾸띠잔홀딩스,"7,110",,25년2월,2025. 2. 1
PT4396,,PNA31184_0206_5351,STCK_PT4396-메시지캐리어파우치(2024ver)_실버,발주진행완료,"2,000",2025.2.6,"입하완료, 입하완료","1000, 1020","2025.3.19, 2025.3.25","8,800,000","2025.2.13, 2025.3.6","9,680,000","25년 2월 13일 선금 50%지급
25년 3월 6일 잔금 50%지급",PNA31184-25년2월_재고생산,(주)주니어 빌리지,"4,400",,25년2월,2025. 2. 1
PT2231,PT2228,PNA31184_0206_2991,"STCK_PT2231-크로스스트랩_블랙, STCK_PT2228-브랜디드노트북백_블랙",발주진행완료,"1,000",2025.2.6,"입하완료, 입하완료, 입하완료","1055, 1010","2025.3.27, 2025.3.27, 2025.3.27","16,818,182",2025.4.15,"18,500,000",,PNA31184-25년2월_재고생산,(주)에스씨인터내셔널,"16,818",,25년2월,2025. 2. 1
PT1197,,PNA31185_0306_1281,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,발주진행완료,"1,000",2025.3.6,입하완료,,2025.3.10,"818,182",2025.4.3,"900,000",,PNA31185-25년3월_재고생산,엘바 (ELVA),818,,25년3월,2025. 3. 1
PT1779,,PNA31185_0306_2121,STCK_PT1779-골프공(타이틀리스트프로V1),발주진행완료,612,2025.3.6,입하완료,,2025.3.11,"3,060,000",2025.3.10,"3,366,000",,PNA31185-25년3월_재고생산,(주)바른스포츠,"5,000",,25년3월,2025. 3. 1
PT3766,,PNA31185_0306_4511,STCK_PT3766-킵세이프마그넷배터리,발주진행완료,"1,000",2025.3.7,입하완료,1000,2025.3.10,"7,272,727",2025.3.14,"8,000,000",,PNA31185-25년3월_재고생산,감성코퍼레이션 주식회사,"7,273",,25년3월,2025. 3. 1
PT3200,,PNA31185_0311_3731,STCK_PT3200-캐리미와인잔(컵부분),발주진행완료,500,2025.3.11,입하완료,,2025.3.13,"985,000",2025.3.20,"1,083,500",,PNA31185-25년3월_재고생산,보소코리아,"1,970",,25년3월,2025. 3. 1
PT3201,,PNA31185_0311_3741,STCK_PT3201-캐리미와인잔(받침대)_투명,발주진행완료,500,2025.3.11,입하완료,,2025.3.13,"985,000",2025.3.20,"1,083,500",,PNA31185-25년3월_재고생산,보소코리아,"1,970",,25년3월,2025. 3. 1
PT3203,,PNA31185_0311_3761,STCK_PT3203-캐리미와인잔(2개입케이스),발주진행완료,300,2025.3.11,입하완료,,2025.3.13,"228,000",2025.3.20,"250,800",,PNA31185-25년3월_재고생산,보소코리아,760,,25년3월,2025. 3. 1
PT3202,,PNA31185_0311_3751,STCK_PT3202-캐리미와인잔(1개입케이스),발주진행완료,300,2025.3.11,입하완료,,2025.3.13,"114,000",2025.3.20,"125,400",,PNA31185-25년3월_재고생산,보소코리아,380,,25년3월,2025. 3. 1
PT1572,,PNA31185_0306_1801,STCK_PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,발주진행완료,"1,000",2025.3.6,입하완료,1000,2025.3.12,"440,000",2025.3.13,"484,000",,PNA31185-25년3월_재고생산,착한포장,440,,25년3월,2025. 3. 1
PT1679,,PNA31185_0306_1931,STCK_PT1679-주의사항표기서(전용)_화이트+디지털풀컬러_000-4,발주진행완료,"1,000",2025.3.6,입하완료,1020,2025.3.11,"52,500",2025.4.10,"57,750",,PNA31185-25년3월_재고생산,주식회사 베러웨이시스템즈,53,,25년3월,2025. 3. 1
PT3377,,PNA31185_0312_4901,STCK_PT3377-시그니처다이어리_밴드_20.빨강,발주진행완료,500,2025.3.12,입하완료,,2025.3.14,"47,500",2025.3.27,"52,250",,PNA31185-25년3월_재고생산,유성(구.유성테프),95,,25년3월,2025. 3. 1
PT0736,,PNA31185_0306_0581,STCK_PT0736-에코페이퍼봉투(스탠다드)_웜그레이_300-1,발주진행완료,"2,000",2025.3.6,입하완료,2010,2025.3.14,"2,159,000",2025.4.17,"2,374,900",,PNA31185-25년3월_재고생산,(주)청산인쇄,"1,080",,25년3월,2025. 3. 1
PT4400,,PNA31185_0311_5501,STCK_PT4400-라이트샤오미펜_화이트,발주진행완료,"2,000",2025.3.11,입하완료,2000,2025.3.17,"1,000,000",2025.4.17,"1,100,000",,PNA31185-25년3월_재고생산,(주)영인기프트,500,,25년3월,2025. 3. 1
PT3353,,PNA31185_0318_5221,STCK_PT3353-메시지캐리어파우치_매트블랙,발주진행완료,505,2025.3.18,입하완료,,2025.3.21,"2,727,000",2025.4.3,"2,999,700",,PNA31185-25년3월_재고생산,(주)이삭반도체,"5,400",,25년3월,2025. 3. 1
PT0996,,PNA31185_0306_0931,STCK_PT0996-단품박스(스탠다드)_웜그레이_000-8,발주진행완료,"2,000",2025.3.6,입하완료,2072,2025.3.13,"552,000",2025.4.17,"607,200",,PNA31185-25년3월_재고생산,(주)청산인쇄,276,,25년3월,2025. 3. 1
PT1583,,PNA31185_0306_1811,STCK_PT1583-골지단품박스_그레이_100-2,발주진행완료,"2,000",2025.3.6,입하완료,2112,2025.3.18,"1,716,000",2025.4.17,"1,887,600",,PNA31185-25년3월_재고생산,(주)청산인쇄,858,,25년3월,2025. 3. 1
PT1719,,PNA31185_0306_2021,STCK_PT1719-미스트페이퍼봉투_반투명_100-1,발주진행완료,"3,000",2025.3.6,입하완료,3040,2025.3.20,"1,250,000",2025.4.17,"1,375,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,417,,25년3월,2025. 3. 1
PT0580,,PNA31185_0311_0411,STCK_PT0580-슬라이드지퍼백(커스텀인쇄)(Medium)_반투명_100-3,발주진행완료,"5,000",2025.3.11,입하완료,5016,2025.3.20,"2,225,000",2025.3.20,"2,447,500",,PNA31185-25년3월_재고생산,착한포장,445,,25년3월,2025. 3. 1
PT1125,,PNA31185_0317_1191,STCK_PT1125-슈가케인펜_화이트,발주진행완료,"2,000",2025.3.17,입하완료,,2025.3.21,"3,860,000",2025.3.25,"4,246,000",,PNA31185-25년3월_재고생산,RD상사(세나토코리아),"1,930",,25년3월,2025. 3. 1
PT4755,,PNA31185_0305_5581,STCK_PT4755-칠링패드냉각선풍기_화이트,발주진행완료,"3,000",2025.4.14,"입하완료, 입하완료",1000,"2025.3.21, 2025.3.21","25,909,091","2025.3.25, 2025.5.9","28,500,000",,PNA31185-25년3월_재고생산,(주)쉔코리아,"8,636",,25년3월,2025. 3. 1
PT0403,PT0404,PNA31185_0314_2941,"STCK_PT0403-바스켓_리드_오트밀, STCK_PT0404-바스켓_바디_오트밀, STCK_PT2733-바스켓_오트밀_추상적산출물",발주진행완료,300,2025.3.14,"입하완료, 입하완료",300,"2025.3.21, 2025.3.26","390,000",2025.3.18,"429,000",,PNA31185-25년3월_재고생산,주식회사 이우피앤씨,"1,300",,25년3월,2025. 3. 1
PT0901,,PNA31185_0_0771,STCK_PT0901-뮤지엄머그_화이트,발주진행완료,"2,500",2025.3.12,입하완료,,2025.3.25,"6,250,000",2025.3.20,"6,875,000",,PNA31185-25년3월_재고생산,홍보요업,"2,500",,25년3월,2025. 3. 1
PT3324,,PNA31185_0317_4071,STCK_PT3324-주의사항표기서(전용)_화이트+디지털풀컬러,발주진행완료,"1,000",2025.3.17,입하완료,,2025.3.31,"52,500",2025.4.10,"57,750",,PNA31185-25년3월_재고생산,주식회사 베러웨이시스템즈,53,,25년3월,2025. 3. 1
PT2822,,PNA31185_0318_3571,STCK_PT2822-레디고런치박스_본품,발주진행완료,1000,2025.3.18,입하완료,1000,2025.3.25,"3,650,000",2025.4.15,"4,015,000",,PNA31185-25년3월_재고생산,(주)이지앤,"3,650",,25년3월,2025. 3. 1
PT1318,,PNA31185_0321_1411,STCK_PT1318-실버팩_100-1,발주진행완료,5000,2025.3.21,입하완료,,2025.3.28,"300,000",2025.6.30,"300,000","민정 개인 법인카드로 구매
",PNA31185-25년3월_재고생산,제이디패키지,60,,25년3월,2025. 3. 1
PT2823,,PNA31185_0318_3572,STCK_PT2823-레디고런치박스_투명캡,발주진행완료,"1,050",2025.4.2,입하완료,1096,2025.3.25,"577,500",2025.4.15,"635,250",,PNA31185-25년3월_재고생산,(주)이지앤,550,,25년3월,2025. 3. 1
PT1800,,PNA31185_0311_2221,STCK_PT1800-샤쉐향(화이트타임/구화이트티앤타임),발주진행완료,"2,000",2025.3.11,"입하완료, 입하완료","700, 1300","2025.3.25, 2025.3.25","2,600,000",2025.4.17,"2,860,000",,PNA31185-25년3월_재고생산,주식회사 센트온,"1,300",,25년3월,2025. 3. 1
PT2825,,PNA31185_0318_3561,STCK_PT2825-주의사항표기서(전용),발주진행완료,500,2025.3.18,입하완료,467,2025.3.26,"73,500",2025.4.10,"80,850",,PNA31185-25년3월_재고생산,주식회사 베러웨이시스템즈,147,,25년3월,2025. 3. 1
PT1802,,PNA31185_0319_2241,STCK_PT1802-헤링본끈_화이트,발주진행완료,5000,2025.3.19,입하완료,5000,2025.3.26,"637,000",2025.4.3,"700,700",,PNA31185-25년3월_재고생산,백제레스,127,,25년3월,2025. 3. 1
PT4283,,PNA31185_0321_5381,STCK_PT4283-퀵차지도킹형보조배터리_화이트,발주진행완료,1000,2025.3.24,입하완료,1000,2025.3.25,"7,000,000",2025.4.21,"7,700,000",,PNA31185-25년3월_재고생산,주식회사 알리오코리아,"7,000",,25년3월,2025. 3. 1
PT2079,,PNA31185_0324_2371,STCK_PT2079-클리어리유저블컵_리드(스탠다드리드)_화이트,발주진행완료,5000,2025.3.24,입하완료,5060,2025.3.26,"1,000,000",2025.3.25,"1,100,000",,PNA31185-25년3월_재고생산,주식회사 아조아(AJOAH),200,,25년3월,2025. 3. 1
PT2077,,PNA31185_0324_2351,STCK_PT2077-클리어리유저블컵_바디(473ml)_투명,발주진행완료,"2,240",2025.3.24,입하완료,,2025.3.26,"4,480,000",2025.3.25,"4,928,000",,PNA31185-25년3월_재고생산,주식회사 아조아(AJOAH),"2,000",,25년3월,2025. 3. 1
PT0814,,PNA31185_0325_5441,STCK_PT0814-사파리볼펜_매트차콜블랙,발주진행완료,500,2025.3.25,입하완료,,2025.3.26,"11,000,000",2025.3.31,"12,100,000",,PNA31185-25년3월_재고생산,디케이에스에이치코리아(주),"22,000",,25년3월,2025. 3. 1
PT2405,,PNA31185_0306_2861,STCK_PT2405-베케이션여권케이스,발주진행완료,500,2025.3.6,입하완료,,2025.3.31,"2,125,000",2025.3.27,"2,337,500",,PNA31185-25년3월_재고생산,엔엠텍코리아주식회사,"4,250",,25년3월,2025. 3. 1
PT0543,,PNA31185_0306_0271,STCK_PT0543-골지트레이박스_블랙_200-1,발주진행완료,"2,000",2025.3.10,입하완료,2044,2025.3.26,"4,900,000",2025.4.10,"5,390,000",,PNA31185-25년3월_재고생산,주식회사 모아패키지,"2,450",,25년3월,2025. 3. 1
PT2829,,PNA31185_0306_3661,STCK_PT2829-트레이박스_화이트,발주진행완료,500,2025.3.7,입하완료,564,2025.3.17,"515,000",2025.4.10,"566,500",,PNA31185-25년3월_재고생산,주식회사 팩토리비인쇄그룹,"1,030",,25년3월,2025. 3. 1
PT3323,,PNA31185_0306_4061,STCK_PT3323-페이퍼G형박스(전용)_웜그레이+블랙인쇄,발주진행완료,"1,000",2025.3.10,입하완료,1104,2025.3.21,"1,020,000",2025.4.17,"1,122,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,"1,020",,25년3월,2025. 3. 1
PT0493,,PNA31185_0306_0131,STCK_PT0493-단품박스(스탠다드)_웜그레이_000-19,발주진행완료,1000,2025.3.10,입하완료,1064,2025.3.25,"577,500",2025.4.17,"635,250",,PNA31185-25년3월_재고생산,(주)청산인쇄,578,,25년3월,2025. 3. 1
PT0542,,PNA31185_0306_0261,STCK_PT0542-골지트레이박스_화이트_200-1,발주진행완료,"2,000",2025.3.10,입하완료,2041,2025.3.26,"3,760,000",2025.4.10,"4,136,000",,PNA31185-25년3월_재고생산,주식회사 모아패키지,"1,880",,25년3월,2025. 3. 1
PT1493,,PNA31185_0306_1691,STCK_PT1493-오픈박스(스탠다드)(Small)_화이트_100-4,발주진행완료,"5,000",2025.3.10,입하완료,5164,2025.3.21,"2,340,000",2025.4.17,"2,574,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,468,,25년3월,2025. 3. 1
PT4646,,PNA31185_0306_5161,STCK_PT4646-단품박스(스탠다드)_화이트_08WH,발주진행완료,"2,000",2025.3.10,입하완료,2104,2025.3.25,"1,000,000",2025.4.17,"1,100,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,500,,25년3월,2025. 3. 1
PT1560,,PNA31185_0317_1771,STCK_PT1560-지지대_그레이_100-1,발주진행완료,"5,000",2025.3.18,입하완료,5450,2025.3.21,"231,000",2025.4.17,"254,100",,PNA31185-25년3월_재고생산,(주)청산인쇄,46,,25년3월,2025. 3. 1
PT2812,,PNA31185_0321_3271,STCK_PT2812-골지트레이박스_블랙,발주진행완료,"1,000",2025.3.21,입하완료,1092,2025.3.31,"2,210,000",2025.4.10,"2,431,000",,PNA31185-25년3월_재고생산,주식회사 모아패키지,"2,210",,25년3월,2025. 3. 1
PT4403,,PNA31185_0324_5601,STCK_PT4403-사각스티커(전용)(KC면제필)_화이트+디지털풀컬러,발주진행완료,"1,000",2025.3.27,입하완료,1079,2025.4.1,"70,000",2025.4.10,"77,000",,PNA31185-25년3월_재고생산,서울디지털인쇄협동조합,70,,25년3월,2025. 3. 1
PT4093,,PNA31185_0331_5281,STCK_PT4093-프라임폴더블멀티충전기_다크그레이,발주진행완료,300,2025.3.31,입하완료,,2025.4.1,"10,800,000",2025.4.17,"11,880,000",,PNA31185-25년3월_재고생산,제이에이 코퍼레이션 (JA Corp.),"36,000",,25년3월,2025. 3. 1
PT3330,,PNA31185_0331_4101,STCK_PT3330-칫솔케이스(커스텀인쇄)_투명,발주진행완료,900,2025.3.31,입하완료,,2025.4.7,"257,727",2025.6.18,"283,500",,PNA31185-25년3월_재고생산,도매박스&뉴제이스포츠,286,,25년3월,2025. 3. 1
PT4400,,PNA31185_0328_5501,STCK_PT4400-라이트샤오미펜_화이트,발주진행완료,"5,000",2025.3.28,입하완료,5000,2025.4.3,"2,500,000",2025.4.17,"2,750,000",,PNA31185-25년3월_재고생산,(주)영인기프트,500,,25년3월,2025. 3. 1
PT4402,,PNA31185_0324_5591,STCK_PT4402-단품박스(스탠다드)_화이트_09WH,발주진행완료,"1,000",2025.3.25,입하완료,1190,2025.4.3,"410,000",2025.5.22,"451,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,410,,25년3월,2025. 3. 1
PT2106,,PNA31185_0325_2411,STCK_PT2106-단품박스(스탠다드)_웜그레이_000-27,발주진행완료,3000,2025.3.25,입하완료,3080,2025.4.1,"1,419,000",2025.5.22,"1,560,900",,PNA31185-25년3월_재고생산,(주)청산인쇄,473,,25년3월,2025. 3. 1
PT1116,,PNA31185_0325_1131,STCK_PT1116-슈가케인펜_그린,발주진행완료,"1,000",2025.3.25,"입하완료, 입하완료, 입하완료",,"2025.4.2, 2025.4.8, 2025.4.18","1,930,000",2025.4.3,"2,123,000",,PNA31185-25년3월_재고생산,RD상사(세나토코리아),"1,930",,25년3월,2025. 3. 1
PT1517,,PNA31185_0328_1751,STCK_PT1517-단품박스(스탠다드)_웜그레이_100-4,발주진행완료,2000,2025.3.28,입하완료,2046,2025.4.7,"1,589,000",2025.5.22,"1,747,900",,PNA31185-25년3월_재고생산,(주)청산인쇄,795,,25년3월,2025. 3. 1
PT3193,,PNA31185_0328_3871,STCK_PT3193-투명손잡이지퍼백(M),발주진행완료,"2,000",2025.3.31,입하완료,2010,2025.4.3,"405,818",2025.4.10,"446,400",,PNA31185-25년3월_재고생산,착한포장,203,,25년3월,2025. 3. 1
PT1093,,PNA31185_0328_1071,STCK_PT1093-유광덮개파우치_투명_000-3,발주진행완료,"5,000",2025.3.31,입하완료,5100,2025.4.3,"1,100,000",2025.4.10,"1,210,000",,PNA31185-25년3월_재고생산,착한포장,220,,25년3월,2025. 3. 1
PT3854,,PNA31185_0318_4631,STCK_PT3854-미스트워터보틀_반투명화이트,발주진행완료,"6,000",2025.3.18,입하완료,,2025.4.8,"22,200,000",2025.3.24,"24,420,000",,PNA31185-25년3월_재고생산,주식회사 오보틀,"3,700",,25년3월,2025. 3. 1
PT2827,,PNA31185_0328_3641,STCK_PT2827-투명손잡이지퍼백(S),발주진행완료,"3,000",2025.3.28,입하완료,3020,2025.4.3,"358,909",2025.4.10,"394,800",,PNA31185-25년3월_재고생산,착한포장,120,,25년3월,2025. 3. 1
PT0555,,PNA31185_0328_0321,STCK_PT0555-노트류지지대(전용)_화이트_100-2,발주진행완료,"3,000",2025.3.31,입하완료,3140,2025.4.3,"339,000",2025.5.22,"372,900",,PNA31185-25년3월_재고생산,(주)청산인쇄,113,,25년3월,2025. 3. 1
PT0554,,PNA31185_0328_0311,STCK_PT0554-노트류지지대(전용)_블랙_100-2,발주진행완료,"5,000",2025.3.31,입하완료,5070,2025.4.3,"789,000",2025.5.22,"867,900",,PNA31185-25년3월_재고생산,(주)청산인쇄,158,,25년3월,2025. 3. 1
PT3348,,PNA31185_0324_4591,STCK_PT3348-단품박스(스탠다드)_화이트,발주진행완료,"2,000",2025.3.25,입하완료,2205,2025.4.3,"640,000",2025.5.22,"704,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,320,,25년3월,2025. 3. 1
PT3354,,PNA31185_0328_4651,STCK_PT3354-단품박스(스탠다드)_화이트,발주진행완료,"2,000",2025.3.31,입하완료,2090,2025.4.11,"860,000",2025.5.22,"946,000",,PNA31185-25년3월_재고생산,(주)청산인쇄,430,,25년3월,2025. 3. 1
PT4758,,PNA31185_0325_5611,STCK_PT4758-단품박스(전용),발주진행완료,"2,200",2025.4.14,입하완료,2340,2025.4.16,"900,289","2025.7.31, 2025.7.7","900,289",해외송금 T/T,PNA31185-25년3월_재고생산,"Dongguan Wik Electronic Technology Co., Ltd.",409,,25년3월,2025. 3. 1
PT4759,,PNA31185_0325_5621,STCK_PT4759-블리스터(전용),발주진행완료,"2,200",2025.4.14,입하완료,2300,2025.4.16,"1,260,404","2025.7.31, 2025.7.7","1,260,404",해외송금 T/T,PNA31185-25년3월_재고생산,"Dongguan Wik Electronic Technology Co., Ltd.",573,,25년3월,2025. 3. 1
PT4756,,PNA31185_0325_5631,STCK_PT4756-마그넷케이블홀더_화이트,발주진행완료,"1,000",2025.4.14,"입하완료, 입하완료","985, 15","2025.4.16, 2025.4.23","1,636,888","2025.7.31, 2025.7.7","1,636,888",해외송금 T/T,PNA31185-25년3월_재고생산,"Dongguan Wik Electronic Technology Co., Ltd.","1,637",,25년3월,2025. 3. 1
PT4757,,PNA31185_0325_5641,STCK_PT4757-마그넷케이블홀더_블랙,발주진행완료,"1,000",2025.4.14,"입하완료, 입하완료","985, 15","2025.4.16, 2025.4.23","1,636,888","2025.7.31, 2025.7.7","1,636,888",해외송금 T/T,PNA31185-25년3월_재고생산,"Dongguan Wik Electronic Technology Co., Ltd.","1,637",,25년3월,2025. 3. 1
